Cycle,Time
1.1,0.03541043
1.2,0.53141043
1.3,0.998077097
1.4,1.484743764
2.1,1.956743764
2.2,2.455493764
2.3,2.916639597
2.4,3.378077097
3.1,3.83541043
3.2,4.286077097
3.3,4.752743764
3.4,5.240743764
4.1,5.696743764
4.2,6.168743764
4.3,6.632743764
4.4,7.09141043
5.1,7.554077097
5.2,8.01941043
5.3,8.462077097
5.4,8.918077097
6.1,9.37541043
6.2,9.84497293
6.3,10.3060771
6.4,10.7420771
7.1,11.19541043
7.2,11.63541043
7.3,12.0860771
7.4,12.55274376
8.1,13.0060771
8.2,13.4700771
8.3,13.92274376
8.4,14.3700771
9.1,14.8260771
9.2,15.28586876
9.3,15.7380771
9.4,16.19674376
10.1,16.65274376
10.2,17.12097293
10.3,17.57674376
10.4,18.0220771
11.1,18.47541043
11.2,18.9340771
11.3,19.38474376
11.4,19.83674376
12.1,20.28086876
12.2,20.74961876
12.3,21.21086876
12.4,21.66649376
13.1,22.11941043
13.2,22.57586876
13.3,23.02741043
13.4,23.49274376
14.1,23.95586876
14.2,24.40024376
14.3,24.8620771
14.4,25.31674376
15.1,25.79274376
15.2,26.24149376
15.3,26.71024376
15.4,27.16774376
16.1,27.62711876
16.2,28.08274376
16.3,28.54024376
16.4,29.00524376
17.1,29.46461876
17.2,29.93149376
17.3,30.4100771
17.4,30.84836876
18.1,31.3060771
18.2,31.77941043
18.3,32.24074376
18.4,32.71141043
19.1,33.17336876
19.2,33.64009793
19.3,34.1060771
19.4,34.57211876
20.1,35.0340771
20.2,35.50774376
20.3,35.97836876
20.4,36.45649376
21.1,36.92874376
21.2,37.40497293
21.3,37.85711876
21.4,38.31836876
22.1,38.77399376
22.2,39.25586876
22.3,39.70961876
22.4,40.16899376
23.1,40.64336876
23.2,41.1300771
23.3,41.58341043
23.4,42.04586876
24.1,42.53336876
24.2,42.97399376
24.3,43.4300771
24.4,43.90024376
25.1,44.36074376
25.2,44.85674376
25.3,45.29524376
25.4,45.7620771
26.1,46.2300771
26.2,46.6940771
26.3,47.15149376
26.4,47.61141043
27.1,48.08474376
27.2,48.5420771
27.3,48.99461876
27.4,49.46341043
28.1,49.93141043
28.2,50.38741043
28.3,50.84816043
28.4,51.3140771
29.1,51.78474376
29.2,52.24730626
29.3,52.7060771
29.4,53.1500771
30.1,53.6300771
30.2,54.08074376
30.3,54.53941043
30.4,54.99541043
31.1,55.4500771
31.2,55.89674376
31.3,56.35941043
31.4,56.8100771
32.1,57.26341043
32.2,57.72074376
32.3,58.1820771
32.4,58.6460771
33.1,59.0980771
33.2,59.5540771
33.3,60.0100771
33.4,60.46741043
34.1,60.92741043
34.2,61.38741043
34.3,61.83941043
34.4,62.29141043
35.1,62.7460771
35.2,63.21141043
35.3,63.67674376
35.4,64.12774376
36.1,64.58524376
36.2,65.04474376
36.3,65.50961876
36.4,65.96711876
37.1,66.43274376
37.2,66.89541043
37.3,67.3460771
37.4,67.81541043
38.1,68.2820771
38.2,68.74874376
38.3,69.2060771
38.4,69.66341043
39.1,70.12741043
39.2,70.58341043
39.3,71.05674376
39.4,71.52334793
40.1,71.98341043
40.2,72.44874376
40.3,72.9020771
40.4,73.36474376
41.1,73.84074376
41.2,74.30843126
41.3,74.78341043
41.4,75.2420771
42.1,75.7020771
42.2,76.17455626
42.3,76.62741043
42.4,77.0940771
43.1,77.56074376
43.2,78.0207021
43.3,78.46474376
43.4,78.92874376
44.1,79.39274376
44.2,79.84299376
44.3,80.31005626
44.4,80.7620771
45.1,81.21941043
45.2,81.67541043
45.3,82.1460771
45.4,82.6220771
46.1,83.0820771
46.2,83.53274376
46.3,84.0100771
46.4,84.4660771
47.1,84.93674376
47.2,85.40684793
47.3,85.84474376
47.4,86.31274376
48.1,86.7900771
48.2,87.2500771
48.3,87.70874376
48.4,88.1740771
49.1,88.62874376
49.2,89.11141043
49.3,89.57541043
49.4,90.02874376
50.1,90.4860771
50.2,90.95141043
50.3,91.41141043
50.4,91.86874376
51.1,92.3300771
51.2,92.7980771
