Cycle,Time
1.1,2.034535147
1.2,2.598076814
1.3,3.168076814
1.4,3.739951814
2.1,4.311826814
2.2,4.881826814
2.3,5.448076814
2.4,6.031201814
3.1,6.616201814
3.2,7.178701814
3.3,7.741201814
3.4,8.301826814
4.1,8.866201814
4.2,9.43186848
4.3,9.985576814
4.4,10.55745181
5.1,11.12182681
5.2,11.68620181
5.3,12.24495181
5.4,12.81870181
6.1,13.37745181
6.2,13.93245181
6.3,14.50432681
6.4,15.07245181
7.1,15.63120181
7.2,16.20120181
7.3,16.76626431
7.4,17.31495181
8.1,17.88120181
8.2,18.44557681
8.3,18.99870181
8.4,19.56495181
9.1,20.12745181
9.2,20.69557681
9.3,21.25432681
9.4,21.79995181
10.1,22.35120181
10.2,22.90807681
10.3,23.45182681
10.4,23.99745181
11.1,24.53370181
11.2,25.06620181
11.3,25.59682681
11.4,26.11807681
12.1,26.63745181
12.2,27.14932681
12.3,27.64995181
12.4,28.13932681
13.1,28.64370181
13.2,29.13495181
13.3,29.61870181
13.4,30.09495181
14.1,30.57870181
14.2,31.05120181
14.3,31.50870181
14.4,31.98120181
15.1,32.45745181
15.2,32.93745181
15.3,33.39870181
15.4,33.85620181
16.1,34.32495181
16.2,34.78245181
16.3,35.25495181
16.4,35.71245181
17.1,36.17370181
17.2,36.63495181
17.3,37.10370181
17.4,37.56870181
18.1,38.02620181
18.2,38.48182681
18.3,38.94870181
18.4,39.40807681
19.1,39.87682681
19.2,40.35120181
19.3,40.80870181
19.4,41.26995181
20.1,41.74245181
20.2,42.20745181
20.3,42.66495181
20.4,43.13370181
21.1,43.59870181
21.2,44.05245181
21.3,44.50995181
21.4,44.97495181
22.1,45.43620181
22.2,45.89745181
22.3,46.35120181
22.4,46.80870181
23.1,47.25870181
23.2,47.71620181
23.3,48.18120181
23.4,48.63120181
24.1,49.08120181
24.2,49.53495181
24.3,49.98495181
24.4,50.44245181
25.1,50.89995181
25.2,51.34995181
25.3,51.79807681
25.4,52.25745181
26.1,52.71120181
26.2,53.17057681
26.3,53.62245181
26.4,54.07995181
27.1,54.53745181
27.2,54.99120181
27.3,55.44870181
27.4,55.89870181
28.1,56.35807681
28.2,56.83995181
28.3,57.27870181
28.4,57.73053515
29.1,58.19370181
29.2,58.64370181
29.3,59.10495181
29.4,59.55495181
30.1,60.01320181
30.2,60.47986848
30.3,60.93053515
30.4,61.38870181
31.1,61.84057681
31.2,62.30745181
31.3,62.76253515
31.4,63.22653515
32.1,63.68557681
32.2,64.14495181
32.3,64.59720181
32.4,65.06386848
33.1,65.53053515
33.2,65.98120181
33.3,66.44370181
33.4,66.89932681
34.1,67.37320181
34.2,67.83186848
34.3,68.29220181
34.4,68.74370181
35.1,69.19995181
35.2,69.66653515
35.3,70.11970181
35.4,70.57057681
36.1,71.03453515
36.2,71.49586848
36.3,71.94386848
36.4,72.39186848
37.1,72.84870181
37.2,73.30245181
37.3,73.75245181
37.4,74.21053515
38.1,74.66370181
38.2,75.12253515
38.3,75.57870181
38.4,76.02870181
39.1,76.48245181
39.2,76.94386848
39.3,77.40759765
39.4,77.85320181
