Cycle,Time
1.1,0.060308389
1.2,0.548308389
1.3,1.022975056
1.4,1.494975056
2.1,1.950975056
2.2,2.450787556
2.3,2.854975056
2.4,3.324308389
3.1,3.780308389
3.2,4.225641723
3.3,4.673641723
3.4,5.132308389
4.1,5.594516723
4.2,6.055766723
4.3,6.494975056
4.4,6.948308389
5.1,7.382975056
5.2,7.853891723
5.3,8.286975056
5.4,8.749704223
6.1,9.194516723
6.2,9.650141723
6.3,10.07576672
6.4,10.52964172
7.1,10.96697506
7.2,11.42030839
7.3,11.88139172
7.4,12.31364172
8.1,12.75630839
8.2,13.21076672
8.3,13.65514172
8.4,14.10297506
9.1,14.54576672
9.2,14.99764172
9.3,15.43826672
9.4,15.89576672
10.1,16.34297506
10.2,16.79576672
10.3,17.23451672
10.4,17.70564172
11.1,18.15889172
11.2,18.61497506
11.3,19.06826672
11.4,19.51897506
12.1,19.97764172
12.2,20.42564172
12.3,20.89230839
12.4,21.33230839
13.1,21.78628756
13.2,22.24451672
13.3,22.68889172
13.4,23.16514172
14.1,23.62076672
14.2,24.07097506
14.3,24.53230839
14.4,24.98951672
15.1,25.44430839
15.2,25.91230839
15.3,26.36697506
15.4,26.82030839
16.1,27.27343339
16.2,27.72701672
16.3,28.17230839
16.4,28.64964172
17.1,29.08451672
17.2,29.53764172
17.3,29.98297506
17.4,30.44697506
18.1,30.90139172
18.2,31.36164172
18.3,31.82030839
18.4,32.27364172
19.1,32.72964172
19.2,33.18297506
19.3,33.63630839
19.4,34.09764172
20.1,34.53764172
20.2,34.99630839
20.3,35.44430839
20.4,35.90576672
21.1,36.35897506
21.2,36.80951672
21.3,37.25764172
21.4,37.71701672
22.1,38.15764172
22.2,38.62030839
22.3,39.07826672
22.4,39.52964172
23.1,39.99897506
23.2,40.43097506
23.3,40.88389172
23.4,41.33764172
24.1,41.78030839
24.2,42.23097506
24.3,42.67639172
24.4,43.14564172
25.1,43.58564172
25.2,44.02297506
25.3,44.48014172
25.4,44.94564172
26.1,45.38830839
26.2,45.83201672
26.3,46.27897506
26.4,46.72964172
27.1,47.18297506
27.2,47.63097506
27.3,48.07264172
27.4,48.54139172
28.1,48.97230839
28.2,49.43839172
28.3,49.87364172
28.4,50.31897506
29.1,50.77789172
29.2,51.21230839
29.3,51.66297506
29.4,52.10970422
30.1,52.55364172
30.2,53.01889172
30.3,53.46514172
30.4,53.93035006
31.1,54.37826672
31.2,54.80964172
31.3,55.25764172
31.4,55.71630839
32.1,56.15097506
32.2,56.59897506
32.3,57.05389172
32.4,57.47897506
33.1,57.91630839
33.2,58.37764172
33.3,58.81639172
33.4,59.26564172
34.1,59.71097506
34.2,60.15097506
34.3,60.59951672
34.4,61.04951672
35.1,61.50701672
35.2,61.93230839
35.3,62.39014172
35.4,62.82701672
36.1,63.27139172
36.2,63.71897506
36.3,64.16576672
36.4,64.60697506
37.1,65.06201672
37.2,65.50564172
37.3,65.96014172
37.4,66.40264172
38.1,66.85826672
38.2,67.31201672
38.3,67.76576672
38.4,68.22030839
39.1,68.67364172
39.2,69.11951672
39.3,69.57230839
39.4,70.01764172
40.1,70.46030839
40.2,70.91630839
40.3,71.35897506
40.4,71.80697506
41.1,72.25764172
41.2,72.70297506
41.3,73.13764172
41.4,73.60278756
42.1,74.04326672
42.2,74.49326672
42.3,74.93201672
42.4,75.39630839
43.1,75.84330839
43.2,76.29897506
43.3,76.75264172
43.4,77.20639172
44.1,77.64964172
44.2,78.10564172
44.3,78.56507922
44.4,79.00974589
45.1,79.45689172
45.2,79.89514172
45.3,80.34297506
45.4,80.80697506
46.1,81.24889172
46.2,81.68576672
46.3,82.14830839
46.4,82.59097506
47.1,83.05445422
47.2,83.50762089
47.3,83.94830839
47.4,84.41435006
48.1,84.86030839
48.2,85.30297506
48.3,85.75451672
48.4,86.19630839
49.1,86.62655839
49.2,87.06564172
49.3,87.50830839
49.4,87.94297506
50.1,88.37095422
50.2,88.82030839
50.3,89.23364172
50.4,89.67097506
51.1,90.10030839
51.2,90.55630839
51.3,90.99630839
51.4,91.43764172
52.1,91.88430839
52.2,92.32164172
52.3,92.76164172
52.4,93.20389172
53.1,93.64853756
53.2,94.08964172
53.3,94.51630839
53.4,94.95897506
54.1,95.40430839
54.2,95.81951672
54.3,96.26830839
54.4,96.70030839
55.1,97.14297506
55.2,97.57764172
55.3,98.00964172
55.4,98.46564172
56.1,98.90297506
56.2,99.35097506
56.3,99.78830839
56.4,100.2176417
57.1,100.6576417
57.2,101.0923084
57.3,101.5323084
57.4,101.9696417
58.1,102.4123084
58.2,102.8603084
58.3,103.3029751
58.4,103.7511417
59.1,104.1909751
59.2,104.6256417
59.3,105.0595167
59.4,105.5038917
60.1,105.9670167
60.2,106.3803084
60.3,106.8216834
60.4,107.2736417
61.1,107.7136417
61.2,108.1589751
61.3,108.5989751
61.4,109.0496417
62.1,109.4957667
62.2,109.9643501
62.3,110.3856417
62.4,110.8327876
63.1,111.2673709
63.2,111.6838917
63.3,112.1323084
63.4,112.5883084
64.1,113.0283084
64.2,113.4683084
64.3,113.9083084
64.4,114.3403084
65.1,114.7829751
65.2,115.2149751
65.3,115.6736417
65.4,116.1083084
66.1,116.5544959
66.2,116.9829751
66.3,117.4229751
66.4,117.8603084
67.1,118.3120167
67.2,118.7376417
67.3,119.2016417
67.4,119.6496417
68.1,120.1056417
68.2,120.5429751
68.3,120.9803084
68.4,121.4176417
69.1,121.8683084
69.2,122.3056417
69.3,122.7616417
69.4,123.2016417
70.1,123.6571001
70.2,124.0963917
70.3,124.5403084
70.4,124.9870167
71.1,125.4443084
71.2,125.8926417
71.3,126.3376417
71.4,126.7909751
72.1,127.2416417
72.2,127.6888917
72.3,128.1370167
72.4,128.5701417
73.1,129.0032667
73.2,129.4720167
73.3,129.8995167
73.4,130.3532667
74.1,130.7957667
74.2,131.2495167
74.3,131.6601417
74.4,132.0843084
75.1,132.5323084
75.2,132.9707667
75.3,133.4038917
75.4,133.8363084
76.1,134.2709751
76.2,134.7006001
76.3,135.1483084
76.4,135.5938917
77.1,136.0389751
77.2,136.4910376
77.3,136.9296417
77.4,137.3696417
78.1,137.7988917
78.2,138.2416417
78.3,138.6923084
78.4,139.1282667
79.1,139.5613917
79.2,140.0229751
79.3,140.4607251
79.4,140.9109751
80.1,141.3456417
80.2,141.8069751
80.3,142.2523084
80.4,142.6976417
81.1,143.1388917
81.2,143.5856417
81.3,144.0336417
81.4,144.4789751
82.1,144.9295167
82.2,145.3963084
82.3,145.8496417
82.4,146.3001417
83.1,146.7323084
83.2,147.1669751
83.3,147.6370167
83.4,148.0683084
84.1,148.5216417
