1,madera
2,madera
3,madera
4,mix
5,madera
6,mix
7,repique
8,repique
9,repique
10,repique
11,repique
12,repique
13,repique
14,repique
15,mix
16,madera
17,madera
18,madera
19,madera
20,madera
21,madera
22,madera
23,madera
24,madera
25,madera
26,madera
27,madera
28,madera
29,madera
30,mix
31,repique
32,repique
33,repique
34,repique
35,repique
36,repique
37,repique
38,repique
39,repique
40,repique
41,repique
42,repique
43,repique
44,repique
45,mix
46,madera
47,madera
48,madera
49,madera
50,madera
51,madera
52,madera
53,madera
54,madera
55,madera
56,madera
57,repique
58,repique
59,repique
60,repique
61,repique
62,repique
63,repique
64,repique
65,repique
66,repique
67,repique
68,repique
69,repique
70,repique
71,mix
72,madera
73,madera
74,mix
