Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
241,3,03:05,5,,,,,,,,,,,,,,
241,3,03:06,6,,4.594323,4.601681,,,,,3.5,5.5,,,0.268278,0.050074,
241,3,03:07,7,,4.707144,,,,,,4,,,,0.286028,,
241,3,03:08,8,,,4.829622,,,,,,6.5,,,,0.205435,
241,3,03:09,9,,4.947017,4.959425,,,,,4.5,6.5,,,0.033388,0.700329,
241,3,03:10,10,,,5.083759,,,,,,6.5,,,,0.160652,
241,3,03:11,11,,5.157315,,,,,,5.5,,,,0.207871,,
241,3,03:12,12,,5.252585,5.310859,,,,,5.5,6.5,,,0.448204,0.676519,
241,3,03:13,13,,5.402887,5.449471,,,,,6,6.5,,,0.535442,0.335923,
241,3,03:14,14,,5.505918,5.551332,,,,,6.5,7,,,0.102067,0.167133,
241,3,03:15,15,,5.609794,5.63648,,,,,7,7.5,,,0.226885,0.30943,
241,3,03:16,16,,5.721176,5.750557,,,,,7,7.5,,,0.298112,0.599364,
241,3,04:01,1,,5.874157,5.882474,,,,,7,7.5,,,0.099124,0.015118,
241,3,04:02,2,5.969189,5.979265,,,,,6,7.5,,,0.115314,0.131524,,
241,3,04:03,3,6.076432,6.102097,,,,,6,7.5,,,0.165068,0.404121,,
241,3,04:04,4,6.187435,6.193675,6.218494,,,,6,8,8,,0.084061,0.048166,0.039627,
241,3,04:05,5,6.312467,6.316924,,,,,6,8,,,0.393381,0.171032,,
241,3,04:06,6,6.424592,6.420559,,,,,6,8,,,0.083663,0.190331,,
241,3,04:07,7,6.53056,6.544959,6.559274,,,,6.5,8.5,7.5,,0.156657,0.062434,0.012152,
241,3,04:08,8,6.647853,6.628737,,,,,6.5,8.5,,,0.142357,0.302276,,
241,3,04:09,9,6.776749,6.772919,,,,,7,8.5,,,0.534604,0.058064,,
241,3,04:10,10,6.889661,,6.896429,,,,7.5,,7,,0.088597,,0.029749,
241,3,04:11,11,6.981049,6.982441,,,,,7.5,9,,,0.177747,0.181657,,
241,3,04:12,12,7.094107,7.08402,,,,,7.5,9,,,0.342489,0.226642,,
241,3,04:13,13,7.238145,7.220783,7.233745,,,,8,9,7.5,,0.334501,0.156568,0.015751,
241,3,04:14,14,7.345033,7.326839,,,,,8.5,9,,,0.08654,0.126197,,
241,3,04:15,15,7.431662,7.446692,,,,,9,9,,,0.176474,0.046836,,
241,3,04:16,16,7.548622,7.542362,7.552589,,,,9,9,7,,0.278886,0.267042,0.07322,
241,3,05:01,1,7.68787,7.678585,7.699219,,,,9,9,7,,0.311992,0.071621,0.016626,
241,3,05:02,2,7.80032,7.776471,,,,,9,9,,,0.061267,0.14443,,
241,3,05:03,3,7.891833,7.893611,,,,,9,9,,,0.159281,0.358545,,
241,3,05:04,4,8.004152,7.988424,8.013759,,,,9,9,7,,0.233166,0.278348,0.009505,
241,3,05:05,5,8.132217,,,,,,9,,,,0.362744,,,
241,3,05:06,6,8.239398,8.221184,,,,,9,8.5,,,0.080921,0.184319,,
241,3,05:07,7,8.33703,8.350609,8.359998,,,,9,8.5,7.5,,0.15872,0.073006,0.006744,
241,3,05:08,8,8.448439,8.436333,,,,,9,8.5,,,0.082018,0.236204,,
241,3,05:09,9,8.585054,8.580997,,,,,9,8.5,,,0.258554,0.067449,,
241,3,05:10,10,8.698158,8.668199,8.70958,,,,9,8.5,8,,0.081304,0.180033,0.026817,
241,3,05:11,11,8.787137,8.794638,,,,,9,8.5,,,0.133452,0.119519,,
241,3,05:12,12,8.903319,8.899001,,,,,9,8.5,,,0.137306,0.183314,,
241,3,05:13,13,9.047095,9.036062,9.042158,,,,9,8.5,7.5,,0.169589,0.087985,0.010282,
241,3,05:14,14,9.155534,9.135715,,,,,9,8.5,,,0.06755,0.083613,,
241,3,05:15,15,9.251072,9.257802,,,,,9,8.5,,,0.15168,0.03085,,
241,3,05:16,16,9.367691,9.349918,9.369528,,,,9,8.5,7,,0.128263,0.210118,0.02525,
241,3,06:01,1,9.502311,9.488312,,,,,9,8.5,,,0.302991,0.060878,,
241,3,06:02,2,9.616988,9.595714,,,,,9,8.5,,,0.08323,0.132282,,
241,3,06:03,3,9.706687,9.717129,9.712367,,,,9,8.5,7.5,,0.146346,0.246704,0.062284,
241,3,06:04,4,9.814765,9.818136,,,,,9,8.5,,,0.178113,0.074709,,
241,3,06:05,5,9.947999,9.948237,,,,,9,8.5,,,0.365806,0.499868,,
241,3,06:06,6,10.052831,10.042295,10.038558,,,,9,8.5,8,,0.088905,0.092205,0.113016,
241,3,06:07,7,10.144966,10.165347,,,,,9,9,,,0.139282,0.107119,,
241,3,06:08,8,10.263172,10.263941,10.260668,,,,9,9,8,,0.105348,0.181507,0.162047,
241,3,06:09,9,10.402485,10.385191,10.39988,,,,9,9,8,,0.267764,0.040793,0.64155,
241,3,06:10,10,10.508736,10.476504,10.525679,,,,9,9,8,,0.07684,0.150644,0.623075,
241,3,06:11,11,10.603832,10.609632,,,,,9,9,,,0.169147,0.121119,,
241,3,06:12,12,10.710957,10.70983,,,,,9,9,,,0.211464,0.197934,,
241,3,06:13,13,10.84713,10.847256,10.860072,,,,9,9,7,,0.314963,0.087185,0.263988,
241,3,06:14,14,10.956418,10.958185,10.987273,,,,9,9,7.5,,0.032706,0.092536,0.808509,
241,3,06:15,15,11.055117,11.069934,,,,,9,9,,,0.154674,0.176214,,
241,3,06:16,16,11.164955,,11.186811,,,,9,,7,,0.15146,,0.142899,
241,3,07:01,1,11.310701,11.304276,,,,,9,8.5,,,0.377691,0.206117,,
241,3,07:02,2,11.422518,11.412729,11.416466,,,,9,8.5,7,,0.017963,0.214969,0.220529,
241,3,07:03,3,,11.51671,11.532998,,,,,8.5,7.5,,,0.090846,0.432175,
241,3,07:04,4,11.627269,11.621253,11.650701,,,,9,8.5,7.5,,0.192985,0.064468,0.718129,
241,3,07:05,5,11.763961,11.743277,,,,,9,8.5,,,0.257149,0.358676,,
241,3,07:06,6,11.867595,11.841893,11.865982,,,,9,8.5,6.5,,0.070795,0.22446,0.624014,
241,3,07:07,7,11.961146,11.973943,,,,,9,8.5,,,0.126832,0.153909,,
241,3,07:08,8,12.075817,12.072459,12.074853,,,,9,8.5,6.5,,0.074548,0.154501,0.117486,
241,3,07:09,9,12.205939,12.209283,,,,,9,8.5,,,0.371843,0.31145,,
241,3,07:10,10,12.31627,12.298594,12.309898,,,,9,8.5,6,,0.056822,0.17277,0.153972,
241,3,07:11,11,12.405907,12.428666,12.445999,,,,9,8.5,6,,0.109993,0.045009,0.452619,
241,3,07:12,12,12.519835,12.528148,,,,,9,8.5,,,0.105073,0.341115,,
241,3,07:13,13,12.656263,12.653993,12.675165,,,,9,8.5,6,,0.272991,0.044153,0.155556,
241,3,07:14,14,12.766338,12.751581,12.792354,,,,9,8.5,6.5,,0.032134,0.174335,0.537195,
241,3,07:15,15,12.861981,12.882271,,,,,9,8.5,,,0.114815,0.204962,,
241,3,07:16,16,12.973209,,12.993462,,,,9,,6,,0.172413,,0.152645,
241,3,08:01,1,13.111005,13.125531,,,,,9,8,,,0.264297,0.031415,,
241,3,08:02,2,13.232161,,13.241633,,,,9,,6,,0.033927,,0.152322,
241,3,08:03,3,13.326062,13.337288,13.352318,,,,9,8.5,7,,0.14745,0.248029,0.415707,
241,3,08:04,4,13.428935,13.431563,13.471517,,,,9,8.5,7,,0.127561,0.066986,0.630259,
241,3,08:05,5,13.556282,,13.606201,,,,9,,6.5,,0.278977,,0.515765,
241,3,08:06,6,13.66004,13.673736,13.740766,,,,9,8,6.5,,0.07906,0.19571,0.545742,
241,3,08:07,7,,13.797341,,,,,,8,,,,0.22369,,
241,3,08:08,8,13.873163,,13.897178,,,,9,,6.5,,0.135139,,0.291967,
241,3,08:09,9,14.005002,14.024307,14.036282,,,,9,7.5,7,,0.410119,0.084995,0.107804,
241,3,08:10,10,14.132778,,14.155976,,,,9,,7,,0.085864,,0.160578,
241,3,08:11,11,14.222659,14.232149,14.299869,,,,9,7,7.5,,0.144081,0.129259,0.361548,
241,3,08:12,12,14.341294,14.343268,14.348035,,,,9,7,7.5,,0.193945,0.089846,0.281662,
241,3,08:13,13,14.478854,14.485743,14.479361,,,,9,7,7.5,,0.319165,0.072536,0.13963,
241,3,08:14,14,14.589655,,14.608365,,,,9,,8,,0.064226,,0.323844,
241,3,08:15,15,14.683021,14.704518,,,,,9,6.5,,,0.114948,0.185484,,
241,3,08:16,16,14.801986,,14.791066,,,,9,,8,,0.144211,,0.396398,
241,3,09:01,1,14.937514,14.935052,,,,,9,6,,,0.345986,0.058312,,
241,3,09:02,2,15.044837,,15.025246,,,,9,,7.5,,0.061383,,0.096366,
241,3,09:03,3,15.141084,15.156799,,,,,9,6,,,0.158262,0.274651,,
241,3,09:04,4,15.254917,15.263895,,,,,9,6,,,0.072157,0.054325,,
241,3,09:05,5,15.391763,,,,,,9,,,,0.345932,,,
241,3,09:06,6,15.483227,15.48722,15.48143,,,,9,6,8.5,,0.079065,0.177727,0.031936,
241,3,09:07,7,15.581983,15.610273,,,,,9,6.5,,,0.178787,0.271651,,
241,3,09:08,8,15.702041,,,,,,9,,,,0.185095,,,
241,3,09:09,9,15.838939,15.830795,,,,,9,6,,,0.374597,0.119045,,
241,3,09:10,10,15.94841,,15.929242,,,,9,,8.5,,0.106842,,0.175565,
241,3,09:11,11,16.043827,16.045314,,,,,9,6,,,0.159631,0.203677,,
241,3,09:12,12,16.160669,16.154241,,,,,9,6.5,,,0.096254,0.135862,,
241,3,09:13,13,16.290537,16.289703,16.302075,,,,9,6.5,9,,0.312842,0.070247,0.110337,
241,3,09:14,14,16.402007,16.40091,16.410366,,,,9,6.5,9,,0.069534,0.095157,0.42397,
241,3,09:15,15,16.493577,16.518911,,,,,9,6.5,,,0.119506,0.257228,,
241,3,09:16,16,16.622686,,16.607104,,,,9,,9,,0.100735,,0.305955,
241,3,10:01,1,16.759211,16.755362,,,,,9,6.5,,,0.356597,0.039963,,
241,3,10:02,2,16.865819,,16.877076,,,,9,,10,,0.096013,,0.274999,
241,3,10:03,3,16.968461,,,,,,9,,,,0.126759,,,
241,3,10:04,4,17.084636,17.074856,,,,,9,7.5,,,0.269987,0.034467,,
241,3,10:05,5,,17.211006,,,,,,7.5,,,,0.054944,,
241,3,10:06,6,17.30287,17.311482,17.275744,,,,8.5,7.5,8,,0.100673,0.175532,0.126618,
241,3,10:07,7,17.411329,17.433544,,,,,8.5,7.5,,,0.0929,0.239143,,
241,3,10:08,8,17.537469,,,,,,8.5,,,,0.062219,,,
241,3,10:09,9,17.672854,17.655457,,,,,8.5,7,,,0.256701,0.06764,,
241,3,10:10,10,17.775273,,,,,,8.5,,,,0.066586,,,
241,3,10:11,11,17.865209,17.885341,,,,,8.5,7.5,,,0.140312,0.37502,,
241,3,10:12,12,17.979596,17.976272,,,,,8.5,8,,,0.127695,0.047693,,
241,3,10:13,13,18.10967,18.11771,18.1323,,,,8.5,8,7,,0.349311,0.107226,0.041331,
241,3,10:14,14,18.228048,18.226948,,,,,8.5,8,,,0.070908,0.139918,,
241,3,10:15,15,18.308181,18.349245,,,,,8.5,8,,,0.146232,0.24854,,
241,3,10:16,16,18.431175,,18.42889,,,,8.5,,8,,0.177317,,0.491996,
241,3,11:01,1,18.572757,18.577186,,,,,8.5,7.5,,,0.271389,0.062128,,
241,3,11:02,2,18.688548,,18.692231,,,,8.5,,7.5,,0.1192,,0.575698,
241,3,11:03,3,18.773797,18.811476,,,,,8.5,8,,,0.179832,0.53928,,
241,3,11:04,4,18.899886,18.894426,18.88983,,,,8.5,8,6.5,,0.088987,0.64736,0.010091,
241,3,11:05,5,19.047689,,,,,,8.5,,,,0.208321,,,
241,3,11:06,6,19.135388,19.124176,,,,,8.5,7.5,,,0.078444,0.179041,,
241,3,11:07,7,19.23627,19.237638,,,,,9,7.5,,,0.145499,0.106707,,
241,3,11:08,8,19.35561,19.346799,,,,,9,7.5,,,0.060221,0.254375,,
241,3,11:09,9,19.484494,19.47381,,,,,9,7.5,,,0.266387,0.181488,,
241,3,11:10,10,19.58907,,19.626375,,,,9,,6,,0.086652,,0.38732,
241,3,11:11,11,19.678047,19.691294,19.716405,,,,9,7.5,6.5,,0.149535,0.16687,0.144519,
241,3,11:12,12,19.798444,19.786943,19.810256,,,,9,7.5,6.5,,0.111621,0.29637,0.468381,
241,3,11:13,13,19.933024,19.93107,19.945666,,,,9,7.5,7,,0.228455,0.207381,0.081618,
241,3,11:14,14,20.051093,,,,,,9,,,,0.12203,,,
241,3,11:15,15,20.133084,20.143563,,,,,9,7,,,0.165162,0.220317,,
241,3,11:16,16,20.262362,20.257695,20.264568,,,,9,7,5.5,,0.421649,0.226655,0.018302,
241,3,12:01,1,,20.396514,,,,,,7,,,,0.694327,,
241,3,12:02,2,20.488789,,20.545829,,,,8.5,,5.5,,0.180152,,0.190184,
241,3,12:03,3,20.578107,,20.631748,,,,8.5,,6,,0.194114,,0.280761,
241,3,12:04,4,20.706249,20.714722,20.724512,,,,8.5,6.5,6,,0.13,0.038049,0.372585,
241,3,12:05,5,20.851852,,,,,,8.5,,,,0.491282,,,
241,3,12:06,6,20.948883,,20.96618,,,,8.5,,6,,0.118781,,0.492756,
241,3,12:07,7,21.05714,21.07105,,,,,8.5,6.5,,,0.154419,0.473116,,
241,3,12:08,8,21.176768,,,,,,8.5,,,,0.115254,,,
241,3,12:09,9,21.299337,21.317346,21.311308,,,,8.5,6,6,,0.444715,0.135213,0.044443,
241,3,12:10,10,21.415238,,,,,,8.5,,,,0.088153,,,
241,3,12:11,11,21.511207,21.539657,21.527831,,,,8.5,5.5,6.5,,0.182385,0.600966,0.321008,
241,3,12:12,12,21.633035,21.6277,,,,,8.5,6,,,0.175382,0.037798,,
241,3,12:13,13,21.772903,21.76936,21.769819,,,,8.5,6,6,,0.280801,0.369421,0.205662,
241,3,12:14,14,21.88271,,21.883576,,,,8.5,,6,,0.048322,,0.318724,
241,3,12:15,15,21.984229,21.989022,,,,,8.5,5.5,,,0.148215,0.440103,,
241,3,12:16,16,22.102683,,22.096306,,,,8.5,,6,,0.142551,,0.221673,
241,3,13:01,1,22.245699,22.23028,,,,,8.5,5.5,,,0.235703,0.098825,,
241,3,13:02,2,22.34154,,22.336565,,,,8.5,,6,,0.118548,,0.034543,
241,3,13:03,3,22.453039,22.46285,,,,,9,5,,,0.181596,0.544359,,
241,3,13:04,4,22.564965,22.549859,22.566754,,,,9,5.5,6,,0.086494,0.068485,0.288927,
241,3,13:05,5,22.704144,,,,,,9,,,,0.458775,,,
241,3,13:06,6,22.795835,,22.78594,,,,9,,5.5,,0.097487,,0.310055,
241,3,13:07,7,22.898465,22.930558,,,,,9,5.5,,,0.168622,0.367978,,
241,3,13:08,8,23.018167,,23.023247,,,,9,,5.5,,0.090113,,0.295355,
241,3,13:09,9,23.152302,23.161096,,,,,9,5.5,,,0.235798,0.17166,,
241,3,13:10,10,23.254623,,23.260209,,,,9,,6,,0.076538,,0.316725,
241,3,13:11,11,23.353476,23.379017,,,,,9,5.5,,,0.138559,0.451243,,
241,3,13:12,12,23.482279,23.462389,23.481186,,,,9,6,5.5,,0.132504,0.687344,0.30377,
241,3,13:13,13,23.614257,23.621913,,,,,9,6,,,0.364724,0.183397,,
241,3,13:14,14,23.727471,,23.728605,,,,9,,5.5,,0.082859,,0.548641,
241,3,13:15,15,23.832097,23.822117,,,,,9,5.5,,,0.127764,0.379371,,
241,3,13:16,16,23.951882,23.927006,23.953958,,,,9,6,5,,0.087339,0.231025,0.322679,
241,3,14:01,1,24.082695,24.085728,,,,,9,6,,,0.370584,0.082757,,
241,3,14:02,2,24.180261,,24.179262,,,,9,,5,,0.112949,,0.226291,
241,3,14:03,3,24.282146,24.317561,,,,,9,6,,,0.114336,0.695946,,
241,3,14:04,4,24.411817,24.402534,,,,,9,6.5,,,0.089496,0.653392,,
241,3,14:05,5,24.546008,,24.52014,,,,9,,5.5,,0.328424,,0.554773,
241,3,14:06,6,24.649476,24.636428,24.677936,,,,9,6,5.5,,0.13977,0.207726,0.260505,
241,3,14:07,7,24.747114,,24.769781,,,,9,,6,,0.122503,,0.583402,
241,3,14:08,8,24.875765,24.853032,24.849259,,,,9,6,6,,0.016175,0.40586,0.151392,
241,3,14:09,9,,24.988757,25.00453,,,,,6,7,,,0.144232,0.113918,
241,3,14:10,10,25.089863,,25.085274,,,,9,,7,,0.072678,,0.44933,
241,3,14:11,11,,25.226153,25.232974,,,,,6,8,,,0.330451,0.521235,
241,3,14:12,12,25.317038,25.30597,25.307551,,,,9,6.5,8,,0.103661,0.68519,0.254129,
241,3,14:13,13,25.460458,25.465128,25.470435,,,,9,6,9,,0.329306,0.063708,0.139898,
241,3,14:14,14,25.565029,,25.559593,,,,9,,9,,0.126228,,0.247675,
241,3,14:15,15,25.661388,25.687289,25.695933,,,,9,6.5,10,,0.071159,0.180006,0.440502,
241,3,14:16,16,25.796722,25.785446,25.771202,,,,9,7,10,,0.103138,0.219993,0.14976,
241,3,15:01,1,25.934435,25.930326,25.930963,,,,9,6.5,11,,0.318684,0.049433,0.138271,
241,3,15:02,2,26.033792,26.036225,26.005702,,,,9,7,11,,0.095591,0.07815,0.540688,
241,3,15:03,3,26.135682,26.152914,26.139513,,,,9,7,11.5,,0.111189,0.321049,0.706472,
241,3,15:04,4,26.265197,26.248788,,,,,9,7.5,,,0.087474,0.123831,,
241,3,15:05,5,26.406756,26.386738,,,,,9,7.5,,,0.265622,0.13486,,
241,3,15:06,6,26.501285,,26.506298,,,,9,,10.5,,0.093921,,0.193926,
241,3,15:07,7,26.591223,26.63141,26.613433,,,,9,7.5,10.5,,0.118677,0.258773,0.569292,
241,3,15:08,8,26.722035,,,,,,9,,,,0.045545,,,
241,3,15:09,9,26.865153,26.864002,26.830776,,,,9,7,10,,0.430693,0.039031,0.487721,
241,3,15:10,10,26.965728,,,,,,9,,,,0.115618,,,
241,3,15:11,11,27.059468,27.094202,27.05579,,,,9,7.5,9,,0.116299,0.237122,0.19643,
241,3,15:12,12,27.189021,27.180597,,,,,8.5,8,,,0.068247,0.165212,,
241,3,15:13,13,27.329379,27.324996,27.307937,,,,8.5,7.5,7.5,,0.25236,0.105422,0.4717,
241,3,15:14,14,27.427732,,27.420954,,,,9,,7.5,,0.106048,,0.360644,
241,3,15:15,15,27.530881,27.554065,,,,,9,7,,,0.081421,0.176052,,
241,3,15:16,16,27.665209,,27.640032,,,,8.5,,6.5,,0.062545,,0.030948,
241,3,16:01,1,27.806044,27.788605,,,,,8.5,6.5,,,0.24296,0.035562,,
241,3,16:02,2,27.905362,,,,,,9,,,,0.087764,,,
241,3,16:03,3,27.997753,,,,,,9,,,,0.10157,,,
241,3,16:04,4,28.12798,28.111661,28.118314,,,,9,6.5,5,,0.400179,0.097873,0.054935,
241,3,16:05,5,,28.26421,,,,,,6,,,,0.19686,,
241,3,16:06,6,28.347953,,,,,,8.5,,,,0.111487,,,
241,3,16:07,7,28.457624,28.497008,28.476936,,,,8.5,6,5.5,,0.133225,0.183443,0.040544,
241,3,16:08,8,28.591123,,,,,,8.5,,,,0.356777,,,
241,3,16:09,9,,28.730977,,,,,,6,,,,0.067605,,
241,3,16:10,10,28.822359,,28.841756,,,,8,,5,,0.130539,,0.011404,
241,3,16:11,11,28.939253,28.950619,,,,,8,6,,,0.135645,0.324458,,
241,3,16:12,12,29.060365,29.038946,,,,,7.5,6,,,0.455128,0.147143,,
241,3,16:13,13,,29.198877,29.188925,,,,,5.5,5.5,,,0.212684,0.02134,
241,3,16:14,14,29.294195,,,,,,7.5,,,,0.133847,,,
241,3,16:15,15,29.396565,29.427421,,,,,7.5,5.5,,,0.11505,0.426069,,
241,3,16:16,16,29.533193,,29.52453,,,,7,,6,,0.613365,,0.058766,
241,3,17:01,1,,29.665141,29.671716,,,,,5.5,6,,,0.581351,0.020516,
241,3,17:02,2,29.766495,,,,,,7,,,,0.112398,,,
241,3,17:03,3,29.873558,,,,,,7,,,,0.122668,,,
241,3,17:04,4,30.007941,29.981282,30.002583,,,,6.5,5,6.5,,0.560971,0.071112,0.044749,
241,3,17:05,5,,30.130882,,,,,,5,,,,0.3087,,
241,3,17:06,6,30.239072,,30.243172,,,,6.5,,6.5,,0.109857,,0.057824,
241,3,17:07,7,30.354863,30.368692,,,,,6.5,5,,,0.107894,0.330919,,
241,3,17:08,8,30.484337,,,,,,6.5,,,,0.53631,,,
241,3,17:09,9,,30.615316,30.609061,,,,,5,6.5,,,0.181928,0.025452,
241,3,17:10,10,30.711933,,,,,,6.5,,,,0.093887,,,
241,3,17:11,11,30.824771,30.845939,,,,,6.5,5,,,0.093248,0.271884,,
241,3,17:12,12,30.960829,30.929413,,,,,6.5,5.5,,,0.023439,0.627035,,
241,3,17:13,13,,31.092468,31.101714,,,,,5,6.5,,,0.296168,0.022957,
241,3,17:14,14,31.199987,,,,,,7,,,,0.104906,,,
241,3,17:15,15,31.318502,,,,,,7,,,,0.086215,,,
241,3,17:16,16,31.451815,31.411616,31.448497,,,,7,5,6.5,,0.249012,0.201544,0.062652,
241,3,18:01,1,,31.566436,31.576243,,,,,5,6.5,,,0.036164,0.012833,
241,3,18:02,2,31.679685,,,,,,7,,,,0.104645,,,
241,3,18:03,3,31.784976,,,,,,7,,,,0.104596,,,
241,3,18:04,4,31.910648,31.899988,31.908954,,,,7,5.5,7,,0.387269,0.376036,0.061194,
241,3,18:05,5,,,,,,,,,,,,,,
241,3,18:06,6,32.15678,32.144793,32.158056,,,,7,5,7,,0.102274,0.067809,0.037142,
241,3,18:07,7,32.272479,,,,,,7,,,,0.088106,,,
241,3,18:08,8,32.384806,32.384409,32.370482,,,,7,5,7,,0.263177,0.268697,0.049825,
241,3,18:09,9,,32.523705,32.520267,,,,,5.5,7.5,,,0.177037,0.020665,
241,3,18:10,10,32.624305,,,,,,7,,,,0.113005,,,
241,3,18:11,11,32.746916,,,,,,7,,,,0.088129,,,
241,3,18:12,12,32.875059,32.832387,,,,,7,5.5,,,0.018407,0.430442,,
241,3,18:13,13,,32.997576,33.005124,,,,,5,7,,,0.210971,0.023446,
241,3,18:14,14,33.093562,,,,,,7,,,,0.083977,,,
241,3,18:15,15,33.226664,,,,,,7,,,,0.084508,,,
241,3,18:16,16,33.356003,33.315319,33.351187,,,,7,5,6.5,,0.248497,0.183616,0.011518,
241,3,19:01,1,,33.479784,,,,,,5,,,,0.377992,,
241,3,19:02,2,33.58559,,,,,,7,,,,0.095605,,,
241,3,19:03,3,33.694579,,33.709086,,,,7,,6.5,,0.085399,,0.110838,
241,3,19:04,4,33.820531,33.801083,,,,,7,5,,,0.324159,0.072191,,
241,3,19:05,5,,33.952204,,,,,,4.5,,,,0.165968,,
241,3,19:06,6,34.058743,,34.051261,,,,7,,7,,0.108116,,0.015572,
241,3,19:07,7,34.180237,34.184367,,,,,7,4.5,,,0.099998,0.314586,,
241,3,19:08,8,34.307718,,,,,,7,,,,0.318074,,,
241,3,19:09,9,,34.430446,,,,,,4.5,,,,0.393802,,
241,3,19:10,10,34.53863,,34.542729,,,,7,,7.5,,0.104721,,0.502092,
241,3,19:11,11,34.644924,,,,,,7,,,,0.084072,,,
241,3,19:12,12,34.768395,34.754896,,,,,7,4.5,,,0.025749,0.049159,,
241,3,19:13,13,,34.917351,34.896749,,,,,4.5,7.5,,,0.198609,0.080115,
241,3,19:14,14,35.000782,,,,,,7,,,,0.114687,,,
241,3,19:15,15,35.122702,35.139341,,,,,7,4.5,,,0.095442,0.32643,,
241,3,19:16,16,35.256924,,35.243664,,,,7,,9,,0.199586,,0.015805,
241,3,20:01,1,,35.381299,,,,,,4.5,,,,0.495017,,
241,3,20:02,2,35.487359,,,,,,7,,,,0.084148,,,
241,3,20:03,3,35.610301,,,,,,7,,,,0.08498,,,
241,3,20:04,4,35.722078,35.709655,,,,,7,4.5,,,0.232069,0.163011,,
241,3,20:05,5,,35.859557,,,,,,4.5,,,,0.221192,,
241,3,20:06,6,35.953369,,35.983076,,,,7,,9,,0.093058,,0.216776,
241,3,20:07,7,36.066457,36.095497,,,,,7,4.5,,,0.096334,0.265858,,
241,3,20:08,8,36.194471,,,,,,7,,,,0.016481,,,
241,3,20:09,9,,36.338361,36.342332,,,,,4.5,7.5,,,0.062613,0.109394,
241,3,20:10,10,36.438288,,,,,,7.5,,,,0.096838,,,
241,3,20:11,11,36.555436,36.564103,36.596508,,,,7.5,4.5,8,,0.090553,0.419278,0.267481,
241,3,20:12,12,36.678992,36.644875,,,,,7.5,5,,,0.018698,0.092201,,
241,3,20:13,13,,36.806437,36.829819,,,,,5,8.5,,,0.260307,0.019361,
241,3,20:14,14,36.920822,,,,,,7.5,,,,0.090935,,,
241,3,20:15,15,37.025269,37.036394,,,,,7.5,5,,,0.101371,0.351372,,
241,3,20:16,16,37.149443,,37.159739,,,,7.5,,7.5,,0.545215,,0.127776,
241,3,21:01,1,,37.291989,,,,,,5,,,,0.055704,,
241,3,21:02,2,37.396091,,37.410951,,,,7.5,,7,,0.091667,,0.101563,
241,3,21:03,3,37.512516,37.526523,37.497384,,,,7.5,5,7,,0.094111,0.559135,0.097717,
241,3,21:04,4,37.628289,37.616431,37.635922,,,,7.5,5.5,7,,0.016815,0.052388,0.304314,
241,3,21:05,5,,37.774155,37.76746,,,,,5.5,6.5,,,0.276779,0.430115,
