Cycle,Time
1.1,0.459013605
1.2,0.912763605
1.3,1.364638605
1.4,1.833388605
2.1,2.257138605
2.2,2.710201105
2.3,3.166513605
2.4,3.601513605
3.1,4.047763605
3.2,4.492138605
3.3,4.936513605
3.4,5.401513605
4.1,5.866513605
4.2,6.312763605
4.3,6.767617771
4.4,7.224013605
5.1,7.677763605
5.2,8.124013605
5.3,8.579638605
5.4,9.027763605
6.1,9.489013605
6.2,9.931513605
6.3,10.38151361
6.4,10.84276361
7.1,11.30213861
7.2,11.74651361
7.3,12.21526361
7.4,12.66151361
8.1,13.11526361
8.2,13.58026361
8.3,14.03026361
8.4,14.47276361
9.1,14.92651361
9.2,15.36901361
9.3,15.81901361
9.4,16.28776361
10.1,16.74338861
10.2,17.19151361
10.3,17.64526361
10.4,18.11401361
11.1,18.57318027
11.2,19.03463861
11.3,19.48638861
11.4,19.94651361
12.1,20.39963861
12.2,20.84401361
12.3,21.30151361
12.4,21.76651361
13.1,22.23151361
13.2,22.69651361
13.3,23.15401361
13.4,23.61151361
14.1,24.07651361
14.2,24.53213861
14.3,24.99901361
14.4,25.46315944
15.1,25.92151361
15.2,26.37526361
15.3,26.83651361
15.4,27.30151361
16.1,27.78526361
16.2,28.25401361
16.3,28.71526361
16.4,29.18301361
17.1,29.66026361
17.2,30.12968027
17.3,30.59776361
17.4,31.07776361
18.1,31.56151361
18.2,32.03026361
18.3,32.50651361
18.4,32.99243027
19.1,33.47445111
19.2,33.94651361
19.3,34.41526361
19.4,34.88776361
20.1,35.36776361
20.2,35.85526361
20.3,36.32776361
20.4,36.80776361
21.1,37.28026361
21.2,37.76026361
21.3,38.23651361
21.4,38.71276361
22.1,39.19276361
22.2,39.65963861
22.3,40.14484694
22.4,40.60651361
23.1,41.09401361
23.2,41.56088861
23.3,42.04088861
23.4,42.53026361
24.1,43.00301361
24.2,43.49026361
24.3,43.96261777
24.4,44.42776361
25.1,44.90776361
25.2,45.37651361
25.3,45.83401361
25.4,46.31026361
26.1,46.76776361
26.2,47.23463861
26.3,47.69776361
26.4,48.15338861
27.1,48.60151361
27.2,49.05901361
27.3,49.52588861
27.4,49.97963861
28.1,50.43526361
28.2,50.87776361
28.3,51.33901361
28.4,51.80026361
29.1,52.25026361
29.2,52.69276361
29.3,53.15776361
29.4,53.61338861
30.1,54.05401361
30.2,54.50401361
30.3,54.96526361
30.4,55.41713861
31.1,55.87276361
31.2,56.33401361
31.3,56.78776361
31.4,57.24901361
32.1,57.69901361
32.2,58.14626361
32.3,58.60088861
32.4,59.06401361
33.1,59.52151361
33.2,59.97426361
33.3,60.43276361
33.4,60.88651361
34.1,61.34776361
34.2,61.80151361
34.3,62.25151361
34.4,62.71651361
35.1,63.17401361
35.2,63.63526361
35.3,64.08901361
35.4,64.54838861
36.1,65.01151361
36.2,65.45776361
36.3,65.92276361
36.4,66.38588861
37.1,66.83026361
37.2,67.28776361
37.3,67.73776361
37.4,68.20463861
38.1,68.65651361
38.2,69.11026361
38.3,69.57526361
38.4,70.03276361
39.1,70.48651361
39.2,70.94026361
39.3,71.40151361
39.4,71.85526361
40.1,72.31276361
40.2,72.75526361
40.3,73.21001361
40.4,73.67401361
41.1,74.12776361
41.2,74.57401361
41.3,75.03151361
41.4,75.48334694
42.1,75.93651361
42.2,76.39026361
42.3,76.84901361
42.4,77.30026361
43.1,77.75601361
43.2,78.20401361
43.3,78.65651361
43.4,79.11526361
44.1,79.57026361
44.2,80.02276361
44.3,80.47176361
44.4,80.92578444
45.1,81.36651361
45.2,81.81476361
45.3,82.25901361
45.4,82.69651361
46.1,83.14651361
46.2,83.58901361
46.3,84.03268027
46.4,84.46468027
47.1,84.90468027
47.2,85.35330527
47.3,85.80151361
47.4,86.24334694
48.1,86.68651361
48.2,87.13276361
48.3,87.57401361
48.4,88.01401361
49.1,88.46201361
49.2,88.90734694
49.3,89.34151361
49.4,89.77651361
50.1,90.22276361
50.2,90.67463861
50.3,91.11713861
50.4,91.55534694
51.1,92.00334694
51.2,92.43534694
51.3,92.87026361
51.4,93.32601361
52.1,93.76068027
52.2,94.20334694
52.3,94.64868027
52.4,95.08276361
53.1,95.51801361
53.2,95.95268027
53.3,96.38026361
53.4,96.81668027
54.1,97.25934694
54.2,97.69651361
54.3,98.13401361
54.4,98.56601361
55.1,99.01401361
55.2,99.44334694
55.3,99.89213861
55.4,100.3308886
56.1,100.7660136
56.2,101.2065136
56.3,101.6406803
56.4,102.0673469
57.1,102.4993469
57.2,102.9366803
57.3,103.3820136
57.4,103.8166803
58.1,104.2593469
58.2,104.6940136
58.3,105.1313469
58.4,105.5740136
59.1,106.0166803
59.2,106.4621386
59.3,106.9020136
59.4,107.3415136
60.1,107.7793469
60.2,108.2096386
60.3,108.6353469
60.4,109.0871386
61.1,109.5126803
61.2,109.9473469
61.3,110.3821386
61.4,110.8196386
62.1,111.2540136
62.2,111.6915136
62.3,112.1180136
62.4,112.5652636
63.1,113.0021386
63.2,113.4446386
63.3,113.8665136
63.4,114.3052636
64.1,114.7383886
64.2,115.1771386
64.3,115.6027636
64.4,116.0508886
65.1,116.4896386
65.2,116.9286803
65.3,117.3633886
65.4,117.8040136
66.1,118.2371386
66.2,118.6758886
66.3,119.1090136
66.4,119.5552636
67.1,119.9846386
67.2,120.4158886
67.3,120.8396386
67.4,121.2821386
68.1,121.7096386
68.2,122.1521386
68.3,122.5983886
68.4,123.0427636
69.1,123.4815136
69.2,123.9071386
69.3,124.3552636
69.4,124.7996386
70.1,125.2308886
70.2,125.6790136
70.3,126.1287636
70.4,126.5640136
71.1,127.0083886
71.2,127.4471386
71.3,127.8802636
71.4,128.3280761
72.1,128.7502636
72.2,129.1995136
72.3,129.6464719
72.4,130.0917011
73.1,130.5333886
73.2,130.9867844
73.3,131.4240136
73.4,131.8608886
74.1,132.2846386
74.2,132.7233886
74.3,133.1677636
74.4,133.6121386
75.1,134.0396386
75.2,134.4867011
75.3,134.9246386
75.4,135.3746386
76.1,135.8096386
76.2,136.2489511
76.3,136.6890136
76.4,137.1390136
77.1,137.5702636
77.2,138.0127636
77.3,138.4627636
77.4,138.8940136
78.1,139.3477636
78.2,139.7958886
78.3,140.2196386
78.4,140.6752636
79.1,141.1308886
79.2,141.5752636
79.3,142.0121386
79.4,142.4527636
80.1,142.9121386
