Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
231,3,05:13,13,12.029368,12.023475,12.024622,,,,7,7,5.5,,0.259256,0.075587,0.007852,
231,3,05:14,14,12.172419,12.152084,,,,,7,7,,,0.071414,0.057677,,
231,3,05:15,15,12.324602,12.286417,12.309125,,,,7,7,6,,0.140452,0.075179,0.170735,
231,3,05:16,16,12.44557,12.43403,12.464479,,,,7,7,6.5,,0.26928,0.137929,0.535629,
231,3,06:01,1,12.617815,12.596952,12.616334,,,,7,7,7,,0.215734,0.233033,0.027312,
231,3,06:02,2,12.768743,12.748834,,,,,7,7,,,0.05778,0.333932,,
231,3,06:03,3,12.908475,12.894683,,,,,7,7,,,0.156287,0.176165,,
231,3,06:04,4,13.041612,13.030724,13.055087,,,,7,7,6.5,,0.108307,0.231617,0.006159,
231,3,06:05,5,13.198841,13.202845,,,,,7,7,,,0.104074,0.393068,,
231,3,06:06,6,13.349523,13.332665,,,,,7,7,,,0.14249,0.02071,,
231,3,06:07,7,13.492259,13.487912,13.48146,,,,7,7.5,6,,0.127281,0.098309,0.011143,
231,3,06:08,8,13.637607,13.620001,,,,,7,7.5,,,0.109448,0.015254,,
231,3,06:09,9,13.80221,13.791234,,,,,7,8,,,0.180947,0.439504,,
231,3,06:10,10,13.945826,13.912463,,,,,7,8,,,0.137905,0.155701,,
231,3,06:11,11,14.089401,14.071907,14.084124,,,,7,8,5.5,,0.147358,0.076439,0.032256,
231,3,06:12,12,14.235354,14.220516,,,,,7,8,,,0.269376,0.292569,,
231,3,06:13,13,14.401089,14.397819,14.386381,,,,7,8,4.5,,0.247853,0.145436,0.017361,
231,3,06:14,14,14.555691,14.541821,,,,,7,8,,,0.099312,0.367979,,
231,3,06:15,15,14.682924,14.681315,,,,,7,8,,,0.123136,0.11766,,
231,3,06:16,16,14.810157,14.827614,14.876723,,,,7,8,4.5,,0.302217,0.188062,0.282996,
231,3,07:01,1,14.988751,14.989755,14.969921,,,,7,8,5,,0.229436,0.091387,0.268571,
231,3,07:02,2,15.157436,15.118903,15.131273,,,,7,8,5,,0.092897,0.146694,0.218911,
231,3,07:03,3,15.27247,15.266819,,,,,7,8,,,0.217339,0.281371,,
231,3,07:04,4,15.404038,15.388211,,,,,7,8,,,0.191704,0.289089,,
231,3,07:05,5,15.562004,15.559792,15.57155,,,,7,7.5,5.5,,0.28406,0.449158,0.009703,
231,3,07:06,6,15.708266,15.674237,15.761226,,,,7,7.5,6.5,,0.133594,0.059263,0.203297,
231,3,07:07,7,15.848555,15.83396,,,,,7,7.5,,,0.173498,0.118399,,
231,3,07:08,8,15.977835,,15.969099,,,,7,,6.5,,0.225757,,0.132923,
231,3,07:09,9,16.149849,16.132128,16.161643,,,,7,7.5,6.5,,0.331439,0.072666,0.008497,
231,3,07:10,10,16.303018,16.266059,,,,,7,7.5,,,0.111466,0.153448,,
231,3,07:11,11,16.428469,16.423718,16.435967,,,,7,7.5,7,,0.159088,0.139277,0.188111,
231,3,07:12,12,16.552371,16.550772,,,,,7.5,7.5,,,0.255026,0.215944,,
231,3,07:13,13,16.740672,16.725063,,,,,7,7.5,,,0.340209,0.262745,,
231,3,07:14,14,16.885592,16.878488,16.887615,,,,7,7.5,7,,0.05971,0.427113,0.367825,
231,3,07:15,15,17.020376,17.023862,,,,,7,7.5,,,0.119888,0.186047,,
231,3,07:16,16,17.150942,17.161873,17.156741,,,,7.5,7.5,6.5,,0.295376,0.029143,0.017002,
231,3,08:01,1,17.326215,17.329394,,,,,7,8,,,0.206431,0.061259,,
231,3,08:02,2,17.47739,17.493302,,,,,7,8,,,0.089067,0.131782,,
231,3,08:03,3,17.613511,17.611211,,,,,7,8,,,0.168503,0.378632,,
231,3,08:04,4,17.765047,17.743759,,,,,7,8,,,0.111977,0.069424,,
231,3,08:05,5,17.916643,17.909796,17.896928,,,,7,7.5,5.5,,0.26224,0.155824,0.014265,
231,3,08:06,6,18.068443,18.031606,,,,,7,7.5,,,0.106656,0.296347,,
231,3,08:07,7,18.21426,18.188062,18.189375,,,,7,7.5,5.5,,0.143089,0.078857,0.166821,
231,3,08:08,8,18.342522,18.316206,,,,,7,7.5,,,0.122647,0.184535,,
231,3,08:09,9,18.499602,18.488558,,,,,7,7.5,,,0.309526,0.087775,,
231,3,08:10,10,18.6493,18.628561,18.619514,,,,7,7.5,6,,0.107378,0.122324,0.090957,
231,3,08:11,11,18.784098,18.775584,18.786328,,,,7,7.5,6,,0.100888,0.124471,0.394997,
231,3,08:12,12,18.918605,18.91085,,,,,7,7.5,,,0.228939,0.440245,,
231,3,08:13,13,19.086755,19.07928,19.078573,,,,7,7.5,6,,0.30396,0.542226,0.131496,
231,3,08:14,14,19.230571,19.214032,19.269566,,,,7,7.5,6.5,,0.090961,0.12477,0.011192,
231,3,08:15,15,19.37012,19.361258,,,,,7,7,,,0.222214,0.2683,,
231,3,08:16,16,19.506522,19.497131,,,,,7,7,,,0.388927,0.016047,,
231,3,09:01,1,19.675925,19.662511,,,,,7,7.5,,,0.412497,0.118527,,
231,3,09:02,2,19.818672,19.789192,,,,,7,7.5,,,0.149077,0.158318,,
231,3,09:03,3,19.954423,19.935726,,,,,7,7.5,,,0.224049,0.558528,,
231,3,09:04,4,20.098756,20.073759,20.061534,,,,7,7.5,6.5,,0.198721,0.097797,0.189073,
231,3,09:05,5,20.247819,20.239002,20.23663,,,,7,7.5,6.5,,0.255942,0.208935,0.013432,
231,3,09:06,6,20.392449,20.363434,,,,,7,7.5,,,0.178645,0.262325,,
231,3,09:07,7,20.519034,20.518797,20.502046,,,,7,7.5,6,,0.213655,0.120709,0.007538,
231,3,09:08,8,20.653117,20.648519,,,,,7,7.5,,,0.201099,0.22486,,
231,3,09:09,9,20.814236,20.808516,,,,,7,7.5,,,0.257154,0.15358,,
231,3,09:10,10,20.955291,20.936115,20.957719,,,,7,7.5,6.5,,0.160294,0.16394,0.31354,
231,3,09:11,11,21.091414,21.08693,21.104811,,,,7,7.5,6.5,,0.195145,0.192039,0.397511,
231,3,09:12,12,21.212803,21.205442,,,,,7.5,8,,,0.288403,0.211514,,
231,3,09:13,13,21.392896,21.384699,21.393941,,,,7,7.5,6,,0.237073,0.170189,0.281325,
231,3,09:14,14,21.530544,21.498549,21.542449,,,,7,7.5,6.5,,0.169651,0.155629,0.440317,
231,3,09:15,15,21.670314,21.643189,,,,,7.5,7.5,,,0.20878,0.106881,,
231,3,09:16,16,21.801461,21.786807,21.794729,,,,7.5,7.5,6.5,,0.28184,0.31172,0.351009,
231,3,10:01,1,21.958554,21.946749,21.969888,,,,7,7,6.5,,0.245112,0.166689,0.020788,
231,3,10:02,2,22.102823,22.09025,,,,,7,7,,,0.160012,0.169728,,
231,3,10:03,3,22.234382,22.236373,,,,,7.5,7.5,,,0.350539,0.400343,,
231,3,10:04,4,22.368148,22.360804,22.392592,,,,7.5,7.5,6,,0.225264,0.021031,0.009612,
231,3,10:05,5,22.522942,22.526832,,,,,7,7.5,,,0.24103,0.190714,,
231,3,10:06,6,22.664134,22.652849,,,,,7,7.5,,,0.220435,0.219319,,
231,3,10:07,7,22.802343,22.801627,22.811986,,,,7.5,8,6,,0.284314,0.135665,0.010315,
231,3,10:08,8,22.933309,22.926979,,,,,7.5,8,,,0.198753,0.273431,,
231,3,10:09,9,23.09274,23.100948,,,,,7,7.5,,,0.219088,0.179106,,
231,3,10:10,10,23.223271,23.218129,,,,,7,7.5,,,0.178296,0.146833,,
231,3,10:11,11,23.361015,23.371734,23.382022,,,,7.5,8,6.5,,0.203047,0.234686,0.007935,
231,3,10:12,12,23.486974,23.50463,,,,,7.5,7.5,,,0.241234,0.598823,,
231,3,10:13,13,23.658884,23.668494,23.67158,,,,7.5,7.5,6.5,,0.282401,0.720935,0.015645,
231,3,10:14,14,23.799946,23.794851,,,,,7.5,7.5,,,0.182189,0.132228,,
231,3,10:15,15,23.931162,,,,,,7.5,,,,0.331806,,,
231,3,10:16,16,24.064258,24.066078,,,,,7.5,8,,,0.311501,0.032119,,
231,3,11:01,1,24.237905,24.230596,24.241708,,,,7,8.5,7,,0.282743,0.131231,0.020184,
231,3,11:02,2,24.379852,24.356133,,,,,7,8.5,,,0.192356,0.175464,,
231,3,11:03,3,24.511914,24.500548,,,,,7.5,8,,,0.425112,0.546221,,
231,3,11:04,4,24.648949,24.631852,24.679369,,,,7.5,8,7,,0.24356,0.237215,0.014673,
231,3,11:05,5,24.801489,24.797674,,,,,7.5,8,,,0.279062,0.234058,,
231,3,11:06,6,24.932978,24.92878,,,,,7.5,7.5,,,0.24943,0.37554,,
231,3,11:07,7,25.069867,25.074364,25.071947,,,,7.5,8,7.5,,0.411154,0.118062,0.017273,
231,3,11:08,8,25.196161,25.204818,,,,,7.5,8,,,0.240129,0.343051,,
231,3,11:09,9,25.360851,25.359362,,,,,7.5,8,,,0.300712,0.200854,,
231,3,11:10,10,25.497309,25.489981,,,,,7,8,,,0.196623,0.178288,,
231,3,11:11,11,25.628959,25.636858,25.628148,,,,7.5,8,7.5,,0.225559,0.201434,0.011032,
231,3,11:12,12,25.75738,25.760084,,,,,7.5,8,,,0.331827,0.017788,,
231,3,11:13,13,25.925095,25.920137,25.932705,,,,7.5,8.5,7.5,,0.239373,0.955323,0.017166,
231,3,11:14,14,26.067603,,,,,,7,,,,0.178142,,,
231,3,11:15,15,26.198894,,,,,,7.5,,,,0.327124,,,
231,3,11:16,16,26.325709,,26.319456,,,,7.5,,7.5,,0.485712,,0.389345,
231,3,12:01,1,26.503419,26.475276,26.478101,,,,7.5,8.5,7.5,,0.216333,0.57658,0.056945,
231,3,12:02,2,26.637557,26.594873,26.650278,,,,7.5,8.5,7.5,,0.217791,0.515539,0.243801,
231,3,12:03,3,26.754766,26.742326,,,,,7.5,8.5,,,0.321652,0.177766,,
231,3,12:04,4,26.891013,26.87771,,,,,7.5,8.5,,,0.191689,0.203877,,
231,3,12:05,5,27.045044,27.035958,27.047417,,,,7.5,8.5,7,,0.304566,0.770604,0.009324,
231,3,12:06,6,27.184125,27.153842,,,,,7.5,8.5,,,0.170246,0.211559,,
231,3,12:07,7,27.309398,27.309499,,,,,7.5,8.5,,,0.291724,0.179704,,
231,3,12:08,8,27.435225,27.425286,,,,,7.5,8.5,,,0.301846,0.469997,,
231,3,12:09,9,27.590172,27.59155,27.603011,,,,7.5,8.5,7,,0.44271,0.180658,0.271469,
231,3,12:10,10,27.723325,,27.767167,,,,7.5,,6.5,,0.15437,,0.192902,
231,3,12:11,11,27.855836,27.864287,,,,,7.5,7.5,,,0.283755,0.277073,,
231,3,12:12,12,27.979202,27.97606,,,,,7.5,7.5,,,0.490747,0.70479,,
231,3,12:13,13,28.15497,28.148677,28.155424,,,,7.5,8,6.5,,0.379935,0.083806,0.013251,
231,3,12:14,14,28.293192,,,,,,7.5,,,,0.109743,,,
231,3,12:15,15,28.417077,28.423099,,,,,7.5,7.5,,,0.298581,0.02139,,
231,3,12:16,16,28.549026,28.55301,28.531862,,,,7.5,8,6,,0.398953,0.161691,0.342081,
231,3,13:01,1,28.713576,28.724881,28.708127,,,,7.5,8,6,,0.391942,0.279619,0.318248,
231,3,13:02,2,28.861173,28.851436,28.868862,,,,7.5,8,6,,0.097906,0.393999,0.32057,
231,3,13:03,3,28.98322,28.989616,,,,,7.5,8,,,0.334303,0.387048,,
231,3,13:04,4,29.108347,29.104594,29.072422,,,,7.5,8,6,,0.237548,0.343277,0.006104,
231,3,13:05,5,29.256834,29.269318,29.270217,,,,7.5,8,6.5,,0.388203,0.685082,0.372954,
231,3,13:06,6,29.392569,29.382984,,,,,7.5,8,,,0.205661,0.327903,,
231,3,13:07,7,29.522411,29.527656,29.546031,,,,7.5,8,6,,0.253022,0.142858,0.052036,
231,3,13:08,8,29.651973,29.657927,,,,,7.5,8,,,0.448658,0.01603,,
231,3,13:09,9,29.806025,29.815643,29.848088,,,,7.5,9,6.5,,0.309577,0.432947,0.275343,
231,3,13:10,10,29.952229,29.948045,29.961465,,,,7.5,9,7,,0.148452,0.380087,0.253022,
231,3,13:11,11,30.079177,30.078814,30.086453,,,,7.5,9,7,,0.238229,0.282785,0.242729,
231,3,13:12,12,30.196151,30.201911,,,,,7.5,9,,,0.448228,0.023333,,
231,3,13:13,13,30.351356,30.366642,30.376743,,,,7.5,9,6.5,,0.410047,0.397761,0.007767,
231,3,13:14,14,30.494886,30.502796,,,,,7.5,8.5,,,0.141433,0.465515,,
231,3,13:15,15,30.624463,30.618811,,,,,7.5,8.5,,,0.318405,0.263347,,
231,3,13:16,16,30.745774,30.747179,30.728652,,,,7.5,8.5,6.5,,0.456806,0.0228,0.473101,
231,3,14:01,1,30.911932,30.913319,30.893727,,,,7.5,9,6.5,,0.397057,0.157981,0.220656,
231,3,14:02,2,31.052678,31.038751,31.031879,,,,7.5,9,7,,0.136914,0.184057,0.266603,
231,3,14:03,3,31.172628,31.176828,31.153156,,,,7.5,9,7,,0.238592,0.573377,0.281635,
231,3,14:04,4,31.294568,31.299703,31.299884,,,,7.5,9,6.5,,0.22206,0.35619,0.047952,
231,3,14:05,5,31.4404,31.467593,31.452737,,,,7.5,9,7,,0.354634,0.699858,0.181078,
231,3,14:06,6,31.570822,31.573249,31.578627,,,,7.5,9,7,,0.199223,0.339436,0.007485,
231,3,14:07,7,31.71342,31.718279,,,,,7.5,9,,,0.264863,0.301583,,
231,3,14:08,8,31.840503,31.839789,,,,,7.5,8.5,,,0.360695,0.419357,,
231,3,14:09,9,31.992273,32.001843,31.976211,,,,7.5,8.5,6.5,,0.33498,0.154778,0.344,
231,3,14:10,10,32.126415,32.129474,32.141029,,,,7.5,8.5,6.5,,0.200955,0.189904,0.359128,
231,3,14:11,11,32.246375,32.259757,,,,,7.5,8.5,,,0.289442,0.235987,,
231,3,14:12,12,32.364763,32.377464,,,,,7.5,8,,,0.235797,0.426203,,
231,3,14:13,13,32.526693,32.535366,32.511231,,,,7.5,8,6.5,,0.416408,0.380954,0.00971,
231,3,14:14,14,32.655122,32.669161,,,,,7.5,8,,,0.144358,0.024506,,
231,3,14:15,15,32.78329,32.798488,32.771301,,,,7.5,8.5,7.5,,0.210119,0.430678,0.108471,
231,3,14:16,16,32.897817,32.910812,32.905029,,,,8,8.5,8,,0.454785,0.808659,0.215757,
231,3,15:01,1,33.06186,33.065048,33.055553,,,,7.5,8,8,,0.485568,0.388521,0.011999,
231,3,15:02,2,33.203869,33.196989,,,,,7.5,8,,,0.205682,0.190909,,
231,3,15:03,3,33.326085,33.327505,,,,,7.5,8,,,0.242589,0.702845,,
231,3,15:04,4,33.450774,33.461368,33.436403,,,,7.5,8.5,8.5,,0.260483,0.230516,0.014295,
231,3,15:05,5,33.59003,33.608208,,,,,7.5,8,,,0.460189,0.771892,,
231,3,15:06,6,33.716296,33.727123,,,,,7.5,8,,,0.207213,0.273379,,
231,3,15:07,7,33.843091,33.865026,33.856171,,,,7.5,8,8,,0.248917,0.163675,0.010413,
231,3,15:08,8,33.969262,34.000744,,,,,8,8.5,,,0.384249,0.350787,,
231,3,15:09,9,34.119684,34.141535,,,,,8,8,,,0.437908,0.127988,,
231,3,15:10,10,34.259904,34.266817,,,,,7.5,8,,,0.190516,0.165833,,
231,3,15:11,11,34.374756,34.388761,34.354388,,,,7.5,8,8.5,,0.410907,0.25262,0.018331,
231,3,15:12,12,34.49464,34.504259,,,,,8,8.5,,,0.341752,0.390165,,
231,3,15:13,13,34.639849,34.656648,34.640741,,,,8,8.5,8.5,,0.686459,0.153191,0.026634,
231,3,15:14,14,34.778046,34.784202,,,,,8,8,,,0.228271,0.105044,,
231,3,15:15,15,34.905309,34.917755,,,,,7.5,7.5,,,0.224127,0.078899,,
231,3,15:16,16,35.015818,35.039334,35.05753,,,,8,8,8,,0.308847,0.312339,0.453087,
231,3,16:01,1,35.157675,35.17202,35.145394,,,,8,8,8.5,,0.543455,0.083318,0.011255,
231,3,16:02,2,35.300306,35.299481,,,,,8,8,,,0.220323,0.133242,,
231,3,16:03,3,35.422824,35.42563,35.402794,,,,8,8,8.5,,0.220634,0.288864,0.009358,
231,3,16:04,4,35.540374,35.542437,,,,,8,8,,,0.19452,0.153947,,
231,3,16:05,5,35.692858,35.690494,,,,,8,8,,,0.282459,0.121662,,
231,3,16:06,6,35.81858,35.817022,,,,,8,8,,,0.172519,0.135519,,
231,3,16:07,7,35.942255,35.964798,35.936677,,,,8,8,8,,0.145731,0.144667,0.007888,
231,3,16:08,8,36.076733,36.079254,,,,,8,8,,,0.182644,0.330425,,
231,3,16:09,9,36.224332,36.219647,,,,,8,8,,,0.265812,0.1085,,
231,3,16:10,10,36.352531,36.34219,36.370883,,,,8,8,7.5,,0.133887,0.180769,0.00644,
231,3,16:11,11,36.482033,36.47898,,,,,8,8,,,0.151555,0.146106,,
231,3,16:12,12,36.607186,36.594308,,,,,8,8,,,0.222342,0.305219,,
231,3,16:13,13,36.765711,36.755811,36.755565,,,,8,8,7.5,,0.193799,0.228523,0.015492,
231,3,16:14,14,36.88447,36.873592,,,,,8,8,,,0.120432,0.58116,,
231,3,16:15,15,37.017805,37.016393,,,,,7.5,8.5,,,0.134912,0.55217,,
231,3,16:16,16,37.135218,37.16042,37.192479,,,,8,9,6.5,,0.245422,0.340874,0.316907,
231,3,17:01,1,37.297185,37.310138,37.26095,,,,8,8.5,7,,0.245993,0.180512,0.008489,
231,3,17:02,2,37.41912,37.430084,,,,,8,8.5,,,0.169765,0.14353,,
231,3,17:03,3,37.551393,37.565245,37.541824,,,,7.5,8.5,7,,0.182342,0.805547,0.007094,
231,3,17:04,4,37.679854,37.672119,,,,,8,9,,,0.186391,0.073525,,
231,3,17:05,5,37.826292,37.834417,,,,,7.5,8.5,,,0.274882,0.21449,,
231,3,17:06,6,37.950689,37.943816,,,,,7.5,9,,,0.165417,0.19132,,
231,3,17:07,7,38.082557,38.079966,38.081947,,,,7.5,8.5,7,,0.165296,0.118819,0.009028,
231,3,17:08,8,38.200481,38.20093,,,,,8,9,,,0.17577,0.308743,,
231,3,17:09,9,38.349826,38.354146,,,,,8,8.5,,,0.319689,0.233549,,
231,3,17:10,10,38.479773,38.462899,38.49477,,,,8,9,7.5,,0.172987,0.14696,0.009691,
231,3,17:11,11,38.607127,38.608348,,,,,8,8.5,,,0.166185,0.323172,,
231,3,17:12,12,38.730081,38.728018,,,,,8,9,,,0.259254,0.758023,,
231,3,17:13,13,38.890403,38.897546,38.875582,,,,7.5,8.5,8,,0.47417,0.687236,0.017266,
231,3,17:14,14,39.021833,39.021015,,,,,7.5,8,,,0.250142,0.039231,,
231,3,17:15,15,39.13408,39.151963,,,,,8,8,,,0.24945,0.4315,,
231,3,17:16,16,39.258883,39.268161,39.30372,,,,8,8,8,,0.263153,0.022452,0.295578,
231,3,18:01,1,39.418412,39.425114,39.396739,,,,8,8.5,8.5,,0.287784,0.116933,0.052547,
231,3,18:02,2,39.553024,39.542736,39.551352,,,,7.5,8.5,8.5,,0.151475,0.149346,0.03784,
231,3,18:03,3,39.671727,39.682608,,,,,8,8,,,0.221698,0.542397,,
231,3,18:04,4,39.789472,39.796709,,,,,8,8.5,,,0.224429,0.018331,,
231,3,18:05,5,39.94161,39.949905,39.92923,,,,8,8.5,8.5,,0.48683,0.590883,0.016594,
231,3,18:06,6,40.061944,40.054662,,,,,8,9,,,0.192715,0.197387,,
231,3,18:07,7,40.182861,40.197587,40.19813,,,,8,9,8.5,,0.190128,0.173164,0.007689,
231,3,18:08,8,40.302992,40.321152,,,,,8,9,,,0.218854,0.408665,,
231,3,18:09,9,40.451174,40.469832,,,,,8,8.5,,,0.483531,0.117786,,
231,3,18:10,10,40.583932,40.595456,40.590495,,,,8,9,8,,0.192068,0.169379,0.065901,
231,3,18:11,11,40.700825,40.718601,,,,,8,9,,,0.383398,0.240321,,
231,3,18:12,12,40.815323,40.816824,,,,,8,9,,,0.313148,0.017786,,
231,3,18:13,13,40.968616,40.972752,40.984232,,,,8,9.5,8,,0.426185,0.442784,0.255476,
231,3,18:14,14,41.095979,41.093634,,,,,8,9.5,,,0.156192,0.592886,,
231,3,18:15,15,41.21644,41.207377,,,,,8,9.5,,,0.189015,0.207091,,
231,3,18:16,16,41.330724,41.330677,41.336128,,,,8,9.5,7,,0.27816,0.041641,0.270682,
231,3,19:01,1,41.480182,41.491277,,,,,8,9.5,,,0.627453,0.173932,,
231,3,19:02,2,41.617403,41.610907,,,,,8,9.5,,,0.234278,0.164375,,
231,3,19:03,3,41.718499,41.737203,41.722419,,,,8,9.5,7,,0.275288,0.639831,0.007984,
231,3,19:04,4,41.829894,41.844997,,,,,8,9.5,,,0.233523,0.102999,,
231,3,19:05,5,41.971134,41.992971,42.006985,,,,8,9,7,,0.646429,0.378175,0.337132,
231,3,19:06,6,42.09815,42.093909,,,,,8,9,,,0.17818,0.309688,,
231,3,19:07,7,42.218792,42.230215,42.231963,,,,8,9,6.5,,0.175936,0.123903,0.329039,
231,3,19:08,8,42.328575,42.337016,,,,,8,9,,,0.256312,0.416833,,
231,3,19:09,9,42.460946,42.49326,42.473632,,,,8,9,7,,0.460852,0.134257,0.344632,
231,3,19:10,10,42.60289,42.598443,42.609289,,,,8,9,7,,0.205772,0.189511,0.406925,
231,3,19:11,11,42.702514,42.723961,,,,,8,9,,,0.195199,0.246958,,
231,3,19:12,12,42.812752,42.836253,42.806978,,,,8.5,9,7,,0.280824,0.016255,0.365354,
231,3,19:13,13,42.95748,42.984211,42.97844,,,,8.5,9,7,,0.730298,0.132716,0.011005,
231,3,19:14,14,43.087316,43.094887,,,,,8.5,9,,,0.291863,0.115216,,
231,3,19:15,15,43.191302,43.224398,43.206463,,,,8.5,9,7,,0.261671,0.082775,0.236593,
231,3,19:16,16,43.305926,43.326128,,,,,8.5,9.5,,,0.256601,0.326601,,
231,3,20:01,1,43.444862,43.454019,,,,,8.5,9,,,0.7851,0.104434,,
231,3,20:02,2,43.570319,43.562927,43.560572,,,,8.5,9,7.5,,0.228705,0.155137,0.071007,
231,3,20:03,3,43.679168,43.685014,43.688316,,,,8.5,9,7.5,,0.161888,0.386221,0.407506,
231,3,20:04,4,43.792746,43.783471,,,,,8.5,9,,,0.215181,0.023822,,
231,3,20:05,5,43.923964,43.926845,43.92017,,,,8.5,9.5,7,,0.989659,0.226246,0.170791,
