Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
212,3,07:02,2,14.485317,,,,,,7.5,,,,0.129181,,,
212,3,07:03,3,14.608985,,,,,,7.5,,,,0.226327,,,
212,3,07:04,4,14.742467,14.761773,14.765977,,,,7.5,1.5,7,,0.182757,0.228392,0.011828,
212,3,07:05,5,14.897581,,,,,,7.5,,,,0.253691,,,
212,3,07:06,6,15.027194,15.043559,,,,,7.5,2,,,0.147441,0.09169,,
212,3,07:07,7,15.177436,,15.170793,,,,7.5,,7,,0.205869,,0.011959,
212,3,07:08,8,15.308908,,,,,,7.5,,,,0.223605,,,
212,3,07:09,9,15.467258,15.469972,,,,,7.5,2.5,,,0.336925,0.237795,,
212,3,07:10,10,15.608246,,15.602906,,,,7,,7,,0.152469,,0.035591,
212,3,07:11,11,15.730476,15.728142,15.737137,,,,7.5,3,7,,0.206122,0.145475,0.013348,
212,3,07:12,12,15.855496,,,,,,7.5,,,,0.260146,,,
212,3,07:13,13,16.027876,16.049058,16.030814,,,,7.5,3,7,,0.204996,0.181703,0.020546,
212,3,07:14,14,16.163875,,,,,,7.5,,,,0.127211,,,
212,3,07:15,15,16.301183,,,,,,7.5,,,,0.155879,,,
212,3,07:16,16,16.426958,,16.419423,,,,7.5,,7.5,,0.201349,,0.050342,
212,3,08:01,1,16.598566,16.610465,16.580238,,,,7.5,3,7.5,,0.215064,0.385575,0.02042,
212,3,08:02,2,16.743589,,,,,,7,,,,0.129823,,,
212,3,08:03,3,16.866063,,,,,,7.5,,,,0.190542,,,
212,3,08:04,4,16.992149,16.999251,16.988238,,,,7.5,3,7,,0.186668,0.31971,0.012107,
212,3,08:05,5,17.153526,,,,,,7.5,,,,0.223259,,,
212,3,08:06,6,17.285434,17.293249,,,,,7.5,3,,,0.152071,0.154879,,
212,3,08:07,7,17.422168,,17.430879,,,,7.5,,7,,0.167596,,0.011696,
212,3,08:08,8,17.552123,,,,,,7.5,,,,0.187199,,,
212,3,08:09,9,17.701339,17.725738,,,,,7.5,3,,,0.27025,0.285026,,
212,3,08:10,10,17.851616,,17.855508,,,,7.5,,7,,0.132487,,0.03937,
212,3,08:11,11,17.978813,17.991288,17.987334,,,,7.5,3,7,,0.144584,0.033116,0.011016,
212,3,08:12,12,18.111889,,,,,,7.5,,,,0.205193,,,
212,3,08:13,13,18.28022,18.295558,18.291388,,,,7.5,3.5,7,,0.173635,0.132253,0.017821,
212,3,08:14,14,18.425251,,,,,,7.5,,,,0.111769,,,
212,3,08:15,15,18.562186,,,,,,7.5,,,,0.123189,,,
212,3,08:16,16,18.691999,,18.682148,,,,7.5,,7,,0.195489,,0.052664,
212,3,09:01,1,18.848643,18.877106,18.843775,,,,7.5,3.5,7,,0.187712,0.286941,0.018928,
212,3,09:02,2,19.000636,,,,,,7,,,,0.112609,,,
212,3,09:03,3,19.130201,,,,,,7.5,,,,0.173375,,,
212,3,09:04,4,19.26295,19.281339,19.253972,,,,7.5,3.5,7,,0.170607,0.244095,0.010278,
212,3,09:05,5,19.423705,,,,,,7,,,,0.221848,,,
212,3,09:06,6,19.560971,19.561934,,,,,7,3.5,,,0.125064,0.106675,,
212,3,09:07,7,19.700385,,19.699414,,,,7.5,,7,,0.147544,,0.010102,
212,3,09:08,8,19.827021,,,,,,7.5,,,,0.198431,,,
212,3,09:09,9,19.988081,20.004722,,,,,7,3,,,0.238239,0.254879,,
212,3,09:10,10,20.136295,,20.104058,,,,7,,7,,0.145292,,0.014612,
212,3,09:11,11,20.26918,20.261955,20.245481,,,,7.5,3,7.5,,0.136852,0.121333,0.009586,
212,3,09:12,12,20.403567,,,,,,7.5,,,,0.204226,,,
212,3,09:13,13,20.571361,20.574748,20.542815,,,,7,3,7.5,,0.385928,0.175961,0.025267,
212,3,09:14,14,20.705285,,,,,,7,,,,0.135038,,,
212,3,09:15,15,20.827999,,,,,,7.5,,,,0.200877,,,
212,3,09:16,16,20.952747,,20.973311,,,,7.5,,7.5,,0.221256,,0.009574,
212,3,10:01,1,21.114173,21.144335,,,,,7.5,3,,,0.264181,0.345385,,
212,3,10:02,2,21.265111,,21.272117,,,,7,,7.5,,0.172735,,0.011903,
212,3,10:03,3,21.392125,,,,,,7.5,,,,0.186737,,,
212,3,10:04,4,21.529823,21.538673,21.532463,,,,7.5,3,7.5,,0.193812,0.033046,0.778215,
212,3,10:05,5,21.686642,,21.699977,,,,7.5,,7,,0.243702,,0.552356,
212,3,10:06,6,21.831706,21.842697,21.829472,,,,7,3.5,7,,0.149113,0.09952,0.222039,
212,3,10:07,7,21.962364,,,,,,7.5,,,,0.147987,,,
212,3,10:08,8,22.09409,,22.094268,,,,7.5,,8.5,,0.191852,,0.006895,
212,3,10:09,9,22.256308,22.291524,,,,,7.5,3,,,0.203364,0.290551,,
212,3,10:10,10,22.403571,,22.403106,,,,7,,8,,0.163831,,0.008994,
212,3,10:11,11,22.531534,22.565385,,,,,7.5,3.5,,,0.192635,0.150789,,
212,3,10:12,12,22.660438,,,,,,7.5,,,,0.249578,,,
212,3,10:13,13,22.834811,22.868044,22.84336,,,,7,3.5,7,,0.270708,0.163269,0.315732,
212,3,10:14,14,22.971836,,22.956197,,,,7,,7.5,,0.151292,,0.139616,
212,3,10:15,15,23.117139,,,,,,7,,,,0.179316,,,
212,3,10:16,16,23.243224,,23.228066,,,,7.5,,8,,0.245177,,0.016674,
212,3,11:01,1,23.407807,23.428908,23.402548,,,,7,3.5,8.5,,0.20434,0.436942,0.752432,
212,3,11:02,2,23.551055,,23.574351,,,,7,,8.5,,0.135952,,0.009823,
212,3,11:03,3,23.686773,,,,,,7,,,,0.11854,,,
212,3,11:04,4,23.823625,23.843495,23.790856,,,,7.5,2.5,9,,0.213903,0.252453,0.562987,
212,3,11:05,5,23.978684,,23.981405,,,,7,,7.5,,0.408226,,0.384754,
212,3,11:06,6,24.135258,24.142774,24.105671,,,,7,3,7.5,,0.129033,0.07388,0.146979,
212,3,11:07,7,24.260575,,,,,,7,,,,0.177634,,,
212,3,11:08,8,24.382288,,24.375023,,,,7.5,,8.5,,0.18628,,0.009731,
212,3,11:09,9,24.542383,24.565568,,,,,7,2.5,,,0.323024,0.315714,,
212,3,11:10,10,24.685428,,24.689783,,,,7,,8.5,,0.120646,,0.533696,
212,3,11:11,11,24.820013,24.830141,,,,,7.5,3,,,0.151081,0.204957,,
212,3,11:12,12,24.946902,,,,,,7.5,,,,0.249969,,,
212,3,11:13,13,25.122241,25.142423,25.11986,,,,7,3,7,,0.24702,0.228783,0.17243,
212,3,11:14,14,25.267186,,25.245469,,,,7,,7,,0.129361,,0.268242,
212,3,11:15,15,25.403475,,25.373147,,,,7.5,,7,,0.192251,,0.596976,
212,3,11:16,16,25.522087,,25.523046,,,,7.5,,7,,0.252245,,0.447669,
212,3,12:01,1,25.689061,25.712535,25.692666,,,,7,3,7,,0.287178,0.373579,0.006212,
212,3,12:02,2,25.853224,,25.87053,,,,7,,7,,0.137689,,0.019706,
212,3,12:03,3,25.970512,,,,,,7.5,,,,0.189965,,,
212,3,12:04,4,26.107151,26.119146,26.091428,,,,7.5,3,7,,0.232413,0.271149,0.458925,
212,3,12:05,5,26.270085,,26.276185,,,,7,,6,,0.267085,,0.580568,
212,3,12:06,6,26.419238,26.43046,26.405776,,,,7,3,6,,0.146209,0.097561,0.17956,
212,3,12:07,7,26.554055,,,,,,7,,,,0.160491,,,
212,3,12:08,8,26.681362,,26.666717,,,,7.5,,6.5,,0.18607,,0.811575,
212,3,12:09,9,26.852045,,,,,,7,,,,0.291476,,,
212,3,12:10,10,26.987391,,27.011193,,,,7,,6.5,,0.201827,,0.012827,
212,3,12:11,11,27.128099,27.131488,,,,,7,3,,,0.209865,0.124867,,
212,3,12:12,12,27.272459,,27.262197,,,,7,,6,,0.273217,,0.616867,
212,3,12:13,13,27.433914,27.454779,27.440808,,,,7,3,6,,0.352105,0.128331,0.188835,
212,3,12:14,14,27.581355,,27.570476,,,,7,,6,,0.207276,,0.349393,
212,3,12:15,15,27.718733,,27.708544,,,,7,,6,,0.238531,,0.651333,
212,3,12:16,16,27.844073,,27.846513,,,,7.5,,6,,0.315214,,0.550629,
212,3,13:01,1,28.01475,28.037636,28.010859,,,,7,3,6,,0.365173,0.333172,0.008711,
212,3,13:02,2,28.183059,,,,,,7,,,,0.153951,,,
212,3,13:03,3,28.310143,,,,,,7,,,,0.223558,,,
212,3,13:04,4,28.43916,28.44187,28.448016,,,,7,2.5,5.5,,0.197973,0.136928,0.00977,
212,3,13:05,5,28.600557,,,,,,7,,,,0.362435,,,
212,3,13:06,6,28.742974,28.748995,,,,,7,3,,,0.179681,0.074848,,
212,3,13:07,7,28.884958,,28.876918,,,,7,,6,,0.20121,,0.104357,
212,3,13:08,8,29.016213,,,,,,7,,,,0.209459,,,
212,3,13:09,9,29.181546,29.20051,,,,,7,2.5,,,0.236111,0.200388,,
212,3,13:10,10,29.338626,,29.330629,,,,7,,7,,0.145852,,0.074079,
212,3,13:11,11,29.472498,29.46667,,,,,7,2.5,,,0.177955,0.202711,,
212,3,13:12,12,29.594947,,29.629467,,,,7,,7,,0.189843,,0.413084,
212,3,13:13,13,29.775098,29.783827,29.762931,,,,7,3,7,,0.315561,0.165797,0.211565,
212,3,13:14,14,29.922607,,,,,,7,,,,0.165305,,,
212,3,13:15,15,30.056636,,30.04001,,,,7,,7.5,,0.155037,,0.600405,
212,3,13:16,16,30.189012,,30.194555,,,,7,,7.5,,0.162326,,0.172851,
212,3,14:01,1,30.34833,30.388162,,,,,7,3,,,0.269374,0.309512,,
212,3,14:02,2,30.521107,,30.500105,,,,7,,7.5,,0.139559,,0.674063,
212,3,14:03,3,30.656537,,30.655902,,,,7,,7.5,,0.13991,,0.015841,
212,3,14:04,4,30.79427,30.798288,,,,,7,2.5,,,0.164097,0.203495,,
212,3,14:05,5,30.954415,,,,,,7,,,,0.24012,,,
212,3,14:06,6,31.107982,31.114505,31.105418,,,,7,3,7,,0.118664,0.072518,0.019515,
212,3,14:07,7,31.252008,,,,,,7,,,,0.145501,,,
212,3,14:08,8,31.380413,,31.374024,,,,7,,7,,0.148818,,0.006289,
212,3,14:09,9,31.532897,,,,,,7,,,,0.314914,,,
212,3,14:10,10,31.68431,,31.683176,,,,7,,7,,0.114385,,0.158276,
212,3,14:11,11,31.826394,31.853485,31.8136,,,,7,2.5,7,,0.133049,0.174811,0.417229,
212,3,14:12,12,31.965666,,31.966149,,,,7,,7,,0.208388,,0.339194,
212,3,14:13,13,32.151528,32.156072,32.135883,,,,7,3,7,,0.251703,0.142534,0.006417,
212,3,14:14,14,32.289455,,32.314597,,,,7,,7.5,,0.12567,,0.014645,
212,3,14:15,15,32.438812,,,,,,7,,,,0.161922,,,
212,3,14:16,16,32.572515,,32.52949,,,,7,,8,,0.249327,,0.01314,
212,3,15:01,1,32.736803,32.769827,32.736959,,,,7,3,8.5,,0.255779,0.314333,0.006523,
212,3,15:02,2,32.880845,,,,,,7,,,,0.177327,,,
212,3,15:03,3,33.018032,,32.986254,,,,7,,9,,0.2056,,0.285142,
212,3,15:04,4,33.171541,33.172225,33.138305,,,,7,2.5,9.5,,0.219225,0.189589,0.024445,
212,3,15:05,5,33.330343,,33.327104,,,,7,,10,,0.286169,,0.025503,
212,3,15:06,6,33.460239,33.495155,,,,,7,3,,,0.175646,0.112794,,
212,3,15:07,7,33.606081,,,,,,7,,,,0.189722,,,
212,3,15:08,8,33.742793,,33.745817,,,,7,,11,,0.242548,,0.012055,
212,3,15:09,9,33.902409,33.945321,33.951274,,,,7,2.5,11.5,,0.300552,0.056343,0.011638,
212,3,15:10,10,34.060101,,,,,,7,,,,0.136374,,,
212,3,15:11,11,34.204838,34.217177,34.18667,,,,7,2.5,12,,0.180256,0.103009,0.189656,
212,3,15:12,12,34.340388,34.327436,34.339189,,,,7,3,12,,0.232323,0.306781,0.644583,
212,3,15:13,13,34.519128,34.505528,34.517036,,,,7,3.5,12,,0.265036,0.243661,0.011936,
212,3,15:14,14,34.669898,34.653666,34.696611,,,,7,4,12,,0.181062,0.506105,0.010435,
212,3,15:15,15,34.795197,34.779298,,,,,7,4,,,0.197084,0.26623,,
212,3,15:16,16,34.919919,,34.922784,,,,7,,12,,0.234376,,0.024885,
212,3,16:01,1,35.113123,35.104648,35.10376,,,,7,4.5,12,,0.358549,0.389949,0.019361,
212,3,16:02,2,35.266848,,,,,,7,,,,0.229918,,,
212,3,16:03,3,35.387842,,,,,,7,,,,0.254002,,,
212,3,16:04,4,35.532525,35.518593,35.483494,,,,7,4,11.5,,0.252929,0.273571,0.008315,
212,3,16:05,5,35.687649,,,,,,7,,,,0.52921,,,
212,3,16:06,6,35.830742,35.807194,,,,,7,4.5,,,0.215191,0.192808,,
212,3,16:07,7,35.969774,,35.935806,,,,7,,10.5,,0.23405,,0.215726,
212,3,16:08,8,36.093778,,36.019997,,,,7,,11,,0.231701,,0.050017,
212,3,16:09,9,36.240943,36.241645,,,,,7,4,,,0.419626,0.477355,,
212,3,16:10,10,36.388015,,36.368442,,,,7,,10,,0.208021,,0.266812,
212,3,16:11,11,36.509782,36.492052,36.510013,,,,7.5,4,10.5,,0.29077,0.147588,0.177463,
212,3,16:12,12,36.632442,,36.641096,,,,7.5,,10,,0.273457,,0.598667,
212,3,16:13,13,36.794862,36.80529,36.792174,,,,7.5,3,9.5,,0.415877,0.383126,0.064117,
212,3,16:14,14,36.944277,,,,,,7,,,,0.242071,,,
212,3,16:15,15,37.064064,,37.038592,,,,7.5,,10,,0.217197,,0.606833,
212,3,16:16,16,37.193728,,37.174435,,,,7.5,,9.5,,0.265799,,0.344013,
212,3,17:01,1,37.343145,37.357206,37.340986,,,,7.5,3,9.5,,0.27188,0.492926,0.162702,
212,3,17:02,2,37.497087,,37.472268,,,,7.5,,9.5,,0.216971,,0.381322,
212,3,17:03,3,37.607979,,37.590813,,,,7.5,,9,,0.253455,,0.4685,
212,3,17:04,4,37.730795,37.749289,37.730828,,,,7.5,3,9,,0.221751,0.033305,0.357197,
212,3,17:05,5,37.876628,,37.896411,,,,7.5,,9,,0.419314,,0.016877,
212,3,17:06,6,38.026715,38.029764,38.065236,,,,7.5,3.5,8.5,,0.194967,0.164285,0.012309,
212,3,17:07,7,38.150463,,,,,,7.5,,,,0.190063,,,
212,3,17:08,8,38.285609,,38.256472,,,,7.5,,8.5,,0.252673,,0.024671,
212,3,17:09,9,38.433662,38.436082,38.436613,,,,7.5,3.5,9,,0.440044,0.514779,0.007935,
212,3,17:10,10,38.57085,,38.606827,,,,7.5,,9.5,,0.221648,,0.010068,
212,3,17:11,11,38.687636,38.681676,,,,,7.5,3.5,,,0.222294,0.367652,,
212,3,17:12,12,38.813205,,38.799298,,,,7.5,,10,,0.225163,,0.007468,
212,3,17:13,13,38.968579,38.991945,38.974895,,,,7.5,3.5,10,,0.636337,0.310916,0.018426,
212,3,17:14,14,39.110102,,39.137725,,,,7.5,,10.5,,0.22304,,0.026374,
212,3,17:15,15,39.226548,,,,,,7.5,,,,0.194902,,,
212,3,17:16,16,39.361392,,39.328816,,,,7.5,,11,,0.248486,,0.614555,
212,3,18:01,1,39.505141,39.531906,39.500441,,,,7.5,3.5,10.5,,0.467769,0.546498,0.018455,
212,3,18:02,2,39.642501,,39.669367,,,,7.5,,11,,0.206026,,0.019515,
212,3,18:03,3,39.764875,,,,,,7.5,,,,0.203721,,,
212,3,18:04,4,39.889059,39.893976,39.855265,,,,7.5,3,11.5,,0.195846,0.404817,0.576709,
212,3,18:05,5,40.029117,,40.029071,,,,7.5,,11,,0.639394,,0.33537,
212,3,18:06,6,40.169363,40.173235,40.199093,,,,7.5,3,11,,0.188609,0.176861,0.015353,
212,3,18:07,7,40.288749,,,,,,7.5,,,,0.166548,,,
212,3,18:08,8,40.409869,,40.394109,,,,8,,11,,0.206289,,0.481927,
212,3,18:09,9,40.553746,40.576853,40.561215,,,,8,3,10,,0.47987,0.539342,0.267071,
212,3,18:10,10,40.70099,,40.730229,,,,7.5,,9.5,,0.167835,,0.016853,
212,3,18:11,11,40.816204,40.828178,,,,,7.5,3,,,0.180239,0.33075,,
212,3,18:12,12,40.928519,,40.923475,,,,8,,9,,0.234166,,0.528424,
212,3,18:13,13,41.080092,41.125007,41.101245,,,,8,3,8.5,,0.544452,0.143788,0.007832,
212,3,18:14,14,41.234294,,41.255022,,,,7.5,,9,,0.217896,,0.020084,
212,3,18:15,15,41.338196,,,,,,8,,,,0.245583,,,
212,3,18:16,16,41.462132,,41.449024,,,,8,,9,,0.300094,,0.20521,
212,3,19:01,1,41.607989,,41.619503,,,,8,,8.5,,0.501118,,0.006847,
212,3,19:02,2,41.749983,,41.776856,,,,8,,9,,0.20469,,0.025062,
212,3,19:03,3,41.868097,,,,,,8,,,,0.259574,,,
212,3,19:04,4,41.982118,42.005967,41.972424,,,,8,3,9,,0.218962,0.30052,0.432842,
212,3,19:05,5,42.118774,,42.146824,,,,8,,9,,0.426434,,0.0074,
212,3,19:06,6,42.257472,42.267945,42.299559,,,,8,3,9.5,,0.200668,0.163791,0.029689,
212,3,19:07,7,42.385184,,,,,,8,,,,0.263263,,,
212,3,19:08,8,42.49953,,42.486265,,,,8,,9.5,,0.265465,,0.30048,
212,3,19:09,9,42.636712,42.673563,42.652855,,,,8,3,9.5,,0.680013,0.534266,0.006143,
212,3,19:10,10,42.775229,,42.805138,,,,8,,10,,0.285507,,0.021726,
212,3,19:11,11,42.889956,42.901702,,,,,8,3,,,0.250184,0.148734,,
212,3,19:12,12,43.006689,,42.994657,,,,8,,10,,0.258377,,0.506476,
212,3,19:13,13,43.151811,43.188159,43.163718,,,,8,3,10,,0.680989,0.107533,0.347848,
212,3,19:14,14,43.296241,,43.311144,,,,8,,9.5,,0.203742,,0.40927,
212,3,19:15,15,43.40348,43.390355,,,,,8,3.5,,,0.427826,0.225941,,
212,3,19:16,16,43.516073,,43.502327,,,,8,,9,,0.304923,,0.446578,
212,3,20:01,1,43.654345,43.692733,43.659381,,,,8,3.5,9,,0.614842,0.683628,0.026857,
212,3,20:02,2,43.80226,,,,,,8,,,,0.213837,,,
212,3,20:03,3,43.909941,43.925782,43.871517,,,,8,4,9,,0.348593,0.179966,0.193913,
212,3,20:04,4,44.011266,,44.017478,,,,8,,8.5,,0.177272,,0.062529,
212,3,20:05,5,44.143165,44.18593,,,,,8,4,,,0.816628,0.650096,,
212,3,20:06,6,44.279558,,,,,,8,,,,0.164099,,,
212,3,20:07,7,44.399813,,44.380573,,,,8,,8,,0.335956,,0.028711,
212,3,20:08,8,44.515631,44.516169,,,,,8,4.5,,,0.213242,0.203626,,
212,3,20:09,9,44.656899,44.689592,,,,,8,4.5,,,0.590664,0.505538,,
212,3,20:10,10,44.793821,44.812427,44.782661,,,,8,5,7.5,,0.196318,0.212739,0.039181,
212,3,20:11,11,44.915792,,,,,,8,,,,0.22585,,,
212,3,20:12,12,45.020213,45.01317,45.019279,,,,8,5,7,,0.212842,0.396277,0.560906,
212,3,20:13,13,45.163553,45.165591,45.158479,,,,8,5.5,7.5,,0.871113,0.283168,0.01045,
212,3,20:14,14,45.28449,45.298616,,,,,8.5,5.5,,,0.317177,0.434825,,
212,3,20:15,15,45.399194,45.401329,,,,,8.5,5.5,,,0.332288,0.338569,,
212,3,20:16,16,45.507191,,,,,,8.5,,,,0.479,,,
212,3,21:01,1,45.651491,45.688715,45.655235,,,,8.5,6,8.5,,0.539474,0.507633,0.583743,
212,3,21:02,2,45.802655,,45.784219,,,,8,,8.5,,0.21185,,0.328346,
212,3,21:03,3,45.907143,,45.884991,,,,8.5,,8,,0.330604,,0.384053,
212,3,21:04,4,46.012088,46.044752,46.007349,,,,8,5.5,8.5,,0.209954,0.281801,0.596322,
212,3,21:05,5,46.146655,,46.145849,,,,8,,8.5,,0.827381,,0.452989,
212,3,21:06,6,46.27881,46.303571,46.282398,,,,8.5,5.5,9,,0.230537,0.331851,0.765939,
212,3,21:07,7,46.397334,,,,,,8.5,,,,0.16842,,,
212,3,21:08,8,46.505559,,46.495473,,,,8.5,,8,,0.1592,,0.568101,
212,3,21:09,9,46.634745,46.672051,,,,,8.5,5,,,0.839913,0.708608,,
212,3,21:10,10,46.773379,,46.771262,,,,8.5,,8,,0.219699,,0.008914,
212,3,21:11,11,46.878964,,,,,,8.5,,,,0.187499,,,
212,3,21:12,12,46.98775,,47.000159,,,,8.5,,8.5,,0.229159,,0.495502,
212,3,21:13,13,47.137789,47.150051,47.148258,,,,8.5,4,8.5,,0.760678,0.311828,0.272902,
212,3,21:14,14,47.263885,,47.257182,,,,8.5,,8,,0.21177,,0.073518,
212,3,21:15,15,47.371836,,,,,,8.5,,,,0.170669,,,
212,3,21:16,16,47.478876,47.477688,47.486432,,,,8.5,3,8,,0.239185,0.538294,0.225665,
212,3,22:01,1,47.616391,47.641789,47.642431,,,,8.5,3.5,8,,0.694574,0.256992,0.012682,
212,3,22:02,2,47.741386,47.778128,,,,,8.5,3.5,,,0.221462,0.425373,,
212,3,22:03,3,47.85165,,,,,,8.5,,,,0.21889,,,
212,3,22:04,4,47.966511,47.974176,47.978821,,,,8.5,4,8,,0.182047,0.316268,0.013537,
212,3,22:05,5,48.105792,48.119639,,,,,8.5,4,,,0.77006,0.40943,,
212,3,22:06,6,48.231506,48.252243,48.235656,,,,8.5,4.5,8.5,,0.216512,0.25059,0.620593,
212,3,22:07,7,48.344197,,48.352287,,,,8.5,,8.5,,0.18697,,0.011185,
212,3,22:08,8,48.452813,48.452699,,,,,8.5,4.5,,,0.316519,0.234986,,
212,3,22:09,9,48.587804,48.6102,,,,,8.5,5,,,0.666912,0.350642,,
212,3,22:10,10,48.711554,48.744043,48.71471,,,,8.5,5,9.5,,0.207653,0.149725,0.007796,
212,3,22:11,11,48.820927,,,,,,8.5,,,,0.23302,,,
212,3,22:12,12,48.928576,48.957776,,,,,8.5,5.5,,,0.22331,0.386391,,
212,3,22:13,13,49.076167,49.119042,49.087956,,,,8.5,6,9,,0.659092,0.590502,0.009243,
