Cycle,Time
1.1,0.256807256
1.2,0.87939059
1.3,1.50189059
1.4,2.128807256
2.1,2.748744756
2.2,3.35439059
2.3,3.963473923
2.4,4.56614059
3.1,5.152807256
3.2,5.733244756
3.3,6.347473923
3.4,6.944807256
4.1,7.531473923
4.2,8.112807256
4.3,8.68689059
4.4,9.264807256
5.1,9.835473923
5.2,10.40626559
5.3,10.97439059
5.4,11.54439059
6.1,12.10747392
6.2,12.66214059
6.3,13.20614059
6.4,13.75689059
7.1,14.32849476
7.2,14.89314059
7.3,15.45564059
7.4,16.01814059
8.1,16.56939059
8.2,17.14126559
8.3,17.69439059
8.4,18.27376559
9.1,18.83064059
9.2,19.41001559
9.3,19.97064059
9.4,20.53314059
10.1,21.10689059
10.2,21.68439059
10.3,22.25439059
10.4,22.82439059
11.1,23.39547392
11.2,23.96814059
11.3,24.53439059
11.4,25.11189059
12.1,25.68564059
12.2,26.25939059
12.3,26.84439059
12.4,27.42939059
13.1,28.01064059
13.2,28.59547392
13.3,29.18064059
13.4,29.75439059
14.1,30.34347392
14.2,30.94080726
14.3,31.52439059
14.4,32.12814059
15.1,32.72214059
15.2,33.31814059
15.3,33.90189059
15.4,34.50347392
16.1,35.08747392
16.2,35.66880726
16.3,36.22747392
16.4,36.78524476
17.1,37.34064059
17.2,37.87689059
17.3,38.43189059
17.4,38.96480726
18.1,39.49314059
18.2,40.02189059
18.3,40.55439059
18.4,41.07947392
19.1,41.59314059
19.2,42.12080726
19.3,42.63147392
19.4,43.14214059
20.1,43.64814059
20.2,44.14080726
20.3,44.65414059
20.4,45.15189059
21.1,45.64689059
21.2,46.13807809
21.3,46.62564059
21.4,47.12480726
22.1,47.61147392
22.2,48.09814059
22.3,48.57939059
22.4,49.06720309
23.1,49.55814059
23.2,50.03064059
23.3,50.52939059
23.4,51.00939059
24.1,51.49689059
24.2,51.99547392
24.3,52.49147392
24.4,52.97064059
25.1,53.46939059
25.2,53.94939059
25.3,54.44064059
25.4,54.93189059
26.1,55.41939059
26.2,55.90214059
26.3,56.39014059
26.4,56.87814059
27.1,57.35707809
27.2,57.86439059
27.3,58.35147392
27.4,58.84080726
28.1,59.32347392
28.2,59.81147392
28.3,60.29147392
28.4,60.77947392
29.1,61.25997392
29.2,61.75280726
29.3,62.24080726
29.4,62.72880726
30.1,63.21414059
30.2,63.69414059
30.3,64.18747392
30.4,64.67547392
31.1,65.16080726
31.2,65.64614059
31.3,66.14480726
31.4,66.63680726
32.1,67.12747392
32.2,67.61680726
32.3,68.09414059
32.4,68.58747392
33.1,69.08880726
33.2,69.57147392
33.3,70.07014059
33.4,70.56080726
34.1,71.06747392
34.2,71.55814059
34.3,72.04880726
34.4,72.54614059
35.1,73.04347392
35.2,73.52880726
35.3,74.02614059
35.4,74.52080726
36.1,75.01147392
36.2,75.49414059
36.3,75.99280726
36.4,76.48480726
37.1,76.97814059
37.2,77.46480726
37.3,77.95680726
37.4,78.46614059
38.1,78.94480726
38.2,79.42747392
38.3,79.91547392
38.4,80.41414059
39.1,80.92347392
39.2,81.41814059
39.3,81.90747392
39.4,82.39280726
40.1,82.88880726
40.2,83.38614059
40.3,83.87280726
40.4,84.37147392
41.1,84.86214059
41.2,85.35280726
41.3,85.84480726
41.4,86.33947392
42.1,86.83280726
42.2,87.32080726
42.3,87.80880726
42.4,88.30080726
43.1,88.78480726
43.2,89.27014059
43.3,89.75680726
43.4,90.24480726
44.1,90.73547392
44.2,91.22491142
44.3,91.71014059
44.4,92.20214059
45.1,92.68080726
45.2,93.17414059
45.3,93.66614059
