Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
222,3,03:03,3,5.602842,,,,,,7.5,,,,0.295966,,,
222,3,03:04,4,5.715535,,,,,,7.5,,,,0.019135,,,
222,3,03:05,5,,5.857406,,,,,,0.5,,,,0.421844,,
222,3,03:06,6,5.948614,5.982154,,,,,7.5,1,,,0.276347,0.086677,,
222,3,03:07,7,6.071481,,6.094856,,,,8,,6.5,,0.362168,,0.217294,
222,3,03:08,8,6.181439,6.154724,,,,,8,1.5,,,0.860169,0.157419,,
222,3,03:09,9,,6.302443,,,,,,2,,,,0.218812,,
222,3,03:10,10,6.411645,6.429202,6.443244,,,,7.5,2.5,7.5,,0.317387,0.078574,0.098213,
222,3,03:11,11,6.529525,,6.574601,,,,8,,7.5,,0.317468,,0.529117,
222,3,03:12,12,6.638132,6.618223,,,,,8,3,,,0.020258,0.316568,,
222,3,03:13,13,,6.765871,6.803176,,,,,3.5,7,,,0.446658,0.139136,
222,3,03:14,14,6.875518,,,,,,8,,,,0.243053,,,
222,3,03:15,15,6.995078,6.987855,,,,,8.5,4,,,0.33658,0.216868,,
222,3,03:16,16,7.102904,,7.108045,,,,8.5,,7.5,,0.024431,,0.370971,
222,3,04:01,1,,7.238032,7.23994,,,,,4.5,8,,,0.316963,0.014302,
222,3,04:02,2,7.333454,,,,,,8.5,,,,0.32438,,,
222,3,04:03,3,7.445548,,,,,,8.5,,,,0.288638,,,
222,3,04:04,4,7.555243,7.562611,,,,,8.5,5,,,0.664788,0.300057,,
222,3,04:05,5,,,,,,,,,,,,,,
222,3,04:06,6,7.778775,7.798904,,,,,8,5.5,,,0.325672,0.133392,,
222,3,04:07,7,7.892593,,7.900786,,,,8,,8,,0.347354,,0.069526,
222,3,04:08,8,8.006808,,,,,,8,,,,0.750714,,,
222,3,04:09,9,,8.152612,,,,,,5,,,,0.491876,,
222,3,04:10,10,8.23821,,8.242832,,,,7.5,,6.5,,0.308952,,0.068574,
222,3,04:11,11,8.352184,8.343846,8.362904,,,,8,4.5,6.5,,0.281907,0.438479,0.023816,
222,3,04:12,12,8.460777,,,,,,8,,,,0.049386,,,
222,3,04:13,13,,8.60886,8.601338,,,,,4.5,6.5,,,0.25314,0.134975,
222,3,04:14,14,8.691872,,,,,,8,,,,0.26791,,,
222,3,04:15,15,8.806069,,,,,,8,,,,0.261942,,,
222,3,04:16,16,8.922624,,8.904019,,,,8,,6.5,,0.024459,,0.055729,
222,3,05:01,1,,9.056902,9.054588,,,,,3.5,6.5,,,0.564124,0.015502,
222,3,05:02,2,9.143123,,,,,,8,,,,0.28905,,,
222,3,05:03,3,9.257598,,,,,,8,,,,0.31003,,,
222,3,05:04,4,9.365661,9.38111,,,,,8,3.5,,,0.737524,0.167571,,
222,3,05:05,5,,,,,,,,,,,,,,
222,3,05:06,6,9.584923,9.611849,,,,,7.5,3.5,,,0.270116,0.128157,,
222,3,05:07,7,9.705976,,9.719964,,,,8,,7.5,,0.254849,,0.141886,
222,3,05:08,8,9.817561,,,,,,8,,,,0.679741,,,
222,3,05:09,9,,9.96315,,,,,,3.5,,,,0.450413,,
222,3,05:10,10,10.043735,,10.048188,,,,7.5,,7.5,,0.306072,,0.024431,
222,3,05:11,11,10.162468,10.159359,10.172848,,,,8,3.5,8,,0.293539,0.315196,0.015559,
222,3,05:12,12,10.272591,,,,,,8,,,,0.047619,,,
222,3,05:13,13,,10.424777,10.412802,,,,,3.5,8,,,0.089926,0.160714,
222,3,05:14,14,10.498508,,,,,,8,,,,0.245311,,,
222,3,05:15,15,10.619184,,,,,,8,,,,0.314136,,,
222,3,05:16,16,10.734714,,10.719263,,,,8,,7.5,,0.029078,,0.373263,
222,3,06:01,1,,10.874647,10.874395,,,,,3.5,8,,,0.468334,0.009881,
222,3,06:02,2,10.954829,,,,,,8,,,,0.235672,,,
222,3,06:03,3,11.074094,,11.090677,,,,8,,8,,0.305226,,0.32258,
222,3,06:04,4,11.185464,11.200111,,,,,8,3.5,,,0.714005,0.260956,,
222,3,06:05,5,,,11.309884,,,,,,7.5,,,,0.413197,
222,3,06:06,6,11.402984,11.441629,11.439291,,,,7.5,3.5,7.5,,0.23954,0.114064,0.441552,
222,3,06:07,7,11.519547,,,,,,8,,,,0.287902,,,
222,3,06:08,8,11.635908,,11.605096,,,,8,,7.5,,0.015355,,0.418272,
222,3,06:09,9,,11.782624,11.750737,,,,,3.5,7.5,,,0.451511,0.467724,
222,3,06:10,10,11.866846,,11.887641,,,,8,,7,,0.29371,,0.258106,
222,3,06:11,11,11.979788,11.98859,,,,,8.5,3.5,,,0.29784,0.215385,,
222,3,06:12,12,12.094456,,,,,,8.5,,,,0.035889,,,
222,3,06:13,13,,12.247898,12.221698,,,,,3.5,7,,,0.339028,0.015505,
222,3,06:14,14,12.329216,,,,,,8.5,,,,0.199831,,,
222,3,06:15,15,12.443138,,,,,,8.5,,,,0.321699,,,
222,3,06:16,16,12.553662,,12.520763,,,,8.5,,6.5,,0.028576,,0.598202,
222,3,07:01,1,,12.695319,12.661406,,,,,3.5,7,,,0.59532,0.451024,
222,3,07:02,2,12.781357,,12.807033,,,,8.5,,7,,0.272866,,0.370063,
222,3,07:03,3,12.896862,,,,,,8.5,,,,0.323733,,,
222,3,07:04,4,13.009459,13.01037,12.977448,,,,8.5,3.5,7,,0.015603,0.356325,0.301522,
222,3,07:05,5,,,13.139688,,,,,,6.5,,,,0.007991,
222,3,07:06,6,13.225509,13.252478,,,,,8.5,3.5,,,0.320603,0.156089,,
222,3,07:07,7,13.343977,,,,,,9,,,,0.275677,,,
222,3,07:08,8,13.455986,,13.428948,,,,9,,7,,0.016801,,0.205501,
222,3,07:09,9,,13.604397,13.580793,,,,,3.5,7.5,,,0.574017,0.192481,
222,3,07:10,10,13.678938,,13.666652,,,,9,,7.5,,0.336199,,0.292363,
222,3,07:11,11,13.797243,13.812084,13.808874,,,,9,3.5,8,,0.323015,0.323537,0.336669,
222,3,07:12,12,13.907506,,13.886229,,,,9,,8.5,,0.016981,,0.369049,
222,3,07:13,13,,14.06476,14.041184,,,,,3.5,8.5,,,0.261399,0.283765,
222,3,07:14,14,14.14515,,14.177452,,,,9,,8.5,,0.347229,,0.395428,
222,3,07:15,15,14.258093,,,,,,9,,,,0.328643,,,
222,3,07:16,16,14.377921,,14.356796,,,,9,,8.5,,0.019627,,0.243478,
222,3,08:01,1,,14.508016,14.509759,,,,,3.5,8.5,,,0.491837,0.008495,
222,3,08:02,2,14.599514,,,,,,9,,,,0.329499,,,
222,3,08:03,3,14.713904,14.712284,,,,,9,3.5,,,0.336847,0.311373,,
222,3,08:04,4,14.824517,14.833028,14.814895,,,,9,4,8,,0.01659,0.154566,0.164819,
222,3,08:05,5,,14.94718,14.959133,,,,,4.5,9,,,0.591211,0.166711,
222,3,08:06,6,15.035551,15.056941,15.025759,,,,9,4.5,9,,0.308101,0.184326,0.247104,
222,3,08:07,7,15.155106,,15.168377,,,,9,,9.5,,0.308884,,0.294453,
222,3,08:08,8,15.264434,15.255549,15.248692,,,,9,4.5,10,,0.779376,0.251832,0.075699,
222,3,08:09,9,,15.411806,15.402532,,,,,5,10.5,,,0.540133,0.183535,
222,3,08:10,10,15.481405,15.518192,15.476414,,,,8.5,5.5,10.5,,0.285287,0.334672,0.191819,
222,3,08:11,11,15.597819,,15.625819,,,,8.5,,10.5,,0.346979,,0.37673,
222,3,08:12,12,15.706431,,15.707229,,,,8.5,,10.5,,0.027798,,0.343487,
222,3,08:13,13,,15.849748,15.855112,,,,,5,10,,,0.616576,0.355415,
222,3,08:14,14,15.936007,,16.000941,,,,8.5,,10,,0.291858,,0.007124,
222,3,08:15,15,16.046616,16.059021,,,,,9,5.5,,,0.359309,0.235226,,
222,3,08:16,16,16.162869,,16.159577,,,,8.5,,10.5,,0.02471,,0.367751,
222,3,09:01,1,,16.309041,16.306999,,,,,5.5,10.5,,,0.61577,0.571242,
222,3,09:02,2,16.390213,,16.437758,,,,8.5,,10.5,,0.349075,,0.02237,
222,3,09:03,3,16.509163,,,,,,8.5,,,,0.355061,,,
222,3,09:04,4,16.618343,16.638262,16.628348,,,,8.5,5.5,10.5,,0.530027,0.426678,0.276887,
222,3,09:05,5,,,16.763373,,,,,,10.5,,,,0.009694,
222,3,09:06,6,16.841547,16.873537,,,,,8,5,,,0.318475,0.209524,,
222,3,09:07,7,16.960891,,,,,,8,,,,0.312655,,,
222,3,09:08,8,17.07465,,17.065802,,,,8,,9.5,,0.734965,,0.011006,
222,3,09:09,9,,17.215587,,,,,,4.5,,,,0.46288,,
222,3,09:10,10,17.289796,,17.332203,,,,7.5,,8.5,,0.316046,,0.007464,
222,3,09:11,11,17.407929,17.434455,,,,,8,4,,,0.306834,0.36031,,
222,3,09:12,12,17.522428,,,,,,8,,,,0.027711,,,
222,3,09:13,13,,17.67539,17.657251,,,,,4,8,,,0.097999,0.010103,
222,3,09:14,14,17.75759,,,,,,8,,,,0.274766,,,
222,3,09:15,15,17.871342,17.880769,,,,,8,4,,,0.260179,0.741693,,
222,3,09:16,16,17.986054,,17.964904,,,,8,,8,,0.744982,,0.017281,
222,3,10:01,1,,,18.120068,,,,,,7.5,,,,0.220039,
222,3,10:02,2,18.208625,18.242274,18.237453,,,,7.5,4,7.5,,0.2588,0.038449,0.008286,
222,3,10:03,3,18.325547,,,,,,7.5,,,,0.212497,,,
222,3,10:04,4,18.437299,,18.43133,,,,7.5,,8,,0.581452,,0.223069,
222,3,10:05,5,,18.553487,18.571783,,,,,4.5,8,,,0.527157,0.007291,
222,3,10:06,6,18.660844,18.691767,,,,,7,4.5,,,0.240208,0.255146,,
222,3,10:07,7,18.775345,,,,,,7.5,,,,0.18157,,,
222,3,10:08,8,18.882756,18.87632,18.870626,,,,7.5,4.5,8,,0.02646,0.345428,0.01327,
222,3,10:09,9,,19.024127,,,,,,5,,,,0.336976,,
222,3,10:10,10,19.108108,19.146159,19.136218,,,,7.5,5.5,8,,0.200728,0.096392,0.010706,
222,3,10:11,11,19.233661,,,,,,8,,,,0.204661,,,
222,3,10:12,12,19.340889,19.334278,,,,,8,5.5,,,0.0289,0.399027,,
222,3,10:13,13,,19.484046,19.477523,,,,,5.5,8,,,0.506624,0.007043,
222,3,10:14,14,19.571031,,,,,,8,,,,0.192491,,,
222,3,10:15,15,19.699307,19.677796,,,,,8,5.5,,,0.185791,0.142218,,
222,3,10:16,16,19.803812,,,,,,8,,,,0.487608,,,
222,3,11:01,1,,19.933335,,,,,,5.5,,,,0.561558,,
222,3,11:02,2,20.02689,,20.061596,,,,7.5,,8,,0.230806,,0.264537,
222,3,11:03,3,20.139662,,20.157679,,,,8,,8,,0.241945,,0.396416,
222,3,11:04,4,20.245132,20.250059,20.247555,,,,8,5.5,8,,0.015733,0.354886,0.369674,
222,3,11:05,5,,,20.392238,,,,,,8,,,,0.582703,
222,3,11:06,6,20.478553,20.501765,20.506844,,,,8,5.5,8,,0.192063,0.195558,0.248664,
222,3,11:07,7,20.590071,,,,,,8.5,,,,0.237733,,,
222,3,11:08,8,20.702089,,20.705311,,,,8.5,,7.5,,0.018023,,0.018831,
222,3,11:09,9,,20.856232,20.853274,,,,,5,8.5,,,0.404235,0.249966,
222,3,11:10,10,20.934794,,20.966837,,,,8.5,,8.5,,0.224501,,0.011287,
222,3,11:11,11,21.051275,21.064312,,,,,8.5,4.5,,,0.196812,0.300055,,
222,3,11:12,12,21.160732,,21.162485,,,,8.5,,8.5,,0.021692,,0.230855,
222,3,11:13,13,,21.32309,21.297762,,,,,4.5,8.5,,,0.185756,0.226984,
222,3,11:14,14,21.398129,,21.411184,,,,8.5,,8.5,,0.190354,,0.172674,
222,3,11:15,15,21.51463,,21.521074,,,,8.5,,8.5,,0.205408,,0.192882,
222,3,11:16,16,21.621771,,21.622247,,,,8.5,,9,,0.029642,,0.007159,
222,3,12:01,1,,21.773822,21.759727,,,,,3.5,9,,,0.471829,0.227156,
222,3,12:02,2,21.850829,,21.877476,,,,8.5,,9,,0.184634,,0.269987,
222,3,12:03,3,21.969994,,21.978644,,,,9,,9.5,,0.200245,,0.219905,
222,3,12:04,4,22.077346,22.086538,22.080325,,,,9,3.5,9.5,,0.50751,0.349713,0.193953,
222,3,12:05,5,,,22.218434,,,,,,9.5,,,,0.408935,
222,3,12:06,6,22.302095,22.323203,22.33404,,,,8.5,3.5,9.5,,0.210486,0.149282,0.069629,
222,3,12:07,7,22.424927,,22.452889,,,,8.5,,9.5,,0.203713,,0.201505,
222,3,12:08,8,22.530625,,22.530832,,,,8.5,,9.5,,0.616333,,0.006742,
222,3,12:09,9,,22.680336,22.674257,,,,,3.5,10.5,,,0.403214,0.24307,
222,3,12:10,10,22.763366,,22.792221,,,,8,,10,,0.178414,,0.196782,
222,3,12:11,11,22.881179,22.876509,,,,,8,3.5,,,0.204805,0.416101,,
222,3,12:12,12,22.98903,,22.983399,,,,8,,9.5,,0.036688,,0.217809,
222,3,12:13,13,,23.131338,23.127679,,,,,3.5,9.5,,,0.291357,0.185812,
222,3,12:14,14,23.218016,,23.225867,,,,8,,9.5,,0.190658,,0.160132,
222,3,12:15,15,23.335459,,23.33793,,,,8,,9.5,,0.22058,,0.18575,
222,3,12:16,16,23.440822,,23.452686,,,,8,,9.5,,0.025373,,0.385573,
222,3,13:01,1,,23.593775,23.575135,,,,,3.5,9.5,,,0.52535,0.179155,
222,3,13:02,2,23.665433,,23.696748,,,,8,,9,,0.181152,,0.215678,
222,3,13:03,3,23.782745,23.78851,23.794643,,,,8,3.5,9,,0.213936,0.330479,0.366143,
222,3,13:04,4,23.891867,23.912181,23.900169,,,,8,4,9,,0.485419,0.691396,0.250831,
222,3,13:05,5,,,24.03657,,,,,,9,,,,0.503319,
222,3,13:06,6,24.124686,24.135452,24.145769,,,,7.5,4,9,,0.112632,0.277781,0.184297,
222,3,13:07,7,24.243944,,,,,,8,,,,0.115837,,,
222,3,13:08,8,24.361229,24.328155,24.340169,,,,8,4,8.5,,0.015312,0.136427,0.008632,
222,3,13:09,9,,24.501839,24.485701,,,,,4.5,9,,,0.694835,0.201142,
222,3,13:10,10,24.58286,24.604983,24.600028,,,,8,5,8.5,,0.124627,0.449709,0.011272,
222,3,13:11,11,24.703782,,,,,,8.5,,,,0.144339,,,
222,3,13:12,12,24.806906,,24.81158,,,,8.5,,8.5,,0.045178,,0.260951,
222,3,13:13,13,,24.955664,24.945936,,,,,4.5,9,,,0.622872,0.011708,
222,3,13:14,14,25.038742,,,,,,8.5,,,,0.122439,,,
222,3,13:15,15,25.160239,25.165836,,,,,8.5,4.5,,,0.127936,0.172632,,
222,3,13:16,16,25.264036,,,,,,8.5,,,,0.462023,,,
222,3,14:01,1,,25.426588,,,,,,5,,,,0.583042,,
222,3,14:02,2,25.49831,,25.527237,,,,8,,7.5,,0.145244,,0.073628,
222,3,14:03,3,25.614558,,,,,,8,,,,0.163252,,,
222,3,14:04,4,25.721961,25.737392,,,,,8,5,,,0.394073,0.426162,,
222,3,14:05,5,,,25.872535,,,,,,7,,,,0.37319,
222,3,14:06,6,25.969316,25.988928,25.983157,,,,7.5,4.5,7,,0.126844,0.210944,0.275009,
222,3,14:07,7,26.085296,,,,,,8,,,,0.134676,,,
222,3,14:08,8,26.195476,,26.17552,,,,8,,6.5,,0.474656,,0.204262,
222,3,14:09,9,,26.338001,26.328673,,,,,4,7,,,0.478529,0.280086,
222,3,14:10,10,26.421925,,26.453749,,,,7.5,,6.5,,0.16821,,0.011066,
222,3,14:11,11,26.538903,26.550021,,,,,7.5,4,,,0.22378,0.30798,,
222,3,14:12,12,26.649652,,26.644099,,,,7.5,,6.5,,0.757221,,0.309117,
222,3,14:13,13,,26.812337,26.789498,,,,,4,6.5,,,0.369707,0.01327,
222,3,14:14,14,26.879593,,26.895654,,,,7,,7,,0.2016,,0.26766,
222,3,14:15,15,26.997468,,,,,,7,,,,0.204245,,,
222,3,14:16,16,27.10509,,27.100058,,,,7,,6.5,,0.016721,,0.296264,
222,3,15:01,1,,27.255866,27.241044,,,,,3.5,7,,,0.649613,0.34113,
222,3,15:02,2,27.333119,,27.360653,,,,7,,7.5,,0.200595,,0.459378,
222,3,15:03,3,27.451738,,,,,,7.5,,,,0.22071,,,
222,3,15:04,4,27.560638,27.574685,27.56063,,,,7.5,3.5,7.5,,0.608274,0.3602,0.247507,
222,3,15:05,5,,,27.698801,,,,,,7.5,,,,0.677725,
222,3,15:06,6,27.796386,27.821285,27.80883,,,,7,3.5,8,,0.173031,0.120343,0.038806,
222,3,15:07,7,27.912907,,,,,,7.5,,,,0.198971,,,
222,3,15:08,8,28.020174,,28.011561,,,,7.5,,8,,0.592082,,0.250106,
222,3,15:09,9,,28.163803,28.15306,,,,,3.5,8.5,,,0.557232,0.267386,
222,3,15:10,10,28.251603,,28.277429,,,,7,,8.5,,0.237191,,0.008086,
222,3,15:11,11,28.363102,28.373257,,,,,7.5,3.5,,,0.244509,0.344556,,
222,3,15:12,12,28.476693,,28.475182,,,,7.5,,8.5,,0.018876,,0.36867,
222,3,15:13,13,,28.642301,28.618504,,,,,3.5,8.5,,,0.329798,0.327616,
222,3,15:14,14,28.709132,,28.725654,,,,7.5,,8.5,,0.16811,,0.225223,
222,3,15:15,15,28.826008,,28.838695,,,,8,,8.5,,0.196112,,0.163469,
222,3,15:16,16,28.930384,,28.938118,,,,8,,8,,0.03597,,0.661917,
222,3,16:01,1,,29.089722,29.075855,,,,,3.5,8.5,,,0.588972,0.057369,
222,3,16:02,2,29.166538,,,,,,8,,,,0.190437,,,
222,3,16:03,3,29.285125,,,,,,8,,,,0.233139,,,
222,3,16:04,4,29.392992,29.400518,29.398641,,,,8,3.5,7.5,,0.711387,0.35763,0.03336,
222,3,16:05,5,,,,,,,,,,,,,,
222,3,16:06,6,29.617002,29.635797,,,,,7.5,3.5,,,0.179988,0.233057,,
222,3,16:07,7,29.736495,,29.747339,,,,8,,7.5,,0.184403,,0.012606,
222,3,16:08,8,29.845289,,,,,,8,,,,0.656948,,,
222,3,16:09,9,,29.994292,,,,,,3.5,,,,0.424463,,
222,3,16:10,10,30.070164,,,,,,7.5,,,,0.176906,,,
222,3,16:11,11,30.186257,30.195269,30.209796,,,,8,3.5,7.5,,0.223116,0.433369,0.013003,
222,3,16:12,12,30.301578,,,,,,8,,,,0.74973,,,
222,3,16:13,13,,30.45398,30.446907,,,,,3.5,7.5,,,0.383182,0.02902,
222,3,16:14,14,30.526378,,,,,,7.5,,,,0.179718,,,
222,3,16:15,15,30.644538,,,,,,7.5,,,,0.214613,,,
222,3,16:16,16,30.75721,,,,,,7.5,,,,0.810486,,,
222,3,17:01,1,,30.909729,30.910045,,,,,3.5,7.5,,,0.728837,0.029233,
222,3,17:02,2,30.981172,,,,,,7,,,,0.208904,,,
222,3,17:03,3,31.098384,,,,,,7,,,,0.287729,,,
222,3,17:04,4,31.210888,31.221871,31.217019,,,,7,3.5,8,,0.82052,0.537096,0.031143,
222,3,17:05,5,,,,,,,,,,,,,,
222,3,17:06,6,31.436628,31.461688,,,,,6.5,3.5,,,0.226707,0.233705,,
222,3,17:07,7,31.554111,,,,,,7,,,,0.229809,,,
222,3,17:08,8,31.66649,,31.676264,,,,7,,8.5,,0.621088,,0.021601,
222,3,17:09,9,,31.816863,,,,,,3.5,,,,0.556158,,
222,3,17:10,10,31.880931,,,,,,6.5,,,,0.241903,,,
222,3,17:11,11,32.008553,32.002534,32.011587,,,,7,3.5,8,,0.236436,0.502091,0.009524,
222,3,17:12,12,32.122672,,,,,,7,,,,0.039351,,,
222,3,17:13,13,,32.265807,32.255018,,,,,3.5,8,,,0.414332,0.025502,
222,3,17:14,14,32.346929,,,,,,7,,,,0.209934,,,
222,3,17:15,15,32.462894,,,,,,7.5,,,,0.220379,,,
222,3,17:16,16,32.574496,,32.56267,,,,7.5,,8,,0.025208,,0.112878,
222,3,18:01,1,,32.720246,32.718243,,,,,3.5,8,,,0.636263,0.301557,
222,3,18:02,2,32.801247,,32.818887,,,,7.5,,8,,0.220102,,0.008415,
222,3,18:03,3,32.929406,,,,,,8,,,,0.218444,,,
222,3,18:04,4,33.035231,33.0304,33.013279,,,,8,3.5,8,,0.835825,0.440001,0.253026,
222,3,18:05,5,,,33.167968,,,,,,8,,,,0.008179,
222,3,18:06,6,33.259453,33.276985,33.271708,,,,7.5,3.5,8.5,,0.225375,0.213988,0.280364,
222,3,18:07,7,33.382185,,,,,,8,,,,0.206825,,,
222,3,18:08,8,33.486107,,33.485066,,,,8,,8.5,,0.534966,,0.144359,
222,3,18:09,9,,33.625302,33.621059,,,,,3.5,8.5,,,0.442021,0.31989,
222,3,18:10,10,33.711347,,33.749553,,,,7.5,,8.5,,0.251063,,0.00944,
222,3,18:11,11,33.835697,33.840035,,,,,8,3.5,,,0.211111,0.40011,,
222,3,18:12,12,33.942899,,33.949621,,,,8,,9,,0.034253,,0.337964,
222,3,18:13,13,,34.095863,34.083792,,,,,3.5,9,,,0.470718,0.021898,
222,3,18:14,14,34.180891,,34.196858,,,,8,,9.5,,0.182609,,0.129634,
222,3,18:15,15,34.297381,,34.300869,,,,8,,9.5,,0.199335,,0.248491,
222,3,18:16,16,34.400797,34.395735,34.399534,,,,8,3.5,9.5,,0.044858,0.610976,0.007768,
222,3,19:01,1,,34.5453,34.540271,,,,,4,10,,,0.262969,0.257422,
222,3,19:02,2,34.638698,34.672058,34.663383,,,,8,4.5,10,,0.224777,0.57206,0.536369,
222,3,19:03,3,34.757759,,,,,,8,,,,0.229676,,,
222,3,19:04,4,34.870563,34.847535,34.846241,,,,8,4.5,9.5,,0.021224,0.284017,0.322251,
222,3,19:05,5,,34.992346,34.996732,,,,,5,9.5,,,0.489071,0.645022,
222,3,19:06,6,35.094351,35.121683,35.105644,,,,8,5,9.5,,0.228934,0.245662,0.065992,
222,3,19:07,7,35.215149,,35.223034,,,,8.5,,9.5,,0.242442,,0.257162,
222,3,19:08,8,35.324659,35.288197,35.295421,,,,8.5,5,9,,0.019477,0.439065,0.236349,
222,3,19:09,9,,35.443792,35.442611,,,,,5.5,9.5,,,0.358674,0.324473,
222,3,19:10,10,35.540094,35.574259,35.561019,,,,8.5,6,9.5,,0.216663,0.267977,0.010518,
222,3,19:11,11,35.659146,,,,,,9,,,,0.209665,,,
222,3,19:12,12,35.760429,35.768141,35.760512,,,,9,6,10,,0.029912,0.51833,0.306322,
222,3,19:13,13,,35.912327,35.898639,,,,,6,10,,,0.656516,0.013014,
222,3,19:14,14,35.989698,,35.995327,,,,9,,10.5,,0.270646,,0.177616,
222,3,19:15,15,36.098895,36.107347,36.1072,,,,9,6,10.5,,0.255482,0.338738,0.241619,
222,3,19:16,16,36.212848,,36.206019,,,,9,,10,,0.02219,,0.455561,
222,3,20:01,1,,36.368717,36.35185,,,,,6.5,10,,,0.743524,0.263515,
222,3,20:02,2,36.456657,,36.482927,,,,9,,9.5,,0.245684,,0.718163,
222,3,20:03,3,36.567626,,,,,,9,,,,0.213802,,,
222,3,20:04,4,36.674348,36.673332,36.66244,,,,9,5.5,9.5,,0.624407,0.474989,0.209455,
222,3,20:05,5,,,36.810988,,,,,,9.5,,,,0.575642,
222,3,20:06,6,36.904634,36.918158,36.924426,,,,8.5,5.5,9.5,,0.222518,0.290434,0.0174,
222,3,20:07,7,37.020224,,,,,,8.5,,,,0.173715,,,
222,3,20:08,8,37.129946,,37.112322,,,,8.5,,9.5,,0.018014,,0.007578,
222,3,20:09,9,,37.270195,37.255613,,,,,5,10,,,0.623661,0.340123,
222,3,20:10,10,37.357742,,37.385169,,,,8.5,,10,,0.246891,,0.007351,
222,3,20:11,11,37.470006,37.480175,,,,,8.5,4.5,,,0.205528,0.603571,,
222,3,20:12,12,37.578775,,37.588665,,,,8.5,,10,,0.647832,,0.32278,
222,3,20:13,13,,37.737569,37.717293,,,,,4.5,9.5,,,0.467848,0.249093,
222,3,20:14,14,37.818968,,37.825684,,,,8,,9.5,,0.210561,,0.163636,
222,3,20:15,15,37.939169,,37.94128,,,,8,,9.5,,0.168511,,0.175534,
222,3,20:16,16,38.045692,,38.032339,,,,8,,9,,0.039481,,0.007304,
222,3,21:01,1,,38.18672,38.178925,,,,,3.5,9.5,,,0.618336,0.215452,
222,3,21:02,2,38.275743,,38.293811,,,,8,,9.5,,0.244441,,0.316491,
222,3,21:03,3,38.389941,,38.401786,,,,8,,9.5,,0.245668,,0.455198,
222,3,21:04,4,38.501147,38.501302,38.500899,,,,8,3.5,9.5,,0.669008,0.470958,0.207262,
222,3,21:05,5,,,38.639739,,,,,,10,,,,0.587921,
222,3,21:06,6,38.731645,38.751534,38.747047,,,,7.5,3.5,10,,0.228506,0.220812,0.27558,
222,3,21:07,7,38.844578,,,,,,8,,,,0.245532,,,
222,3,21:08,8,38.951853,,38.944696,,,,8,,9.5,,0.512091,,0.016337,
222,3,21:09,9,,39.101525,39.084044,,,,,3.5,10,,,0.468224,0.247615,
222,3,21:10,10,39.176057,,39.202377,,,,7.5,,9.5,,0.267015,,0.25859,
222,3,21:11,11,39.292508,39.302599,39.314891,,,,7.5,3.5,9.5,,0.228509,0.473211,0.242156,
222,3,21:12,12,39.401932,,39.412336,,,,7.5,,9.5,,0.041656,,0.345466,
222,3,21:13,13,,39.558122,39.543964,,,,,3.5,9.5,,,0.093582,0.35784,
222,3,21:14,14,39.633931,,39.64891,,,,7.5,,9.5,,0.209619,,0.279668,
