Cycle,Time
1.1,1.602408163
1.2,2.078408163
1.3,2.555741497
1.4,3.046408163
2.1,3.526408163
2.2,3.97707483
2.3,4.446408163
2.4,4.934408163
3.1,5.390408163
3.2,5.846408163
3.3,6.299741497
3.4,6.755741497
4.1,7.231741497
4.2,7.683741497
4.3,8.14507483
4.4,8.598408163
5.1,9.04907483
5.2,9.49707483
5.3,9.955741497
5.4,10.40907483
6.1,10.86507483
6.2,11.31040816
6.3,11.75307483
6.4,12.21707483
7.1,12.6597415
7.2,13.11707483
7.3,13.5797415
7.4,14.03040816
8.1,14.50240816
8.2,14.9317415
8.3,15.3877415
8.4,15.84507483
9.1,16.2997415
9.2,16.75840816
9.3,17.2117415
9.4,17.65440816
10.1,18.11040816
10.2,18.56640816
10.3,19.01440816
10.4,19.47307483
11.1,19.92907483
11.2,20.38507483
11.3,20.84640816
11.4,21.2917415
12.1,21.75307483
12.2,22.20507483
12.3,22.67307483
12.4,23.12107483
13.1,23.57440816
13.2,24.0277415
13.3,24.4837415
13.4,24.9397415
14.1,25.4197415
14.2,25.87307483
14.3,26.32107483
14.4,26.78507483
15.1,27.2357415
15.2,27.68907483
15.3,28.1517415
15.4,28.6197415
16.1,29.07307483
16.2,29.52640816
16.3,29.98507483
16.4,30.44107483
17.1,30.89707483
17.2,31.3357415
17.3,31.8037415
17.4,32.24907483
18.1,32.71307483
18.2,33.16107483
18.3,33.61440816
18.4,34.07840816
19.1,34.5317415
19.2,34.9797415
19.3,35.43040816
19.4,35.88640816
20.1,36.34240816
20.2,36.8117415
20.3,37.26240816
20.4,37.71307483
21.1,38.17707483
21.2,38.63840816
21.3,39.08907483
21.4,39.5397415
22.1,39.98507483
22.2,40.45707483
22.3,40.91840816
22.4,41.35307483
23.1,41.83040816
23.2,42.2837415
23.3,42.74038733
23.4,43.20690816
24.1,43.673554
24.2,44.12907483
24.3,44.5957415
24.4,45.0757415
25.1,45.51307483
25.2,45.9637415
25.3,46.42507483
25.4,46.87840816
26.1,47.34507483
26.2,47.7957415
26.3,48.2517415
26.4,48.70240816
27.1,49.1797415
27.2,49.6357415
27.3,50.1077415
27.4,50.56907483
28.1,51.01707483
28.2,51.47040816
28.3,51.92907483
28.4,52.39840816
29.1,52.8597415
29.2,53.33040816
29.3,53.79263733
29.4,54.24107483
30.1,54.6837415
30.2,55.1397415
30.3,55.60640816
30.4,56.07040816
31.1,56.5237415
31.2,56.9717415
31.3,57.43307483
31.4,57.88107483
32.1,58.33440816
32.2,58.77707483
32.3,59.26626233
32.4,59.72907483
33.1,60.20107483
33.2,60.64640816
33.3,61.1077415
33.4,61.56134566
34.1,62.02503316
34.2,62.489679
34.3,62.94507483
34.4,63.40107483
35.1,63.87307483
35.2,64.33707483
35.3,64.80907483
35.4,65.2677415
36.1,65.7317415
36.2,66.2037415
36.3,66.65707483
36.4,67.13440816
37.1,67.59040816
37.2,68.04640816
37.3,68.51840816
37.4,68.98240816
38.1,69.46982483
38.2,69.91840816
38.3,70.3717415
38.4,70.8437415
39.1,71.32107483
39.2,71.76107483
39.3,72.24107483
39.4,72.69707483
40.1,73.16640816
40.2,73.62240816
40.3,74.09707483
40.4,74.5477415
41.1,75.01440816
41.2,75.4704915
41.3,75.9157415
41.4,76.36640816
42.1,76.82507483
42.2,77.27307483
42.3,77.7157415
42.4,78.16107483
43.1,78.60907483
43.2,79.04907483
43.3,79.49440816
43.4,79.95040816
44.1,80.4117415
44.2,80.86507483
44.3,81.3157415
44.4,81.76107483
45.1,82.22507483
45.2,82.67840816
45.3,83.12907483
45.4,83.57707483
46.1,84.02507483
46.2,84.4837415
46.3,84.92640816
46.4,85.38240816
47.1,85.83307483
47.2,86.28907483
47.3,86.7477415
47.4,87.1877415
48.1,87.6437415
48.2,88.09440816
48.3,88.55307483
48.4,89.0117415
49.1,89.4517415
49.2,89.90507483
49.3,90.36107483
49.4,90.80640816
50.1,91.2597415
50.2,91.69707483
50.3,92.15307483
50.4,92.6117415
51.1,93.07040816
51.2,93.52107483
51.3,93.96640816
51.4,94.43840816
52.1,94.92107483
52.2,95.36122066
52.3,95.818804
52.4,96.2746165
53.1,96.72640816
53.2,97.19307483
53.3,97.64882483
53.4,98.0837415
54.1,98.5557415
54.2,99.02240816
54.3,99.4597415
54.4,99.9237415
55.1,100.3877415
55.2,100.8490748
55.3,101.3077415
55.4,101.7610748
56.1,102.2277415
56.2,102.6864082
56.3,103.1344082
56.4,103.5877415
57.1,104.0517415
57.2,104.5024082
57.3,104.9637415
57.4,105.4170748
58.1,105.8677415
58.2,106.3264082
58.3,106.7850748
58.4,107.2330748
59.1,107.6890748
59.2,108.1530748
59.3,108.6224082
59.4,109.0970748
60.1,109.5530748
60.2,110.0064082
60.3,110.4864082
60.4,110.9477415
61.1,111.442304
61.2,111.8944082
61.3,112.3717415
61.4,112.8410748
62.1,113.3157415
