Cycle,Time
1.1,0.39307483
1.2,0.93632483
1.3,1.47807483
1.4,2.014408163
2.1,2.55307483
2.2,3.086408163
2.3,3.610408163
2.4,4.147741496
3.1,4.678408163
3.2,5.206408163
3.3,5.72907483
3.4,6.251741496
4.1,6.778408163
4.2,7.311741496
4.3,7.831741496
4.4,8.36107483
5.1,8.883741496
5.2,9.414408163
5.3,9.94107483
5.4,10.45840816
6.1,10.9837415
6.2,11.51707483
6.3,12.0317415
6.4,12.56640816
7.1,13.08907483
7.2,13.61440816
7.3,14.14240816
7.4,14.66640816
8.1,15.1877415
8.2,15.71707483
8.3,16.24107483
8.4,16.77840816
9.1,17.2917415
9.2,17.8237415
9.3,18.3477415
9.4,18.8677415
10.1,19.37707483
10.2,19.9037415
10.3,20.41707483
10.4,20.93440816
11.1,21.44640816
11.2,21.95040816
11.3,22.46240816
11.4,22.96507483
12.1,23.47040816
12.2,23.95907483
12.3,24.45707483
12.4,24.95840816
13.1,25.4517415
13.2,25.95040816
13.3,26.4437415
13.4,26.95040816
14.1,27.4437415
14.2,27.94240816
14.3,28.44640816
14.4,28.95307483
15.1,29.45440816
15.2,29.95840816
15.3,30.47040816
15.4,30.96640816
16.1,31.45707483
16.2,31.95840816
16.3,32.4597415
16.4,32.95307483
17.1,33.45440816
17.2,33.94240816
17.3,34.44107483
17.4,34.9317415
18.1,35.4277415
18.2,35.91040816
18.3,36.40907483
18.4,36.8997415
19.1,37.38240816
19.2,37.8717415
19.3,38.34640816
19.4,38.8277415
20.1,39.3237415
20.2,39.8197415
20.3,40.3077415
20.4,40.79307483
21.1,41.2677415
21.2,41.75307483
21.3,42.2197415
21.4,42.68907483
22.1,43.16107483
22.2,43.6277415
22.3,44.0952415
22.4,44.5557415
23.1,45.0197415
23.2,45.47440816
23.3,45.94240816
23.4,46.40640816
24.1,46.88107483
24.2,47.34507483
24.3,47.8078665
24.4,48.27040816
25.1,48.7317415
25.2,49.2043665
25.3,49.66240816
25.4,50.1317415
26.1,50.60640816
26.2,51.0677415
26.3,51.5397415
26.4,51.99840816
27.1,52.46613733
27.2,52.93440816
27.3,53.40644983
27.4,53.87144983
28.1,54.34240816
28.2,54.80894983
28.3,55.28238733
28.4,55.7477415
29.1,56.21440816
29.2,56.68107483
29.3,57.14238733
29.4,57.59707483
30.1,58.06240816
30.2,58.52426233
30.3,58.9957415
30.4,59.45332483
31.1,59.92107483
31.2,60.39363733
31.3,60.85676233
31.4,61.31144983
32.1,61.77440816
32.2,62.23840816
32.3,62.69707483
32.4,63.15551233
33.1,63.60907483
33.2,64.06769983
33.3,64.52894983
33.4,64.9957415
34.1,65.44957483
34.2,65.92301233
34.3,66.38507483
34.4,66.84832483
35.1,67.30582483
35.2,67.77926233
35.3,68.24107483
35.4,68.70507483
36.1,69.1637415
36.2,69.62613733
36.3,70.09019983
36.4,70.55840816
37.1,71.02507483
37.2,71.49707483
37.3,71.95840816
37.4,72.42507483
38.1,72.88394983
38.2,73.35082483
38.3,73.81440816
38.4,74.28047066
39.1,74.74863733
39.2,75.22301233
39.3,75.68613733
39.4,76.14969983
40.1,76.61107483
40.2,77.0757415
40.3,77.5397415
40.4,78.0037415
41.1,78.46240816
41.2,78.9317415
41.3,79.39040816
41.4,79.84907483
42.1,80.31307483
42.2,80.77440816
42.3,81.23307483
42.4,81.6997415
43.1,82.1637415
43.2,82.62457483
43.3,83.08019983
43.4,83.53488733
44.1,83.99801233
44.2,84.45644983
44.3,84.90832483
44.4,85.36582483
45.1,85.82907483
45.2,86.2997415
45.3,86.76082483
45.4,87.21707483
46.1,87.67707483
46.2,88.14547066
46.3,88.60488733
46.4,89.06240816
47.1,89.51840816
47.2,89.97307483
47.3,90.43207483
47.4,90.89707483
48.1,91.34907483
48.2,91.81040816
48.3,92.26957483
48.4,92.7317415
49.1,93.1877415
49.2,93.6437415
49.3,94.09707483
49.4,94.54240816
50.1,94.9997415
50.2,95.44953316
50.3,95.89707483
50.4,96.3477415
51.1,96.79019983
51.2,97.23644983
51.3,97.68507483
51.4,98.1397415
52.1,98.59394983
52.2,99.0397415
52.3,99.48907483
52.4,99.93840816
53.1,100.3837415
53.2,100.8304082
53.3,101.2770748
53.4,101.7277415
54.1,102.1784082
54.2,102.6233248
54.3,103.0714498
54.4,103.5214498
55.1,103.9704082
55.2,104.4101998
55.3,104.8517415
55.4,105.2930748
56.1,105.7370748
56.2,106.1764498
56.3,106.6184082
56.4,107.0544082
57.1,107.5010748
57.2,107.9445748
57.3,108.3824082
57.4,108.8184082
58.1,109.2598873
58.2,109.7080123
58.3,110.1476998
58.4,110.5808248
59.1,111.0157415
59.2,111.4489498
59.3,111.8886373
59.4,112.3358248
60.1,112.7677415
60.2,113.2170748
60.3,113.6483248
60.4,114.0850748
61.1,114.5258248
61.2,114.9692623
61.3,115.4064082
61.4,115.8370748
62.1,116.2770748
62.2,116.7176998
62.3,117.1570748
62.4,117.5904082
63.1,118.0264498
63.2,118.4633248
63.3,118.9011373
63.4,119.345679
64.1,119.7877415
64.2,120.2237415
64.3,120.6551998
64.4,121.0957415
65.1,121.5317415
65.2,121.9639498
65.3,122.4037415
65.4,122.8410748
66.1,123.2720748
66.2,123.7037415
66.3,124.1286373
66.4,124.5589498
67.1,124.9917415
67.2,125.4317623
67.3,125.8639498
67.4,126.2930748
68.1,126.7210748
68.2,127.1558248
68.3,127.5784082
68.4,128.0108248
69.1,128.4420748
69.2,128.8824082
69.3,129.3210332
69.4,129.7602207
70.1,130.1944082
70.2,130.6250748
70.3,131.0530748
70.4,131.4851998
71.1,131.9152623
71.2,132.3439498
71.3,132.7733248
71.4,133.2077415
72.1,133.6450748
72.2,134.0784082
72.3,134.5104082
72.4,134.9483248
73.1,135.3851998
73.2,135.8267623
73.3,136.2630748
73.4,136.6984082
74.1,137.1350748
74.2,137.5736998
74.3,138.0090748
74.4,138.4450748
75.1,138.8843457
75.2,139.3150748
75.3,139.7523457
75.4,140.1837415
76.1,140.6224082
76.2,141.0583457
76.3,141.4957415
76.4,141.9326998
77.1,142.3667623
77.2,142.7980123
77.3,143.2250748
77.4,143.6558248
78.1,144.0842623
78.2,144.5206998
78.3,144.9530748
78.4,145.3757415
79.1,145.8104082
79.2,146.2384082
79.3,146.6614498
79.4,147.0936373
80.1,147.5236998
80.2,147.9544082
80.3,148.3930748
80.4,148.8210748
81.1,149.2570748
81.2,149.6858248
81.3,150.1210748
81.4,150.5530123
82.1,150.9833248
82.2,151.4144082
82.3,151.8380748
82.4,152.2704082
83.1,152.6917415
83.2,153.1151998
83.3,153.5417623
83.4,153.9757415
84.1,154.4051998
84.2,154.8293665
84.3,155.2545748
84.4,155.6864082
85.1,156.1213665
85.2,156.5477415
85.3,156.9748873
85.4,157.4104082
86.1,157.8364498
86.2,158.2695748
86.3,158.7045748
86.4,159.1358248
87.1,159.5745748
87.2,160.0114498
87.3,160.4464498
87.4,160.8720748
88.1,161.3089498
88.2,161.7420748
88.3,162.1770748
88.4,162.6037415
89.1,163.0330748
89.2,163.4597415
89.3,163.8926998
89.4,164.3210748
90.1,164.7514498
90.2,165.1877415
90.3,165.6210748
90.4,166.0517415
91.1,166.4864082
91.2,166.9210748
91.3,167.3473873
91.4,167.7797415
92.1,168.2170748
92.2,168.6464082
92.3,169.0789498
92.4,169.5117415
93.1,169.9477415
93.2,170.3876998
93.3,170.8245748
93.4,171.2689498
94.1,171.7224082
94.2,172.1597415
94.3,172.6003665
94.4,173.0409915
95.1,173.4776998
95.2,173.9145748
95.3,174.3464082
95.4,174.7770748
96.1,175.2083248
96.2,175.6480123
96.3,176.0837415
96.4,176.5095748
97.1,176.9417623
97.2,177.3786373
97.3,177.8210748
97.4,178.2517415
98.1,178.6864082
98.2,179.1220748
98.3,179.5544082
98.4,179.9864082
99.1,180.4133248
99.2,180.8483248
99.3,181.2823873
99.4,181.7170748
100.1,182.1544082
100.2,182.5930748
100.3,183.0326998
100.4,183.4730748
101.1,183.9104082
101.2,184.3428248
101.3,184.7745748
101.4,185.2130748
102.1,185.6504082
102.2,186.0883248
102.3,186.5237415
102.4,186.9557415
103.1,187.3930748
103.2,187.8289498
103.3,188.2677415
103.4,188.7104082
104.1,189.1517415
104.2,189.5933248
104.3,190.035304
104.4,190.4792623
105.1,190.9180123
105.2,191.3597415
105.3,191.7970748
105.4,192.2330748
106.1,192.6711373
106.2,193.1108248
106.3,193.5580123
106.4,194.0014498
107.1,194.4476998
107.2,194.9024082
107.3,195.3477415
107.4,195.7984082
108.1,196.2504082
108.2,196.6984082
108.3,197.1517415
108.4,197.5997415
109.1,198.0597415
