Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
221,3,03:07,7,5.056493,,5.061959,,,,4,,5,,0.110476,,0.011289,
221,3,03:08,8,5.172112,,,,,,4.5,,,,0.146398,,,
221,3,03:09,9,5.296583,,,,,,5,,,,0.505669,,,
221,3,03:10,10,5.415216,,,,,,5.5,,,,0.077826,,,
221,3,03:11,11,5.533537,,5.539231,,,,6,,6.5,,0.086807,,0.0085,
221,3,03:12,12,5.656581,,,,,,6,,,,0.117857,,,
221,3,03:13,13,5.776935,,5.812157,,,,6.5,,6.5,,0.439671,,0.038772,
221,3,03:14,14,5.899575,,,,,,6.5,,,,0.086139,,,
221,3,03:15,15,6.022019,6.037335,,,,,7,0.5,,,0.087001,0.185676,,
221,3,03:16,16,6.141687,,,,,,7.5,,,,0.103601,,,
221,3,04:01,1,6.278315,6.304287,6.283799,,,,8,1,7.5,,0.225228,0.351665,0.02692,
221,3,04:02,2,6.391479,,,,,,8.5,,,,0.077203,,,
221,3,04:03,3,6.512589,,,,,,8.5,,,,0.093248,,,
221,3,04:04,4,6.629629,6.646315,6.635395,,,,8.5,1.5,7.5,,0.111646,0.195684,0.035452,
221,3,04:05,5,6.756009,,,,,,8.5,,,,0.4008,,,
221,3,04:06,6,6.876085,6.894263,,,,,8.5,2,,,0.084859,0.127928,,
221,3,04:07,7,6.989144,,7.017966,,,,8.5,,7,,0.120914,,0.009155,
221,3,04:08,8,7.107308,,,,,,8.5,,,,0.127957,,,
221,3,04:09,9,7.242522,7.257552,,,,,8.5,2.5,,,0.368086,0.087625,,
221,3,04:10,10,7.361542,,,,,,8.5,,,,0.107104,,,
221,3,04:11,11,7.482415,7.494105,7.482866,,,,8.5,3,7,,0.100916,0.110705,0.009628,
221,3,04:12,12,7.598812,7.598274,,,,,8.5,3.5,,,0.105132,0.113591,,
221,3,04:13,13,7.720955,7.766019,7.743004,,,,8.5,4,7,,0.468057,0.157272,0.027075,
221,3,04:14,14,7.844904,,,,,,8.5,,,,0.090271,,,
221,3,04:15,15,7.973972,,,,,,8.5,,,,0.085881,,,
221,3,04:16,16,8.094898,,,,,,8.5,,,,0.117506,,,
221,3,05:01,1,8.217619,8.233628,8.236395,,,,8.5,4,7.5,,0.295422,0.380509,0.020503,
221,3,05:02,2,8.332218,,,,,,8.5,,,,0.102135,,,
221,3,05:03,3,8.459735,,,,,,8.5,,,,0.083148,,,
221,3,05:04,4,8.580098,8.576576,8.591351,,,,8.5,4,8,,0.118577,0.194187,0.006622,
221,3,05:05,5,8.700545,,,,,,8.5,,,,0.221304,,,
221,3,05:06,6,8.822362,8.832257,,,,,8.5,4,,,0.115692,0.101708,,
221,3,05:07,7,8.937534,,8.970085,,,,8.5,,8.5,,0.150336,,0.010767,
221,3,05:08,8,9.055308,,,,,,8.5,,,,0.11701,,,
221,3,05:09,9,9.191429,9.211849,,,,,8.5,4,,,0.409878,0.218009,,
221,3,05:10,10,9.306828,,,,,,8.5,,,,0.123567,,,
221,3,05:11,11,9.421341,9.442231,9.433108,,,,8.5,4,8.5,,0.094911,0.114286,0.023841,
221,3,05:12,12,9.54372,,,,,,8.5,,,,0.106864,,,
221,3,05:13,13,9.670349,9.707835,9.69179,,,,8.5,3.5,8,,0.229975,0.16793,0.014821,
221,3,05:14,14,9.792711,,,,,,8.5,,,,0.092229,,,
221,3,05:15,15,9.905808,,,,,,8.5,,,,0.104365,,,
221,3,05:16,16,10.023262,,,,,,8.5,,,,0.112167,,,
221,3,06:01,1,10.150058,10.174981,10.174573,,,,8.5,3.5,8,,0.281234,0.262763,0.232993,
221,3,06:02,2,10.270507,,,,,,8.5,,,,0.082787,,,
221,3,06:03,3,10.392491,,,,,,8.5,,,,0.079741,,,
221,3,06:04,4,10.513372,10.52161,10.506712,,,,8.5,3.5,8.5,,0.092191,0.127516,0.025286,
221,3,06:05,5,10.632537,,,,,,8.5,,,,0.273622,,,
221,3,06:06,6,10.753643,10.770844,,,,,8.5,3.5,,,0.105525,0.070292,,
221,3,06:07,7,10.869171,,10.889743,,,,8.5,,8,,0.104372,,0.010361,
221,3,06:08,8,10.989537,,,,,,8.5,,,,0.074278,,,
221,3,06:09,9,11.115423,11.140783,,,,,8.5,3.5,,,0.29696,0.20449,,
221,3,06:10,10,11.239538,,11.245621,,,,8.5,,8,,0.080102,,0.006919,
221,3,06:11,11,11.351637,11.369596,,,,,8.5,3.5,,,0.085486,0.151245,,
221,3,06:12,12,11.471613,,,,,,8.5,,,,0.069917,,,
221,3,06:13,13,11.608411,11.633066,11.617347,,,,8.5,3.5,8.5,,0.202463,0.138529,0.022862,
221,3,06:14,14,11.721919,,,,,,8.5,,,,0.082861,,,
221,3,06:15,15,11.833782,,,,,,8.5,,,,0.096801,,,
221,3,06:16,16,11.957345,,,,,,8.5,,,,0.102837,,,
221,3,07:01,1,12.080531,12.107135,12.095397,,,,8.5,3.5,8.5,,0.23031,0.337189,0.140453,
221,3,07:02,2,12.203325,,,,,,8.5,,,,0.088189,,,
221,3,07:03,3,12.320844,,,,,,8.5,,,,0.062335,,,
221,3,07:04,4,12.443381,12.447085,12.429745,,,,8.5,3.5,8,,0.074787,0.191584,0.022341,
221,3,07:05,5,12.56017,,,,,,8.5,,,,0.300966,,,
221,3,07:06,6,12.680424,12.698923,,,,,8.5,3.5,,,0.097538,0.067393,,
221,3,07:07,7,12.793237,,12.807694,,,,8.5,,8,,0.108151,,0.010595,
221,3,07:08,8,12.913166,,,,,,8.5,,,,0.094807,,,
221,3,07:09,9,13.033703,13.040472,,,,,8.5,3.5,,,0.282542,0.168949,,
221,3,07:10,10,13.167706,,13.171169,,,,8.5,,8,,0.081199,,0.007969,
221,3,07:11,11,13.281032,13.275876,,,,,8.5,3.5,,,0.096106,0.093414,,
221,3,07:12,12,13.390338,,,,,,8.5,,,,0.08105,,,
221,3,07:13,13,13.523365,13.548611,13.535534,,,,8.5,3.5,8,,0.322361,0.073281,0.025514,
221,3,07:14,14,13.641126,,,,,,8.5,,,,0.078798,,,
221,3,07:15,15,13.7596,13.742165,,,,,8.5,3.5,,,0.058733,0.092856,,
221,3,07:16,16,13.868376,,13.863276,,,,8.5,,7.5,,0.07978,,0.352137,
221,3,08:01,1,13.997354,14.028051,14.015535,,,,8.5,4,7.5,,0.337838,0.449445,0.007788,
221,3,08:02,2,14.101387,,,,,,8.5,,,,0.100763,,,
221,3,08:03,3,14.223463,14.261142,,,,,8.5,4,,,0.091578,0.030514,,
221,3,08:04,4,14.341268,,14.329886,,,,8.5,,7,,0.089551,,0.007896,
221,3,08:05,5,14.462937,14.502372,,,,,8.5,4.5,,,0.319395,0.510116,,
221,3,08:06,6,14.58428,14.626635,,,,,8.5,5,,,0.090387,0.13529,,
221,3,08:07,7,14.690778,,14.720929,,,,8.5,,8,,0.091208,,0.01308,
221,3,08:08,8,14.811435,14.80825,,,,,8.5,5,,,0.091374,0.05449,,
221,3,08:09,9,14.929334,14.968163,,,,,8.5,5.5,,,0.151004,0.466817,,
221,3,08:10,10,15.050868,15.084653,15.091756,,,,8.5,5.5,8,,0.098949,0.13015,0.009042,
221,3,08:11,11,15.164907,,,,,,9,,,,0.096863,,,
221,3,08:12,12,15.291742,15.287077,,,,,8.5,5.5,,,0.107125,0.354845,,
221,3,08:13,13,15.415099,15.446838,15.418389,,,,8.5,6,8,,0.15406,0.189532,0.018145,
221,3,08:14,14,15.527889,15.55894,,,,,8.5,6,,,0.076431,0.155051,,
221,3,08:15,15,15.645011,,,,,,8.5,,,,0.089762,,,
221,3,08:16,16,15.760454,15.756934,15.736707,,,,8.5,6,8,,0.083533,0.202461,0.387974,
221,3,09:01,1,15.887409,15.91993,15.890369,,,,8.5,6.5,8,,0.310334,0.433846,0.008563,
221,3,09:02,2,15.997196,,,,,,9,,,,0.090896,,,
221,3,09:03,3,16.11337,,,,,,8.5,,,,0.109375,,,
221,3,09:04,4,16.233204,16.248068,16.220251,,,,8.5,6.5,8.5,,0.096149,0.251912,0.035469,
221,3,09:05,5,16.346412,,,,,,8.5,,,,0.371697,,,
221,3,09:06,6,16.467723,16.479476,,,,,8.5,6,,,0.09899,0.092212,,
221,3,09:07,7,16.582931,,16.597253,,,,9,,7.5,,0.110227,,0.010881,
221,3,09:08,8,16.705213,,,,,,8.5,,,,0.10378,,,
221,3,09:09,9,16.82021,16.843031,,,,,8.5,5,,,0.415086,0.254803,,
221,3,09:10,10,16.935356,,16.940634,,,,8.5,,7,,0.107932,,0.0104,
221,3,09:11,11,17.049953,17.05505,,,,,9,5,,,0.09631,0.167847,,
221,3,09:12,12,17.164287,,,,,,9,,,,0.080527,,,
221,3,09:13,13,17.286342,17.325814,17.309234,,,,9,4.5,7,,0.382867,0.147216,0.056932,
221,3,09:14,14,17.398484,,,,,,9,,,,0.049484,,,
221,3,09:15,15,17.52244,,,,,,9,,,,0.063211,,,
221,3,09:16,16,17.634644,,17.629315,,,,9,,7,,0.094522,,0.401797,
221,3,10:01,1,17.75052,17.78447,17.776484,,,,9,3.5,7,,0.44672,0.393274,0.009776,
221,3,10:02,2,17.862673,,,,,,9,,,,0.089133,,,
221,3,10:03,3,17.983104,,,,,,9,,,,0.09799,,,
221,3,10:04,4,18.099293,18.108109,,,,,9,3.5,,,0.119078,0.171434,,
221,3,10:05,5,18.205255,,,,,,9,,,,0.524595,,,
221,3,10:06,6,18.327654,18.351787,18.355332,,,,9,3.5,8,,0.096473,0.109875,0.358912,
221,3,10:07,7,18.44546,,18.484081,,,,9,,8,,0.096657,,0.025246,
221,3,10:08,8,18.563867,,,,,,9,,,,0.097408,,,
221,3,10:09,9,18.694006,18.715585,,,,,9,3.5,,,0.4375,0.238325,,
221,3,10:10,10,18.810684,,,,,,9,,,,0.102796,,,
221,3,10:11,11,18.934678,18.934033,,,,,9,3.5,,,0.070959,0.16908,,
221,3,10:12,12,19.053541,,19.006561,,,,8.5,,7.5,,0.106645,,0.483423,
221,3,10:13,13,19.165264,19.1968,19.165728,,,,8.5,3.5,7.5,,0.367112,0.219931,0.006412,
221,3,10:14,14,19.278089,,,,,,9,,,,0.100142,,,
221,3,10:15,15,19.396791,,,,,,9,,,,0.073088,,,
221,3,10:16,16,19.520075,,,,,,9,,,,0.086402,,,
221,3,11:01,1,19.633529,19.646752,,,,,9,3.5,,,0.282967,0.368922,,
221,3,11:02,2,19.744476,,19.753092,,,,9,,7.5,,0.100245,,0.324738,
221,3,11:03,3,19.863659,,19.880868,,,,8.5,,7,,0.061051,,0.303969,
221,3,11:04,4,19.99184,19.981339,,,,,8.5,3.5,,,0.091323,0.182755,,
221,3,11:05,5,20.096704,,,,,,9,,,,0.306616,,,
221,3,11:06,6,20.217204,20.239357,20.240127,,,,8.5,3.5,6,,0.07307,0.106536,0.260206,
221,3,11:07,7,20.336396,,20.354543,,,,8.5,,6.5,,0.080305,,0.335165,
221,3,11:08,8,20.454403,,,,,,8.5,,,,0.082693,,,
221,3,11:09,9,20.571723,20.596483,,,,,8.5,3.5,,,0.287485,0.367368,,
221,3,11:10,10,20.686975,,20.706073,,,,9,,6,,0.08346,,0.223395,
221,3,11:11,11,20.803583,20.816529,20.827966,,,,9,3.5,6,,0.083495,0.277805,0.435233,
221,3,11:12,12,20.917646,,,,,,9,,,,0.082409,,,
221,3,11:13,13,21.031631,21.075759,21.065897,,,,9,3.5,5.5,,0.46778,0.283786,0.313784,
221,3,11:14,14,21.158121,,21.18798,,,,9,,5.5,,0.081151,,0.292285,
221,3,11:15,15,21.273806,,,,,,9,,,,0.071314,,,
221,3,11:16,16,21.404057,,21.409654,,,,8.5,,5.5,,0.057586,,0.296787,
221,3,12:01,1,21.512597,21.542109,21.543224,,,,9,3.5,5.5,,0.25859,0.502915,0.012236,
221,3,12:02,2,21.624027,,,,,,9,,,,0.088586,,,
221,3,12:03,3,21.752275,,21.772728,,,,8.5,,5.5,,0.064494,,0.295668,
221,3,12:04,4,21.871292,21.864242,21.895641,,,,8.5,3.5,5.5,,0.038355,0.15974,0.325568,
221,3,12:05,5,21.987127,,,,,,9,,,,0.399442,,,
221,3,12:06,6,22.10326,22.117725,22.120496,,,,8.5,3.5,6,,0.089439,0.119122,0.357338,
221,3,12:07,7,22.223369,,22.248995,,,,8.5,,6,,0.077994,,0.418286,
221,3,12:08,8,22.343768,,,,,,8.5,,,,0.048171,,,
221,3,12:09,9,22.468163,22.485978,22.475281,,,,8.5,3.5,6,,0.194505,0.313257,0.178606,
221,3,12:10,10,22.579586,,22.598076,,,,8.5,,6.5,,0.061538,,0.007661,
221,3,12:11,11,22.68565,22.704158,,,,,9,3.5,,,0.075859,0.290512,,
221,3,12:12,12,22.799,,22.824821,,,,9,,7,,0.044389,,0.175051,
221,3,12:13,13,22.923397,22.97044,22.959201,,,,8.5,3.5,7,,0.251395,0.08347,0.022099,
221,3,12:14,14,23.041906,,,,,,8.5,,,,0.081615,,,
221,3,12:15,15,23.163759,23.172114,23.185198,,,,8.5,3.5,8,,0.058489,0.702912,0.223176,
221,3,12:16,16,23.281189,,23.302773,,,,8.5,,8,,0.052855,,0.009924,
221,3,13:01,1,23.4165,,,,,,8.5,,,,0.243097,,,
221,3,13:02,2,23.526653,23.555256,23.5315,,,,8.5,3.5,8.5,,0.075427,0.031879,0.341323,
221,3,13:03,3,23.646021,,23.6432,,,,8.5,,8,,0.041822,,0.00799,
221,3,13:04,4,23.763871,,23.749318,,,,8.5,,9,,0.064605,,0.260584,
221,3,13:05,5,23.892785,23.890071,23.893886,,,,8.5,4,9,,0.335654,0.557562,0.334847,
221,3,13:06,6,23.989727,24.030125,24.013727,,,,8.5,4.5,9,,0.064802,0.240329,0.464628,
221,3,13:07,7,24.101813,,,,,,9,,,,0.084169,,,
221,3,13:08,8,24.21021,24.215774,24.208669,,,,9,4.5,9,,0.056115,0.289159,0.045423,
221,3,13:09,9,24.339475,24.357104,24.353577,,,,9,5,9,,0.391614,0.454824,0.285466,
221,3,13:10,10,24.451042,24.492033,24.478107,,,,9,5,9,,0.07028,0.131563,0.085247,
221,3,13:11,11,24.556081,,,,,,9,,,,0.081171,,,
221,3,13:12,12,24.67456,24.672096,24.682303,,,,9,5.5,9,,0.100937,0.517589,0.44401,
221,3,13:13,13,24.790399,24.832539,24.822377,,,,9,5.5,9,,0.440745,0.560114,0.150742,
221,3,13:14,14,24.901474,,24.925934,,,,9,,9,,0.084379,,0.181101,
221,3,13:15,15,25.007668,25.027379,25.033391,,,,9,5.5,9,,0.109304,0.055785,0.288149,
221,3,13:16,16,25.124182,,25.137607,,,,9,,8.5,,0.104059,,0.431909,
221,3,14:01,1,25.242987,,25.279047,,,,9,,8.5,,0.443427,,0.227067,
221,3,14:02,2,25.355897,,,,,,9,,,,0.116889,,,
221,3,14:03,3,25.458902,,,,,,9,,,,0.145624,,,
221,3,14:04,4,25.575137,25.593321,25.601239,,,,9,5.5,8,,0.104159,0.396867,0.211443,
221,3,14:05,5,25.694738,,25.72752,,,,9,,7.5,,0.563804,,0.398344,
221,3,14:06,6,25.815521,25.846601,25.848628,,,,9,5.5,7.5,,0.103732,0.246707,0.315725,
221,3,14:07,7,25.928699,,,,,,9,,,,0.142521,,,
221,3,14:08,8,26.040097,,26.039339,,,,9,,7,,0.110225,,0.041585,
221,3,14:09,9,26.157209,26.203793,26.163066,,,,9,5,7.5,,0.62921,0.47934,0.1585,
221,3,14:10,10,26.266622,,26.288949,,,,9,,7.5,,0.10179,,0.084924,
221,3,14:11,11,26.374454,26.406742,,,,,9,4.5,,,0.097733,0.193392,,
221,3,14:12,12,26.496395,,26.479327,,,,9,,7,,0.10771,,0.414431,
221,3,14:13,13,26.609836,,26.617151,,,,9,,7.5,,0.468847,,0.050913,
221,3,14:14,14,26.721246,,,,,,9,,,,0.100255,,,
221,3,14:15,15,26.83183,,,,,,9,,,,0.113662,,,
221,3,14:16,16,26.948966,,26.948877,,,,9,,7.5,,0.108392,,0.103668,
221,3,15:01,1,27.068406,27.095129,27.097733,,,,9,3.5,7.5,,0.651965,0.610534,0.114049,
221,3,15:02,2,27.178955,,,,,,9,,,,0.123802,,,
221,3,15:03,3,27.277305,,,,,,9,,,,0.163613,,,
221,3,15:04,4,27.40274,27.407281,27.418979,,,,9,3.5,7,,0.113458,0.297141,0.206923,
221,3,15:05,5,27.515015,,27.543635,,,,9,,7.5,,0.67719,,0.275064,
221,3,15:06,6,27.627128,27.65316,27.660222,,,,9,3.5,7.5,,0.115048,0.20746,0.138059,
221,3,15:07,7,27.743486,,,,,,9,,,,0.115356,,,
221,3,15:08,8,27.857806,,27.850433,,,,9,,7,,0.097142,,0.08146,
221,3,15:09,9,27.964632,28.011274,27.97862,,,,9,3.5,7.5,,0.695256,0.407626,0.170121,
221,3,15:10,10,28.080149,,28.110899,,,,9,,7.5,,0.114812,,0.094911,
221,3,15:11,11,28.19028,28.208954,,,,,9,3.5,,,0.145606,0.312918,,
221,3,15:12,12,28.30859,,28.288149,,,,9,,7.5,,0.115305,,0.181695,
221,3,15:13,13,28.432279,28.464779,28.431644,,,,9,3.5,7.5,,0.667502,0.225631,0.175149,
221,3,15:14,14,28.542595,,28.547527,,,,9,,7.5,,0.098295,,0.098021,
221,3,15:15,15,28.662384,,28.650127,,,,9,,7.5,,0.086463,,0.212845,
221,3,15:16,16,28.780927,,28.751573,,,,9,,7.5,,0.104908,,0.528206,
221,3,16:01,1,28.892121,28.912905,28.886733,,,,9,3.5,7.5,,0.617928,0.562281,0.041304,
221,3,16:02,2,29.001153,,29.006726,,,,9,,7.5,,0.095182,,0.010238,
221,3,16:03,3,29.118756,,,,,,9,,,,0.103494,,,
221,3,16:04,4,29.234391,29.222128,29.205357,,,,9,3.5,8,,0.099259,0.318111,0.035897,
221,3,16:05,5,29.335042,,,,,,9,,,,0.307944,,,
221,3,16:06,6,29.451324,29.468213,,,,,9,3.5,,,0.101473,0.188103,,
221,3,16:07,7,29.56759,,29.564482,,,,9,,7.5,,0.115644,,0.016689,
221,3,16:08,8,29.682681,,,,,,9,,,,0.068499,,,
221,3,16:09,9,29.790058,29.820675,,,,,9,3.5,,,0.592162,0.392053,,
221,3,16:10,10,29.895278,,29.900403,,,,9,,8,,0.127414,,0.014118,
221,3,16:11,11,30.012573,30.028472,,,,,9,3.5,,,0.130185,0.094614,,
221,3,16:12,12,30.126981,,,,,,9,,,,0.08883,,,
221,3,16:13,13,30.237468,30.265189,30.265681,,,,9,3.5,8.5,,0.384874,0.100942,0.035349,
221,3,16:14,14,30.3553,,,,,,9,,,,0.110805,,,
221,3,16:15,15,30.471763,30.462298,,,,,9,4,,,0.072392,0.226028,,
221,3,16:16,16,30.5866,,30.566137,,,,9,,8.5,,0.061503,,0.334017,
221,3,17:01,1,30.710991,30.732645,,,,,9,4,,,0.657645,0.603324,,
221,3,17:02,2,30.805469,,30.824577,,,,9,,8,,0.112603,,0.019102,
221,3,17:03,3,30.919471,30.928049,,,,,9,4,,,0.115676,0.545928,,
221,3,17:04,4,31.041243,31.052977,31.028504,,,,9,4.5,7.5,,0.096399,0.081338,0.380787,
221,3,17:05,5,31.149086,31.169922,31.166463,,,,9,5,7.5,,0.611879,0.815756,0.604946,
221,3,17:06,6,31.267048,31.275427,,,,,9,5,,,0.110776,0.340495,,
221,3,17:07,7,31.378538,,,,,,9,,,,0.070528,,,
221,3,17:08,8,31.506145,31.469841,31.472864,,,,9,5,7,,0.109969,0.294906,0.488304,
221,3,17:09,9,31.609196,31.63664,,,,,9,5.5,,,0.789267,0.649375,,
221,3,17:10,10,31.722633,31.745409,31.744586,,,,9,6,6.5,,0.118481,0.443036,0.006743,
221,3,17:11,11,31.833398,,,,,,9,,,,0.122384,,,
221,3,17:12,12,31.962339,,31.961099,,,,9,,6,,0.106577,,0.427806,
221,3,17:13,13,32.066342,32.099876,32.083119,,,,9,5.5,6,,0.721012,0.626192,0.44022,
221,3,17:14,14,32.17911,,32.178798,,,,9,,6,,0.068769,,0.103641,
221,3,17:15,15,32.289728,32.29989,,,,,9,5.5,,,0.067124,0.247403,,
221,3,17:16,16,32.405512,,32.395096,,,,9,,6,,0.080111,,0.011124,
221,3,18:01,1,32.518102,32.564609,32.539334,,,,9,5.5,6,,0.655209,0.666042,0.558765,
221,3,18:02,2,32.642793,,32.663256,,,,9,,6,,0.065925,,0.010835,
221,3,18:03,3,32.745723,,,,,,9,,,,0.1086,,,
221,3,18:04,4,32.868985,32.871692,32.878807,,,,9,5.5,6,,0.059945,0.397939,0.464712,
221,3,18:05,5,32.981049,,33.004285,,,,9,,6.5,,0.574076,,0.013099,
221,3,18:06,6,33.097222,33.112285,33.11742,,,,9,5,6.5,,0.06575,0.248841,0.571037,
221,3,18:07,7,33.211114,,,,,,9,,,,0.077526,,,
221,3,18:08,8,33.304246,,33.301634,,,,9,,6.5,,0.057814,,0.505536,
221,3,18:09,9,33.441313,33.472178,,,,,9,4,,,0.506418,0.535053,,
221,3,18:10,10,33.55157,,33.57808,,,,9,,6.5,,0.067741,,0.232525,
221,3,18:11,11,33.655689,33.674459,,,,,9,4,,,0.112047,0.413207,,
221,3,18:12,12,33.772404,,,,,,9,,,,0.068795,,,
221,3,18:13,13,33.88907,33.932276,33.916977,,,,9,4,6.5,,0.58273,0.297514,0.177162,
221,3,18:14,14,34.006057,,34.010991,,,,9,,6.5,,0.113542,,0.199702,
221,3,18:15,15,34.120625,,34.114187,,,,9,,6.5,,0.097239,,0.231021,
221,3,18:16,16,34.235183,,34.222067,,,,9,,6.5,,0.107618,,0.487538,
221,3,19:01,1,34.353851,34.377129,34.356321,,,,9,3.5,6.5,,0.526677,0.625527,0.502438,
221,3,19:02,2,34.468148,,34.467548,,,,9,,6.5,,0.099374,,0.024411,
221,3,19:03,3,34.573343,,,,,,9,,,,0.11441,,,
221,3,19:04,4,34.687385,34.678634,34.684698,,,,9,3.5,6,,0.08509,0.321643,0.269013,
221,3,19:05,5,34.800911,,34.81122,,,,9,,6.5,,0.63935,,0.377745,
221,3,19:06,6,34.913638,34.928284,34.918599,,,,9,3.5,6.5,,0.092401,0.236295,0.26808,
221,3,19:07,7,35.024335,,35.019216,,,,9,,6.5,,0.07843,,0.359249,
221,3,19:08,8,35.138337,,35.111347,,,,9,,7,,0.076404,,0.247546,
221,3,19:09,9,35.253465,35.28272,35.257798,,,,9,3.5,7,,0.574357,0.453819,0.383292,
221,3,19:10,10,35.359187,,35.382586,,,,9,,7,,0.112704,,0.020381,
221,3,19:11,11,35.468004,35.499436,,,,,9,3.5,,,0.134233,0.358747,,
221,3,19:12,12,35.588721,,35.594259,,,,9,,7,,0.082919,,0.249876,
221,3,19:13,13,35.701973,35.748718,35.722531,,,,9,3.5,7.5,,0.244806,0.22425,0.333159,
221,3,19:14,14,35.817786,,35.829652,,,,9,,8,,0.097954,,0.262283,
221,3,19:15,15,35.930199,,35.932655,,,,9,,8,,0.069222,,0.386999,
221,3,19:16,16,36.050071,,36.026988,,,,9,,8,,0.096616,,0.391676,
221,3,20:01,1,36.161166,36.193938,36.16408,,,,9,3.5,8,,0.526133,0.715696,0.37517,
221,3,20:02,2,36.281375,,36.289358,,,,9,,8,,0.109545,,0.023528,
221,3,20:03,3,36.385069,36.402555,,,,,9,3.5,,,0.113839,0.335184,,
221,3,20:04,4,36.505621,,36.497046,,,,9,,7.5,,0.076837,,0.208826,
221,3,20:05,5,36.607937,36.626494,36.632934,,,,9,4,8,,0.528043,0.73192,0.39118,
221,3,20:06,6,36.725518,36.746621,36.735461,,,,9,4,8,,0.095201,0.347135,0.200268,
221,3,20:07,7,36.838894,,36.836798,,,,9,,8,,0.092832,,0.256559,
221,3,20:08,8,36.951081,36.940103,36.926732,,,,9,4,8,,0.070244,0.363595,0.461489,
221,3,20:09,9,37.068185,37.098437,37.068466,,,,9,4.5,8,,0.690373,0.550565,0.378307,
221,3,20:10,10,37.172432,37.204349,37.183929,,,,9,5,8,,0.115206,0.467965,0.032068,
221,3,20:11,11,37.276383,,,,,,9,,,,0.130763,,,
221,3,20:12,12,37.396692,37.390723,37.39682,,,,9,5,7.5,,0.120101,0.478588,0.267874,
221,3,20:13,13,37.502058,37.523503,37.530065,,,,9,5,8,,0.744346,0.312401,0.294392,
221,3,20:14,14,37.616698,37.64008,37.629673,,,,9,5.5,8,,0.104282,0.528582,0.284009,
221,3,20:15,15,37.723862,37.721329,37.729932,,,,9,6,8,,0.112529,0.343949,0.392922,
221,3,20:16,16,37.834594,,37.817784,,,,9,,8.5,,0.08981,,0.338343,
221,3,21:01,1,37.945798,37.982887,37.957777,,,,9,6,8,,0.421116,0.71648,0.351392,
221,3,21:02,2,38.06305,,38.071558,,,,9,,8,,0.118314,,0.256122,
221,3,21:03,3,38.162679,,38.177159,,,,9,,8,,0.184206,,0.315871,
221,3,21:04,4,38.270822,38.297324,38.286811,,,,9.5,6,8.5,,0.086408,0.314391,0.216631,
221,3,21:05,5,38.393351,,38.409406,,,,9,,8.5,,0.6427,,0.427911,
221,3,21:06,6,38.491649,38.534109,38.530667,,,,9.5,6,8.5,,0.129987,0.250456,0.488427,
221,3,21:07,7,38.598084,,,,,,9.5,,,,0.184185,,,
221,3,21:08,8,38.71398,,38.716943,,,,9.5,,8.5,,0.141299,,0.19737,
221,3,21:09,9,38.835804,38.880715,38.853119,,,,9.5,5.5,8,,0.637071,0.38553,0.570769,
221,3,21:10,10,38.951625,,38.964987,,,,9,,8,,0.116881,,0.155231,
