Cycle,Time
1.1,0.141815476
1.2,0.702857142
1.3,1.234857142
1.4,1.777523809
2.1,2.273690476
2.2,2.810857142
2.3,3.301190476
2.4,3.803690476
3.1,4.313982142
3.2,4.806857142
3.3,5.288690476
3.4,5.776190476
4.1,6.263690476
4.2,6.754940476
4.3,7.234940476
4.4,7.722440476
5.1,8.213690476
5.2,8.696190476
5.3,9.181190476
5.4,9.662857142
6.1,10.14494048
6.2,10.62494048
6.3,11.10494048
6.4,11.59619048
7.1,12.07885714
7.2,12.54869048
7.3,13.02869048
7.4,13.50869048
8.1,13.98819048
8.2,14.45744048
8.3,14.92994048
8.4,15.40994048
9.1,15.87885714
9.2,16.35219048
9.3,16.81806548
9.4,17.28119048
10.1,17.74994048
10.2,18.22244048
10.3,18.69306548
10.4,19.15994048
11.1,19.62494048
11.2,20.09369048
11.3,20.56819048
11.4,21.05352381
12.1,21.52819048
12.2,22.00244048
12.3,22.47306548
12.4,22.94019048
13.1,23.40819048
13.2,23.87219048
13.3,24.32685714
13.4,24.78119048
14.1,25.23494048
14.2,25.68306548
14.3,26.14994048
14.4,26.59994048
15.1,27.05885714
15.2,27.50685714
15.3,27.96419048
15.4,28.42431548
16.1,28.88744048
16.2,29.34285714
16.3,29.80552381
16.4,30.25806548
17.1,30.69885714
17.2,31.15619048
17.3,31.61744048
17.4,32.07219048
18.1,32.52306548
18.2,32.97869048
18.3,33.44369048
18.4,33.89619048
19.1,34.34931548
19.2,34.79369048
19.3,35.25119048
19.4,35.71085714
20.1,36.15869048
20.2,36.61219048
20.3,37.05869048
20.4,37.50681548
21.1,37.94552381
21.2,38.38152381
21.3,38.83431548
21.4,39.27619048
22.1,39.72869048
22.2,40.18619048
22.3,40.64685714
22.4,41.10419048
23.1,41.55352381
23.2,41.99885714
23.3,42.45869048
23.4,42.91485714
24.1,43.36431548
24.2,43.82019048
24.3,44.28869048
24.4,44.73752381
25.1,45.20285714
25.2,45.66152381
25.3,46.11869048
25.4,46.55619048
26.1,47.01985714
26.2,47.46952381
26.3,47.92621131
26.4,48.38952381
27.1,48.85729464
27.2,49.31233631
27.3,49.76321131
27.4,50.22664881
28.1,50.68185714
28.2,51.13277381
28.3,51.60060714
28.4,52.05752381
29.1,52.50306548
29.2,52.97556548
29.3,53.42819048
29.4,53.87852381
30.1,54.34056548
30.2,54.78952381
30.3,55.24152381
30.4,55.71610714
31.1,56.17352381
31.2,56.63485714
31.3,57.08685714
31.4,57.55431548
32.1,58.01181548
32.2,58.47869048
32.3,58.92119048
32.4,59.39181548
33.1,59.84685714
33.2,60.29931548
33.3,60.75352381
33.4,61.22152381
34.1,61.67485714
34.2,62.14019048
34.3,62.61306548
34.4,63.08685714
35.1,63.55085714
35.2,64.01658631
35.3,64.48619048
35.4,64.94729464
36.1,65.41885714
36.2,65.88419048
36.3,66.34056548
36.4,66.81304464
37.1,67.27860714
37.2,67.73369048
37.3,68.20419048
37.4,68.66556548
38.1,69.13056548
38.2,69.58994048
38.3,70.05869048
38.4,70.51337798
39.1,70.97931548
39.2,71.43869048
39.3,71.90419048
39.4,72.35533631
40.1,72.81885714
40.2,73.27056548
40.3,73.72685714
40.4,74.16869048
41.1,74.61619048
41.2,75.07619048
41.3,75.52244048
41.4,75.98181548
42.1,76.43085714
42.2,76.88019048
42.3,77.32244048
42.4,77.77056548
43.1,78.21869048
43.2,78.65744048
43.3,79.09431548
43.4,79.54952381
44.1,79.99244048
44.2,80.44244048
44.3,80.88869048
44.4,81.33306548
45.1,81.77744048
45.2,82.22552381
45.3,82.66952381
45.4,83.10869048
46.1,83.55306548
46.2,83.99744048
46.3,84.44152381
46.4,84.89556548
47.1,85.34556548
47.2,85.78994048
47.3,86.24181548
47.4,86.68994048
48.1,87.14181548
48.2,87.58019048
48.3,88.04285714
48.4,88.49369048
49.1,88.94152381
49.2,89.38619048
49.3,89.84019048
49.4,90.28431548
50.1,90.73619048
50.2,91.17885714
50.3,91.62419048
50.4,92.06952381
51.1,92.51885714
51.2,92.96152381
51.3,93.40685714
51.4,93.85085714
52.1,94.29619048
52.2,94.73556548
52.3,95.18419048
52.4,95.63219048
53.1,96.07244048
53.2,96.51119048
53.3,96.96685714
53.4,97.41219048
54.1,97.85931548
54.2,98.29485714
54.3,98.73752381
54.4,99.19431548
55.1,99.64952381
55.2,100.0943155
55.3,100.5401071
55.4,100.9943155
56.1,101.4375238
56.2,101.8921905
56.3,102.3441905
56.4,102.7868571
57.1,103.2375238
57.2,103.6881905
57.3,104.1311905
57.4,104.5793155
58.1,105.0215238
58.2,105.4755655
58.3,105.9335238
58.4,106.3924405
59.1,106.8443155
59.2,107.2908571
59.3,107.7518155
59.4,108.2111905
60.1,108.6695238
60.2,109.1195655
60.3,109.5743155
60.4,110.0336905
61.1,110.5015238
61.2,110.9599405
61.3,111.4136905
61.4,111.8693155
62.1,112.3174405
62.2,112.7711905
62.3,113.2380655
62.4,113.7001905
63.1,114.1568155
63.2,114.6055238
63.3,115.0680655
63.4,115.5321905
64.1,115.9908571
64.2,116.4388571
64.3,116.9055238
64.4,117.3708571
65.1,117.8111905
65.2,118.2681905
65.3,118.7361905
65.4,119.2174405
66.1,119.6730655
66.2,120.1324405
66.3,120.6055238
66.4,121.0624405
67.1,121.5311905
67.2,121.9811905
67.3,122.4455238
67.4,122.9055655
68.1,123.3630655
68.2,123.8111905
68.3,124.2743155
68.4,124.7348571
69.1,125.1988571
69.2,125.6474196
69.3,126.1015238
69.4,126.5641905
70.1,127.0375238
70.2,127.5015238
70.3,127.9647738
70.4,128.4415238
71.1,128.8993571
71.2,129.3535238
71.3,129.8268571
71.4,130.2775238
72.1,130.7348571
72.2,131.2028571
72.3,131.6521905
72.4,132.1135238
73.1,132.5695238
73.2,133.0361905
73.3,133.4948571
73.4,133.9521905
74.1,134.4121488
74.2,134.8655238
74.3,135.3348571
74.4,135.7908571
75.1,136.2681905
75.2,136.7175238
75.3,137.1948571
75.4,137.6321905
76.1,138.1041905
76.2,138.5609821
76.3,139.0255238
76.4,139.4868571
77.1,139.943378
77.2,140.3921905
77.3,140.8588571
77.4,141.3348571
78.1,141.7994821
78.2,142.2668571
78.3,142.7386488
78.4,143.1948571
79.1,143.6655238
79.2,144.1388571
79.3,144.5841905
79.4,145.0615238
80.1,145.5295238
80.2,145.9815238
80.3,146.4361905
80.4,146.8975238
81.1,147.3548571
81.2,147.8201905
81.3,148.2895238
81.4,148.7601905
82.1,149.2215238
82.2,149.6775238
82.3,150.1295238
82.4,150.5988571
83.1,151.0575238
83.2,151.5295238
83.3,151.9935238
83.4,152.4481905
84.1,152.9241905
84.2,153.3753155
84.3,153.8441905
84.4,154.3068571
85.1,154.7571071
85.2,155.2255238
85.3,155.6881905
85.4,156.1415238
86.1,156.6095238
86.2,157.0868571
86.3,157.5681905
86.4,158.0495238
87.1,158.5175238
87.2,158.9735238
87.3,159.4481905
87.4,159.9095238
88.1,160.3735238
88.2,160.8268571
88.3,161.2868571
88.4,161.7415238
89.1,162.2081905
89.2,162.6855238
89.3,163.1615238
89.4,163.6468571
90.1,164.1321905
90.2,164.5895238
90.3,165.0788571
90.4,165.5411905
91.1,166.0228571
91.2,166.4936905
91.3,166.9736905
91.4,167.4428571
92.1,167.9361905
92.2,168.3948571
92.3,168.8841905
92.4,169.3601905
93.1,169.8455238
93.2,170.3111905
93.3,170.7948571
93.4,171.2855238
94.1,171.7655238
