Take,SD,Cycle,CycleTime,Iso.Time,C_hit,C_vel,C_off,P_hit,P_vel,P_off,R1_hit,R1_vel,R1_off
321,1,1,0.39307483,0.39307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,2,1,,0.52807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,3,1,,0.66307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,4,1,,0.79807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,5,1,,0.93307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,6,1,,1.06807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,7,1,,1.20307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,8,1,,1.33807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,9,1,,1.47307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,10,1,,1.60807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,11,1,,1.74307483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,12,1,,1.87807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,13,1,,2.01307483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005278,0.27215681481481474
321,14,1,,2.14807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,15,1,,2.2830748300000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,16,1,,2.41807483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1,2,2.55307483,2.55307483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029197,0.1410351568602635
321,2,2,,2.6859081633125,1.0,0.072584,0.013813074186610218,0.0,0.0,0.0,0.0,0.0,0.0
321,3,2,,2.818741496625,1.0,0.070041,-0.07370511889487202,0.0,0.0,0.0,0.0,0.0,0.0
321,4,2,,2.9515748299375,1.0,0.088111,-0.07514552024390501,0.0,0.0,0.0,1.0,0.009988,-0.1509246921503958
321,5,2,,3.08440816325,1.0,0.307606,0.060834404651950495,0.0,0.0,0.0,0.0,0.0,0.0
321,6,2,,3.2172414965625,1.0,0.072354,0.03660604846872615,0.0,0.0,0.0,1.0,0.006942,0.0638958853613374
321,7,2,,3.350074829875,1.0,0.095679,-0.03247550721964845,0.0,0.0,0.0,0.0,0.0,0.0
321,8,2,,3.4829081631875,1.0,0.11665,-0.13830235776949604,0.0,0.0,0.0,0.0,0.0,0.0
321,9,2,,3.6157414965,1.0,0.29602,0.0033839661234922836,0.0,0.0,0.0,1.0,0.040458,-0.03393347428386691
321,10,2,,3.7485748298125,1.0,0.071433,0.007183213457837541,0.0,0.0,0.0,0.0,0.0,0.0
