Take,SD,Cycle,CycleTime,Iso.Time,C_hit,C_vel,C_off,P_hit,P_vel,P_off,R1_hit,R1_vel,R1_off
231,1,1,0.574883787,0.574883787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2,1,,0.7301259744999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,3,1,,0.885368162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,4,1,,1.0406103495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,5,1,,1.195852537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,6,1,,1.3510947244999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,7,1,,1.506336912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,8,1,,1.6615790995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,9,1,,1.8168212869999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,10,1,,1.9720634745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,11,1,,2.127305662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,12,1,,2.2825478495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,13,1,,2.437790037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,14,1,,2.5930322245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,15,1,,2.7482744119999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,16,1,,2.9035165995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1,2,3.058758787,3.058758787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2,2,,3.2090634744999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,3,2,,3.359368162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,4,2,,3.5096728495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027463,0.03437784001247578
231,5,2,,3.659977537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,6,2,,3.8102822245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,7,2,,3.960586912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022794,0.015761903633245117
231,8,2,,4.1108915995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,9,2,,4.261196287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,10,2,,4.4115009745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
