Take,SD,Cycle,CycleTime,Iso.Time,C_hit,C_vel,C_off,P_hit,P_vel,P_off,R1_hit,R1_vel,R1_off
241,1,1,0.459013605,0.459013605,0.0,0.0,0.0,1.0,0.084499,0.09458203406326018,0.0,0.0,0.0
241,2,1,,0.5713964175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,3,1,,0.6837792300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,4,1,,0.7961620425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,5,1,,0.908544855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,6,1,,1.0209276675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,7,1,,1.13331048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007043,0.17960504414320402
241,8,1,,1.2456932925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,9,1,,1.358076105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,10,1,,1.4704589175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,11,1,,1.5828417300000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.041703,0.10541887799791316
241,12,1,,1.6952245425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,13,1,,1.807607355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012565,0.3126247174139722
241,14,1,,1.9199901675000002,0.0,0.0,0.0,1.0,0.481338,0.1375996218282918,0.0,0.0,0.0
241,15,1,,2.03237298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,16,1,,2.1447557925000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1,2,2.257138605,2.257138605,0.0,0.0,0.0,1.0,0.12742,0.0007094282722491656,0.0,0.0,0.0
241,2,2,,2.3690526675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012325,-0.289790816055847
241,3,2,,2.48096673,1.0,0.093633,0.17278677556718902,0.0,0.0,0.0,0.0,0.0,0.0
241,4,2,,2.5928807925,1.0,0.020633,0.2399448907504353,0.0,0.0,0.0,1.0,0.037463,0.03009637417102868
241,5,2,,2.7047948550000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,6,2,,2.8167089175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007866,0.24211508272251284
241,7,2,,2.92862298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,8,2,,3.0405370425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,9,2,,3.152451105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014696,0.38309658359511417
241,10,2,,3.2643651675000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,11,2,,3.37627923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030229,0.35064199371727633
241,12,2,,3.4881932925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,13,2,,3.600107355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008087,0.4022697773123912
241,14,2,,3.7120214175,0.0,0.0,0.0,1.0,0.413077,0.0019531280977318132,0.0,0.0,0.0
241,15,2,,3.8239354800000003,0.0,0.0,0.0,1.0,0.500272,0.07130935846422187,0.0,0.0,0.0
241,16,2,,3.9358495425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1,3,4.047763605,4.047763605,0.0,0.0,0.0,1.0,0.070931,0.09471467766323137,0.0,0.0,0.0
241,2,3,,4.16143548,1.0,0.168969,0.21244058831615778,0.0,0.0,0.0,0.0,0.0,0.0
241,3,3,,4.275107355,1.0,0.171733,0.0591056054982768,1.0,0.712382,0.03188691134020173,1.0,0.045453,0.10617969484535691
