Take,SD,Cycle,CycleTime,Iso.Time,C_hit,C_vel,C_off,P_hit,P_vel,P_off,R1_hit,R1_vel,R1_off
222,1,1,1.602408163,1.602408163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258711,0.22211922661122724
222,2,1,,1.722658163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,3,1,,1.842908163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338492,0.02283440332640311
222,4,1,,1.9631581630000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,5,1,,2.083408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,6,1,,2.203658163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,7,1,,2.323908163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026258,0.07700488149688238
222,8,1,,2.444158163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,9,1,,2.564408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,10,1,,2.684658163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009832,0.052630661122660016
222,11,1,,2.8049081630000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,12,1,,2.925158163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,13,1,,3.0454081630000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.073014,0.13827723076922832
222,14,1,,3.165658163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,15,1,,3.285908163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,16,1,,3.406158163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.299051,-0.14533191683991678
222,1,2,3.526408163,3.526408163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007427,0.07019602575107182
222,2,2,,3.642908163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,3,2,,3.7594081630000002,1.0,0.27875,-0.006112987124465331,0.0,0.0,0.0,0.0,0.0,0.0
222,4,2,,3.875908163,1.0,0.725217,-0.10970096995708133,0.0,0.0,0.0,0.0,0.0,0.0
222,5,2,,3.9924081630000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,6,2,,4.108908163000001,1.0,0.239522,-0.19655933905580145,0.0,0.0,0.0,0.0,0.0,0.0
222,7,2,,4.225408163,1.0,0.335645,-0.14565805150214384,0.0,0.0,0.0,1.0,0.032924,0.030925639484977376
222,8,2,,4.341908163,1.0,0.685034,-0.1729713562231798,0.0,0.0,0.0,0.0,0.0,0.0
222,9,2,,4.458408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,10,2,,4.574908163,1.0,0.242757,-0.20961513304721294,0.0,0.0,0.0,1.0,0.035626,-0.08338337339055757
222,11,2,,4.691408163,1.0,0.346048,-0.2173318712446339,0.0,0.0,0.0,1.0,0.011195,0.013200317596565474
222,12,2,,4.8079081630000005,1.0,0.762801,-0.2661215708154534,0.0,0.0,0.0,0.0,0.0,0.0
222,13,2,,4.924408163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022014,0.10823036051502291
222,14,2,,5.040908163,1.0,0.281919,-0.22234474678111388,0.0,0.0,0.0,0.0,0.0,0.0
222,15,2,,5.1574081629999995,1.0,0.332506,-0.22428466094420071,0.0,0.0,0.0,0.0,0.0,0.0
222,16,2,,5.273908163,1.0,0.019901,-0.2273662060085822,0.0,0.0,0.0,1.0,0.411077,-0.13873959656652268
222,1,3,5.390408163,5.390408163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010553,0.010199887034681781
222,2,3,,5.505491496375,1.0,0.244313,-0.17200141666473415,0.0,0.0,0.0,0.0,0.0,0.0
222,3,3,,5.62057482975,1.0,0.295966,-0.15408686236274846,0.0,0.0,0.0,0.0,0.0,0.0
222,4,3,,5.735658163125,1.0,0.019135,-0.17485731890844827,0.0,0.0,0.0,0.0,0.0,0.0
222,5,3,,5.8507414964999995,0.0,0.0,0.0,1.0,0.421844,0.05791024038454162,0.0,0.0,0.0
222,6,3,,5.965824829875,1.0,0.276347,-0.14955101985896263,1.0,0.086677,0.14188996482915042,0.0,0.0,0.0
222,7,3,,6.08090816325,1.0,0.362168,-0.0819159731781607,0.0,0.0,0.0,1.0,0.217294,0.12119771248327296
222,8,3,,6.195991496625,1.0,0.860169,-0.12645181711569387,1.0,0.157419,-0.358587950268435,0.0,0.0,0.0
222,9,3,,6.31107483,0.0,0.0,0.0,1.0,0.218812,-0.07500503979905408,0.0,0.0,0.0
222,10,3,,6.426158163375,1.0,0.317387,-0.12611003652204356,1.0,0.078574,0.026448978629094205,1.0,0.098213,0.1484649090700724
222,11,3,,6.54124149675,1.0,0.317468,-0.10180880590086658,0.0,0.0,0.0,1.0,0.529117,0.2898725842542162
222,12,3,,6.6563248301249995,1.0,0.020258,-0.15808396916796255,1.0,0.316568,-0.331080348540514,0.0,0.0,0.0
222,13,3,,6.7714081635,0.0,0.0,0.0,1.0,0.446658,-0.04811438231422847,1.0,0.139136,0.2760420259681186
222,14,3,,6.886491496874999,1.0,0.243053,-0.09535261582354841,0.0,0.0,0.0,0.0,0.0,0.0
222,15,3,,7.00157483025,1.0,0.33658,-0.05645326790135395,1.0,0.216868,-0.1192164829401854,0.0,0.0,0.0
222,16,3,,7.116658163625,1.0,0.024431,-0.11951481784232143,0.0,0.0,0.0,1.0,0.370971,-0.07484284103010938
222,1,4,7.231741497,7.231741497,0.0,0.0,0.0,1.0,0.316963,0.0553822714701711,1.0,0.014302,0.07218051065153762
222,2,4,,7.345324830312499,1.0,0.32438,-0.10451207907272549,0.0,0.0,0.0,0.0,0.0,0.0
