Take,SD,Cycle,CycleTime,Iso.Time,C_hit,C_vel,C_off,P_hit,P_vel,P_off,R1_hit,R1_vel,R1_off
213,1,1,1.749895691,1.749895691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2,1,,1.8680623576875002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3,1,,1.986229024375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,4,1,,2.1043956910625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03261,-0.03644590461275475
213,5,1,,2.22256235775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,6,1,,2.3407290244375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,7,1,,2.458895691125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025709,-0.20384505884981635
213,8,1,,2.5770623578125003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,9,1,,2.6952290245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,10,1,,2.8133956911875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,11,1,,2.9315623578750003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.032887,-0.1595150172497344
213,12,1,,3.0497290245624997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,13,1,,3.16789569125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007699,0.027912344846981404
213,14,1,,3.2860623579375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,15,1,,3.4042290246249998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,16,1,,3.5223956913125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,2,3.640562358,3.640562358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028955,0.09802799998271877
213,2,2,,3.7587290246875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3,2,,3.876895691375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,4,2,,3.9950623580625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025255,-0.030316147209040314
213,5,2,,4.11322902475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,6,2,,4.2313956914375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,7,2,,4.3495623581250005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024879,-0.017275245060424486
213,8,2,,4.4677290248125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,9,2,,4.5858956915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,10,2,,4.7040623581875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,11,2,,4.822229024875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03407,-0.1702935814227247
213,12,2,,4.9403956915625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,13,2,,5.058562358250001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009299,0.0015287031026857236
213,14,2,,5.1767290249375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,15,2,,5.294895691625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,16,2,,5.4130623583125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,3,5.531229025,5.531229025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033306,0.06847968102235572
213,2,3,,5.651395691625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3,3,,5.77156235825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,4,3,,5.891729024875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031523,-0.08509868137485462
213,5,3,,6.0118956914999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,6,3,,6.132062358125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,7,3,,6.25222902475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024861,0.01294015465080711
213,8,3,,6.372395691375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,9,3,,6.492562358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,10,3,,6.612729024625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,11,3,,6.7328956912499995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039333,-0.20049396331501124
213,12,3,,6.853062357875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,13,3,,6.9732290245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009548,0.016868034679910573
213,14,3,,7.093395691125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,15,3,,7.21356235775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,16,3,,7.333729024375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,4,7.453895691,7.453895691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026214,0.06522799810133689
213,2,4,,7.576025899375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,3,4,,7.69815610775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
