Cycle,Time
73.1,178.4867262
73.2,179.0998512
73.3,179.7279762
73.4,180.356247
74.1,180.9804762
74.2,181.5954762
74.3,182.2123512
74.4,182.8292262
75.1,183.4423512
75.2,184.0629762
75.3,184.6817262
75.4,185.2854762
76.1,185.8967262
76.2,186.5117262
76.3,187.1268304
76.4,187.7567262
77.1,188.3717262
77.2,188.9754762
77.3,189.5792262
77.4,190.1848512
78.1,190.8017262
78.2,191.4129762
78.3,192.0467262
78.4,192.6523512
79.1,193.2542262
79.2,193.8504762
79.3,194.4467262
79.4,195.0354762
80.1,195.6354762
80.2,196.2223512
80.3,196.8204762
80.4,197.4129762
81.1,198.0073512
81.2,198.6092262
81.3,199.1942262
81.4,199.7942262
82.1,200.4017262
82.2,200.9942262
82.3,201.5867262
82.4,202.1867262
83.1,202.7754762
83.2,203.3942262
83.3,203.9967679
83.4,204.5848512
84.1,205.1942262
84.2,205.7829762
84.3,206.3904762
84.4,206.9951429
85.1,207.6132054
