Take,N,Label SD,SD,C,P,R1,R2,R1 part,R2 part,C Dens,P Dens,R1 Dens,R2 Dens,C Peak,P Peak,R1 Peak,R2 Peak
211,3,10:10,10,25.982,,25.982694,,,,7,,6,,0.189678,,0.008569,
211,3,10:11,11,26.11264,26.122461,,,,,7,2.5,,,0.253662,0.291523,,
211,3,10:12,12,26.25667,,26.25934,,,,7,,6,,0.518614,,0.373009,
211,3,10:13,13,26.446836,26.443618,26.433738,,,,7,3,6,,0.40865,0.089455,0.006957,
211,3,10:14,14,26.589822,,,,,,7,,,,0.129608,,,
211,3,10:15,15,26.73024,,,,,,7,,,,0.099199,,,
211,3,10:16,16,26.868023,,26.861833,,,,7,,6.5,,0.240135,,0.59839,
211,3,11:01,1,27.033921,27.040658,,,,,7,3.5,,,0.456583,0.764956,,
211,3,11:02,2,27.183569,,27.18527,,,,7,,6.5,,0.155468,,0.011616,
211,3,11:03,3,27.316235,,,,,,7,,,,0.289558,,,
211,3,11:04,4,27.453011,27.479801,27.458587,,,,7,3,6,,0.235173,0.035168,0.011913,
211,3,11:05,5,27.616139,,,,,,7,,,,0.429991,,,
211,3,11:06,6,27.755768,27.785895,,,,,7,4,,,0.188175,0.186581,,
211,3,11:07,7,27.89904,,27.918975,,,,7,,5.5,,0.208712,,0.027572,
211,3,11:08,8,28.040963,,,,,,7,,,,0.399966,,,
211,3,11:09,9,28.208643,28.238526,,,,,7,3.5,,,0.390411,0.40989,,
211,3,11:10,10,28.35502,,28.3794,,,,7,,6,,0.194779,,0.179739,
211,3,11:11,11,28.491203,28.502257,,,,,7,3.5,,,0.303267,0.374644,,
211,3,11:12,12,28.633529,,28.635484,,,,7,,5.5,,0.434717,,0.382511,
211,3,11:13,13,28.822615,28.821424,28.824951,,,,7,3.5,5.5,,0.544858,0.184924,0.00607,
211,3,11:14,14,28.965399,,,,,,7,,,,0.188146,,,
211,3,11:15,15,29.093043,29.084205,,,,,7,3.5,,,0.417436,0.226838,,
211,3,11:16,16,29.235738,,29.230001,,,,7,,6,,0.294979,,0.37808,
211,3,12:01,1,29.402256,29.430914,29.430878,,,,7,4,6.5,,0.519129,0.644816,0.417083,
211,3,12:02,2,29.553708,,,,,,7,,,,0.202184,,,
211,3,12:03,3,29.690544,29.701636,,,,,7,3.5,,,0.179742,0.03462,,
211,3,12:04,4,29.839734,29.854328,29.825023,,,,7,4,6.5,,0.231994,0.126416,0.336728,
211,3,12:05,5,30.006867,,30.026804,,,,7,,6,,0.452276,,0.214783,
211,3,12:06,6,30.163248,30.165279,,,,,7,5,,,0.176634,0.041507,,
211,3,12:07,7,30.301106,,,,,,7,,,,0.170656,,,
211,3,12:08,8,30.429659,30.410774,,,,,7,5.5,,,0.296097,0.412858,,
211,3,12:09,9,30.59611,30.624794,30.600045,,,,7,5.5,6,,0.685873,0.747948,0.394072,
211,3,12:10,10,30.751803,30.781908,,,,,7,6,,,0.218475,0.040344,,
211,3,12:11,11,30.874034,,,,,,7,,,,0.207176,,,
211,3,12:12,12,31.005444,31.02301,31.02325,,,,7,6.5,5,,0.520624,0.034351,0.381942,
211,3,12:13,13,31.190276,31.224329,31.22803,,,,7,7,5.5,,0.720284,0.043384,0.167143,
211,3,12:14,14,31.337876,31.381332,,,,,7,8,,,0.196075,0.045803,,
211,3,12:15,15,31.470145,,31.457551,,,,7,,5,,0.300824,,0.434663,
211,3,12:16,16,31.614221,31.624987,31.612269,,,,7,9,5.5,,0.546085,0.576711,0.445627,
211,3,13:01,1,31.788504,31.830437,31.790451,,,,7,8.5,5.5,,0.693689,0.661735,0.006903,
211,3,13:02,2,31.937357,,31.978951,,,,7,,6,,0.227648,,0.382052,
211,3,13:03,3,32.067432,,,,,,7,,,,0.214507,,,
211,3,13:04,4,32.219327,32.236172,32.198408,,,,7,7.5,6,,0.240311,0.038611,0.37751,
211,3,13:05,5,32.379705,,32.390221,,,,7,,6,,0.543436,,0.117199,
211,3,13:06,6,32.526665,32.546176,,,,,7,8,,,0.253962,0.228802,,
211,3,13:07,7,32.665883,,32.661716,,,,7,,5.5,,0.301385,,0.183998,
211,3,13:08,8,32.812995,,32.804697,,,,7,,6,,0.480808,,0.188274,
211,3,13:09,9,32.983179,33.011256,32.983383,,,,7,7,6,,0.65494,0.43951,0.364711,
211,3,13:10,10,33.139493,,33.158873,,,,7,,6,,0.205808,,0.018922,
211,3,13:11,11,33.270069,33.279982,,,,,7,6,,,0.303478,0.031289,,
211,3,13:12,12,33.403588,,33.394278,,,,7,,6.5,,0.285511,,0.425302,
211,3,13:13,13,33.581943,33.60476,33.588835,,,,7,5,6.5,,0.509788,0.381631,0.08111,
211,3,13:14,14,33.745508,,33.751589,,,,7,,6.5,,0.197285,,0.1817,
211,3,13:15,15,33.88057,,33.851777,,,,7,,6.5,,0.42854,,0.443428,
211,3,13:16,16,34.013664,,34.00514,,,,7,,6,,0.535515,,0.484311,
211,3,14:01,1,34.170806,34.217319,34.185142,,,,7,4.5,6.5,,0.50262,0.559067,0.431231,
211,3,14:02,2,34.335424,,34.372454,,,,7,,6.5,,0.177451,,0.138795,
211,3,14:03,3,34.472478,,,,,,7,,,,0.26466,,,
211,3,14:04,4,34.633304,34.632437,34.59975,,,,7,3,6.5,,0.304883,0.036342,0.456294,
211,3,14:05,5,34.79522,,34.799484,,,,7,,6.5,,0.749783,,0.188116,
211,3,14:06,6,34.929725,34.957011,,,,,7,4.5,,,0.231164,0.178376,,
211,3,14:07,7,35.075563,,35.122116,,,,7,,6.5,,0.482447,,0.372818,
211,3,14:08,8,35.218808,,35.205884,,,,7,,6.5,,0.353034,,0.605475,
211,3,14:09,9,35.387509,35.420082,35.386,,,,7,3.5,6.5,,0.5102,0.139617,0.44696,
211,3,14:10,10,35.540273,,35.590986,,,,7,,6,,0.223677,,0.300518,
211,3,14:11,11,35.678345,35.705859,,,,,7,3.5,,,0.285224,0.398391,,
211,3,14:12,12,35.820558,35.806812,35.820288,,,,7,4,6,,0.458423,0.030805,0.30773,
211,3,14:13,13,36.010858,35.999758,36.031363,,,,7,5,5.5,,0.270561,0.549662,0.008514,
211,3,14:14,14,36.151391,36.142144,,,,,7,5.5,,,0.175209,0.769841,,
211,3,14:15,15,36.290521,36.283865,,,,,7,5.5,,,0.326203,0.054605,,
211,3,14:16,16,36.431308,,36.424138,,,,7,,6,,0.67501,,0.481586,
211,3,15:01,1,36.622558,36.617464,36.615796,,,,7,6.5,6,,0.572337,0.048812,0.153999,
211,3,15:02,2,36.764601,,,,,,7,,,,0.279727,,,
211,3,15:03,3,36.910436,,36.865264,,,,7,,6,,0.447207,,0.100744,
211,3,15:04,4,37.065792,37.04307,37.026355,,,,7,5.5,6.5,,0.397009,0.554036,0.011639,
211,3,15:05,5,37.223716,,,,,,6.5,,,,0.660441,,,
211,3,15:06,6,37.358372,37.346528,,,,,7,6,,,0.353586,0.478371,,
211,3,15:07,7,37.491417,,37.474513,,,,7,,5.5,,0.282014,,0.294113,
211,3,15:08,8,37.623399,,37.649863,,,,7,,6,,0.31706,,0.183185,
211,3,15:09,9,37.798353,37.814818,,,,,7,5,,,0.671284,0.871104,,
211,3,15:10,10,37.957079,,37.917184,,,,7,,6,,0.211265,,0.092297,
211,3,15:11,11,38.096629,38.077357,38.101046,,,,7,4.5,6,,0.253799,0.063273,0.09726,
211,3,15:12,12,38.22563,,38.200396,,,,7,,6,,0.29249,,0.296428,
211,3,15:13,13,38.409793,38.381173,38.381901,,,,7,5,6,,0.759354,0.770601,0.183958,
211,3,15:14,14,38.556707,,38.551721,,,,7,,6.5,,0.232477,,0.515823,
211,3,15:15,15,38.681809,,,,,,7,,,,0.409622,,,
211,3,15:16,16,38.813171,,38.807157,,,,7,,6.5,,0.470024,,0.154573,
211,3,16:01,1,38.98666,39.000413,,,,,7,4,,,0.580701,0.998608,,
211,3,16:02,2,39.132619,,39.12994,,,,7,,6,,0.234738,,0.011415,
211,3,16:03,3,39.278971,,,,,,7,,,,0.487844,,,
211,3,16:04,4,39.420698,39.409038,,,,,7,3.5,,,0.30032,0.039666,,
211,3,16:05,5,39.580835,,,,,,7,,,,0.460608,,,
211,3,16:06,6,39.712865,39.719743,,,,,7,5,,,0.333144,0.273894,,
211,3,16:07,7,39.862374,,39.847195,,,,7,,5.5,,0.323502,,0.1549,
211,3,16:08,8,40.00075,,40.010172,,,,7,,6,,0.563972,,0.032009,
211,3,16:09,9,40.160304,40.199835,,,,,7,4.5,,,0.442872,0.862617,,
211,3,16:10,10,40.306171,,40.301703,,,,7,,5.5,,0.271679,,0.258859,
211,3,16:11,11,40.444461,40.454664,,,,,7,3.5,,,0.293931,0.654455,,
211,3,16:12,12,40.585313,,,,,,7,,,,0.615067,,,
211,3,16:13,13,40.775967,40.765383,40.747155,,,,7,4,4.5,,0.308454,0.47305,0.325679,
211,3,16:14,14,40.912086,,,,,,7,,,,0.181977,,,
211,3,16:15,15,41.049573,,,,,,7,,,,0.396938,,,
211,3,16:16,16,41.181182,,41.17891,,,,7,,4.5,,0.290042,,0.457076,
211,3,17:01,1,41.350276,41.369786,41.393843,,,,7,4,5.5,,0.406303,0.972167,0.470085,
211,3,17:02,2,41.506756,,,,,,7,,,,0.143596,,,
211,3,17:03,3,41.648306,,,,,,7,,,,0.321549,,,
211,3,17:04,4,41.813269,41.782966,41.802784,,,,7,2.5,5.5,,0.32292,0.050563,0.11933,
211,3,17:05,5,41.967261,,42.011095,,,,7,,4.5,,0.374161,,0.010338,
211,3,17:06,6,42.109022,42.105344,,,,,7,4,,,0.179043,0.208982,,
211,3,17:07,7,42.259513,,42.240287,,,,7,,5.5,,0.213401,,0.213124,
211,3,17:08,8,42.398868,,42.397769,,,,7,,6,,0.331876,,0.228556,
211,3,17:09,9,42.568278,42.5901,42.576097,,,,7,3.5,7,,0.461646,0.585108,0.010048,
211,3,17:10,10,42.72556,,42.770984,,,,7,,7.5,,0.313475,,0.282415,
211,3,17:11,11,42.854379,42.864116,,,,,7,3.5,,,0.37255,0.155824,,
211,3,17:12,12,42.993165,,42.995999,,,,7,,7.5,,0.404391,,0.214758,
211,3,17:13,13,43.187623,43.206911,43.202773,,,,6.5,4,7.5,,0.410679,0.419014,0.182623,
211,3,17:14,14,43.325418,,,,,,7,,,,0.290368,,,
211,3,17:15,15,43.47087,,43.450275,,,,7,,7,,0.401883,,0.434975,
211,3,17:16,16,43.601363,,43.639961,,,,7,,7,,0.421991,,0.007654,
211,3,18:01,1,43.778463,43.802281,,,,,7,3.5,,,0.622444,0.678009,,
211,3,18:02,2,43.943429,,43.93699,,,,7,,7.5,,0.297168,,0.009449,
211,3,18:03,3,44.085866,,,,,,7,,,,0.28089,,,
211,3,18:04,4,44.240567,44.220444,,,,,7,2.5,,,0.348626,0.433739,,
211,3,18:05,5,44.399895,,,,,,6.5,,,,0.472794,,,
211,3,18:06,6,44.549445,44.54415,44.525852,,,,7,3,6,,0.338022,0.22257,0.180483,
211,3,18:07,7,44.689336,,44.690803,,,,7,,6.5,,0.44384,,0.081912,
211,3,18:08,8,44.822346,,44.85998,,,,7,,6.5,,0.371477,,0.087879,
211,3,18:09,9,44.991485,45.018456,45.040507,,,,7,2.5,7,,0.433785,0.504804,0.111904,
211,3,18:10,10,45.145331,,45.142626,,,,7,,7.5,,0.258524,,0.126043,
211,3,18:11,11,45.285763,45.289387,45.290791,,,,7,2.5,8,,0.456412,0.031691,0.143126,
211,3,18:12,12,45.429559,,,,,,7,,,,0.454029,,,
211,3,18:13,13,45.608895,45.629862,,,,,6.5,3.5,,,0.437987,0.284584,,
211,3,18:14,14,45.752891,,45.752987,,,,7,,8.5,,0.214187,,0.176896,
211,3,18:15,15,45.889573,,45.920869,,,,7,,9,,0.419426,,0.314285,
211,3,18:16,16,46.025089,,46.059671,,,,7,,9,,0.462548,,0.21669,
211,3,19:01,1,46.203419,46.213064,46.23056,,,,7,3.5,9,,0.625258,0.592659,0.017078,
211,3,19:02,2,46.372509,,,,,,7,,,,0.264374,,,
211,3,19:03,3,46.50836,,,,,,7,,,,0.330473,,,
211,3,19:04,4,46.661726,46.663198,46.636449,,,,7,3,9,,0.312672,0.386138,0.010758,
211,3,19:05,5,46.828825,,46.840081,,,,6.5,,9,,0.751004,,0.008756,
211,3,19:06,6,46.972167,46.974392,,,,,7,3.5,,,0.208881,0.175653,,
211,3,19:07,7,47.118991,,47.103224,,,,7,,8.5,,0.244231,,0.020103,
211,3,19:08,8,47.254976,,,,,,7,,,,0.405124,,,
211,3,19:09,9,47.427352,47.443107,,,,,7,2.5,,,0.373749,0.421713,,
211,3,19:10,10,47.593628,,47.57076,,,,7,,8,,0.321888,,0.06562,
211,3,19:11,11,47.719159,47.728503,,,,,7,2.5,,,0.346913,0.148366,,
211,3,19:12,12,47.845979,,47.858831,,,,7,,7.5,,0.453546,,0.474126,
211,3,19:13,13,48.035356,48.053724,48.026895,,,,6.5,3,7.5,,0.512038,0.356685,0.059178,
211,3,19:14,14,48.186346,,,,,,7,,,,0.21855,,,
211,3,19:15,15,48.3186,,48.31744,,,,7,,8,,0.347172,,0.509851,
211,3,19:16,16,48.449498,,48.467952,,,,7,,7.5,,0.513929,,0.100365,
211,3,20:01,1,48.620112,,48.647108,,,,7,,7.5,,0.428245,,0.143854,
211,3,20:02,2,48.789999,,48.784269,,,,7,,7.5,,0.218993,,0.541013,
211,3,20:03,3,48.93307,,48.937527,,,,7,,7.5,,0.286038,,0.098945,
211,3,20:04,4,49.081266,49.086738,,,,,7,2.5,,,0.356074,0.32386,,
211,3,20:05,5,49.251984,,49.221647,,,,7,,7,,0.434978,,0.580232,
211,3,20:06,6,49.39737,49.404458,49.372455,,,,7,3,7.5,,0.166817,0.188414,0.597413,
211,3,20:07,7,49.541068,,,,,,7,,,,0.206823,,,
211,3,20:08,8,49.669797,,49.66374,,,,7,,7.5,,0.290999,,0.017376,
211,3,20:09,9,49.847941,49.864383,,,,,6.5,2.5,,,0.45041,0.392223,,
211,3,20:10,10,49.999328,,50.006388,,,,7,,7,,0.230614,,0.250512,
211,3,20:11,11,50.130265,50.132819,50.141228,,,,7,2.5,6.5,,0.251259,0.277677,0.163672,
211,3,20:12,12,50.273916,,50.285083,,,,7,,6.5,,0.334424,,0.523356,
211,3,20:13,13,50.456905,50.466527,50.456523,,,,6.5,3,6.5,,0.445821,0.131388,0.360471,
211,3,20:14,14,50.612491,,50.62291,,,,7,,6.5,,0.211018,,0.375769,
211,3,20:15,15,50.74959,50.748596,,,,,7,3,,,0.195747,0.214657,,
211,3,20:16,16,50.898812,,50.877515,,,,7,,6,,0.35156,,0.297863,
211,3,21:01,1,51.068797,51.082048,51.06611,,,,7,3.5,5.5,,0.643209,0.526906,0.010181,
211,3,21:02,2,51.231195,,,,,,7,,,,0.221033,,,
211,3,21:03,3,51.369283,51.342733,,,,,7,3.5,,,0.541068,0.616888,,
211,3,21:04,4,51.512055,51.513086,51.516416,,,,7,3.5,5,,0.341413,0.10417,0.018581,
211,3,21:05,5,51.682359,,,,,,6.5,,,,1.000207,,,
211,3,21:06,6,51.83379,51.843531,,,,,7,4.5,,,0.188035,0.226188,,
211,3,21:07,7,51.983078,,51.956752,,,,7,,5.5,,0.344069,,0.037166,
211,3,21:08,8,52.120595,52.102901,,,,,7,4.5,,,0.407144,0.310407,,
211,3,21:09,9,52.278196,52.308018,,,,,6.5,4.5,,,0.592709,0.546691,,
211,3,21:10,10,52.425856,52.468401,52.428073,,,,7,4.5,6,,0.279677,0.323902,0.007295,
211,3,21:11,11,52.568605,,,,,,7,,,,0.37142,,,
211,3,21:12,12,52.705029,52.716205,,,,,7,5,,,0.554449,0.365806,,
211,3,21:13,13,52.869517,52.903386,52.920142,,,,7,5,5.5,,0.629549,0.203106,0.088002,
211,3,21:14,14,53.021155,53.054025,,,,,7,5.5,,,0.317637,0.496259,,
211,3,21:15,15,53.158501,53.172635,,,,,7,5.5,,,0.379897,0.307362,,
211,3,21:16,16,53.313248,,,,,,7,,,,1.000351,,,
211,3,22:01,1,53.483809,53.508298,,,,,7,5.5,,,0.694182,0.549547,,
211,3,22:02,2,53.64865,,53.655363,,,,7,,7,,0.366123,,0.524202,
211,3,22:03,3,53.793667,,53.808222,,,,7,,7.5,,0.414642,,0.219416,
211,3,22:04,4,53.946909,53.934026,53.961695,,,,7,4.5,7,,0.471967,0.31702,0.444888,
211,3,22:05,5,54.116111,,54.127082,,,,7,,6.5,,0.497617,,0.293995,
211,3,22:06,6,54.271757,54.275797,54.271462,,,,7,4.5,7,,0.353825,0.15611,0.151715,
