Time,Peak
1.292583,0.020557
1.761847,0.033749
2.100089,0.027575
2.434808,0.03261
2.912713,0.025709
3.171194,0.032887
3.522984,0.007699
3.652146,0.030745
3.99148,0.028955
4.347521,0.025255
4.802106,0.024879
5.058743,0.03407
5.40764,0.009299
5.539458,0.032176
5.881503,0.033306
6.253784,0.031523
6.708803,0.024861
6.975256,0.039333
7.32539,0.009548
7.461862,0.025505
7.810451,0.026214
8.19279,0.027383
8.676508,0.027136
8.944733,0.052153
9.277409,0.006693
9.41385,0.028794
9.77445,0.028228
10.14441,0.035939
10.624406,0.030372
10.899165,0.045497
11.240094,0.015199
11.380425,0.031941
11.524108,0.014758
11.696886,0.018915
11.991239,0.020887
12.082336,0.017371
12.351294,0.006632
12.475506,0.030424
12.558123,0.007244
12.700601,0.007071
12.829843,0.039772
12.958497,0.019418
13.057005,0.027055
13.162724,0.015973
13.310678,0.044665
13.414003,0.065555
13.523465,0.009866
13.636364,0.070498
13.767924,0.017446
13.898249,0.026465
13.977988,0.047421
14.094766,0.041885
14.212827,0.010087
14.334665,0.052348
14.451005,0.089931
14.561751,0.009492
14.702194,0.060507
14.816071,0.088282
14.917866,0.006026
15.025012,0.022105
15.154908,0.037919
15.286723,0.041309
15.386819,0.010003
15.489181,0.047697
15.625595,0.019123
15.750284,0.02901
15.844614,0.061045
15.967216,0.022471
16.067481,0.010557
16.185418,0.045952
16.30138,0.043032
16.402252,0.00732
16.547433,0.058887
16.675139,0.04251
16.772002,0.009815
16.879864,0.01555
17.010891,0.050304
17.13082,0.037063
17.228571,0.009548
17.336716,0.045928
17.476219,0.075595
17.598427,0.020839
17.698938,0.054021
17.815841,0.06448
17.931256,0.008291
18.039859,0.021129
18.157409,0.056032
18.287151,0.009238
18.398966,0.066271
18.531767,0.062252
18.623472,0.016972
18.732532,0.024214
18.861219,0.066747
18.985095,0.026404
19.08126,0.013258
19.185099,0.040359
19.31449,0.02238
19.450611,0.031194
19.535205,0.040216
19.650633,0.027512
19.76507,0.012052
19.887182,0.056562
19.995886,0.034816
20.106744,0.011737
20.257862,0.045773
20.363217,0.015749
20.474575,0.015339
20.574919,0.015072
20.71331,0.009121
20.841567,0.662119
20.946266,0.318268
21.046892,0.376445
21.188791,0.618724
21.311928,0.484531
21.511063,0.717493
21.690254,0.006751
21.780864,0.741345
22.141206,0.710718
22.236809,0.358916
22.281153,0.112593
22.379639,0.008567
22.47272,0.672469
22.618792,0.424603
22.758281,0.602448
22.926109,0.006403
23.081651,0.62037
23.18002,0.382827
23.248947,0.065143
23.396539,0.67965
23.673679,0.829196
24.033402,0.631628
24.119129,0.28261
24.165036,0.187316
24.253191,0.008773
24.351952,0.706299
24.625548,0.943755
24.982164,0.753304
25.084295,0.359925
25.14531,0.083594
25.30157,0.712584
25.5712,0.566651
25.927405,0.607841
26.012494,0.116141
26.060551,0.13894
26.250293,0.609552
26.396053,0.373498
26.539882,0.64171
26.875622,0.585328
26.985935,0.374698
27.199481,0.677607
27.47498,0.685247
27.822527,0.68553
27.96367,0.006338
28.012125,0.007292
28.052925,0.008004
28.289006,0.010063
28.411857,0.334363
28.521426,0.240064
28.621917,0.22269
28.757,0.428093
28.885733,0.412601
29.085508,0.507341
29.353476,0.538971
29.711487,0.638341
29.821408,0.2036
29.865645,0.047548
30.035212,0.575281
30.188783,0.423512
30.280552,0.012531
30.363864,0.008799
30.492228,0.031609
30.535949,0.022012
30.634253,0.006506
30.774,0.021981
30.885027,0.474469
31.243255,0.029468
31.347987,0.006039
31.457435,0.006664
31.628183,0.400979
31.823083,0.006418
31.930727,0.007738
32.068449,0.010409
32.204963,0.536314
32.310192,0.023805
32.352489,0.019675
32.565954,0.507105
32.696129,0.389813
32.881925,0.490853
33.160649,0.516442
33.517863,0.847535
33.626992,0.317385
33.670979,0.057222
33.728315,0.013702
33.847592,0.556403
33.991982,0.371754
34.126047,0.488648
34.311484,0.347245
34.468161,0.730154
34.581209,0.403672
34.784879,0.698451
35.046645,0.658937
35.278371,0.007317
35.407527,0.511892
35.506541,0.28892
35.551614,0.033586
35.738719,0.621409
35.888211,0.231817
36.021631,0.670426
36.213825,0.013861
36.363363,0.573982
36.471936,0.407967
36.512865,0.08155
36.686503,0.814492
36.96046,0.590718
37.173142,0.056865
37.317486,0.518273
37.412552,0.257563
37.455696,0.143289
37.523613,0.00736
37.640165,0.525329
37.785912,0.012243
37.919178,0.555006
38.134205,0.010769
38.274118,0.524145
38.369152,0.268661
38.47034,0.017058
38.585598,0.678566
38.852344,0.512593
39.213123,0.655813
39.307519,0.146439
39.355246,0.040689
39.548289,0.710967
39.697469,0.354018
39.833349,0.670086
40.010309,0.030984
40.170715,0.655756
40.280248,0.270924
40.322098,0.013839
40.367054,0.011212
40.486736,0.492232
40.63717,0.304459
40.783059,0.508511
41.110737,0.916595
41.230681,0.193254
41.346752,0.21287
41.441016,0.492132
41.589795,0.543636
41.918858,0.031023
42.177233,0.024852
42.290748,0.524435
42.335361,0.044697
42.656768,0.273611
42.863908,0.100358
43.025063,0.652189
43.123861,0.045286
43.189754,0.017021
43.495243,0.010063
43.622901,0.535351
43.716621,0.219061
43.827014,0.207121
43.97438,0.478489
44.094996,0.209333
44.294397,0.614789
44.564065,0.641667
44.774283,0.009261
44.919455,0.583846
45.020222,0.212736
45.072762,0.069062
45.249596,0.540176
45.390621,0.312721
45.52283,0.712674
45.720877,0.0092
45.872963,0.612923
45.99315,0.26653
46.118313,0.045836
46.197903,0.531433
46.487051,0.737371
46.844769,0.601718
47.340625,0.006525
47.438931,0.633997
47.533842,0.253841
47.650046,0.300031
47.793953,0.579897
47.914635,0.427618
48.036323,0.006536
48.118439,0.62632
48.262971,0.121936
48.400908,0.581493
48.586002,0.211454
48.75212,0.73644
48.859859,0.347949
48.909404,0.056364
48.962934,0.056637
49.082987,0.716775
49.224189,0.361269
49.350002,0.574865
49.559043,0.204083
49.670295,0.006433
49.713283,0.642748
49.820217,0.517388
49.909618,0.008603
49.976478,0.008036
50.031272,0.876832
50.300497,0.744375
50.506901,0.008611
50.663211,0.637346
50.758331,0.278026
50.799202,0.070541
50.987729,0.502756
51.131051,0.443206
51.269279,0.734076
51.458306,0.011315
51.6198,0.50209
51.72661,0.478994
51.769596,0.037427
51.946438,0.637081
52.100438,0.225317
52.234731,0.701543
52.425073,0.010479
52.581624,0.667403
52.681682,0.214965
52.727669,0.111984
52.78404,0.028593
52.901967,0.662503
53.167394,0.805647
53.527154,0.536367
53.626587,0.29645
53.667886,0.101529
53.859294,0.523251
54.139153,0.748374
54.48998,0.53315
54.592793,0.064521
54.639011,0.06429
54.814294,0.445091
55.080877,0.625445
55.43806,0.349297
55.552218,0.280213
55.618823,0.065423
55.671851,0.01504
55.767425,0.598031
55.914218,0.172448
56.007634,0.006473
56.047746,0.559917
56.390662,0.691569
56.516796,0.281513
56.715333,0.552978
56.991446,0.633895
57.192176,0.014956
57.346851,0.41768
57.44503,0.342711
57.485808,0.063586
57.674223,0.479333
57.817646,0.172341
57.944532,0.794351
58.301791,0.632803
58.414917,0.118507
58.518143,0.128313
58.625472,0.489706
58.777236,0.216103
58.901283,0.584345
59.095983,0.147034
59.249615,0.567009
59.357028,0.320182
59.399617,0.066062
59.445622,0.016958
59.568133,0.511169
59.706777,0.251155
59.847227,0.533001
60.201657,0.618474
60.302277,0.212805
60.403343,0.060514
60.527292,0.531038
60.806364,0.734399
61.052124,0.006753
61.274453,0.018127
61.502021,0.5069
61.642903,0.036415
61.77647,0.579019
62.118374,0.595836
62.233212,0.142088
62.278686,0.116268
62.32599,0.041131
62.450371,0.579977
62.592329,0.22823
62.728596,0.643399
62.923837,0.010054
63.067589,0.509413
63.167382,0.322328
63.2109,0.046692
63.257855,0.018231
63.391815,0.601261
63.656346,0.777048
64.029004,0.695265
64.357879,0.465284
64.501454,0.586715
64.588752,0.006884
64.836017,0.012532
64.972477,0.006412
65.100451,0.017072
65.20132,0.50806
65.348307,0.019095
65.573519,0.022859
65.615841,0.013021
65.935054,0.520709
66.152774,0.008726
66.409002,0.008129
66.512883,0.269029
66.623207,0.488558
66.739486,0.399263
66.881368,0.598029
67.019913,0.668783
67.209223,0.284075
67.47861,0.434863
67.689046,0.006361
67.850335,0.599918
67.95849,0.042068
68.197235,0.465718
68.33696,0.821427
68.423785,0.035355
68.507976,0.007269
68.698418,0.022516
68.821431,0.008232
68.942164,0.022427
69.042645,0.67602
69.119746,0.065804
69.325232,0.007465
69.418634,0.025881
69.788961,0.647438
69.875714,0.03811
70.294869,0.006529
70.359493,0.497777
70.472111,0.250237
70.57697,0.181194
70.726878,0.58205
70.853246,0.208942
71.052414,0.589507
71.337392,0.630374
71.697078,0.667909
71.797066,0.201501
71.843579,0.100746
72.017528,0.571292
72.174445,0.038276
72.295146,0.381341
72.499624,0.012932
72.637516,0.647135
72.748876,0.326946
72.790187,0.038872
72.84066,0.013468
72.962963,0.568065
73.23114,0.598062
73.577926,0.636673
73.675625,0.203796
73.721417,0.130448
73.902948,0.629046
74.169456,0.469474
74.370795,0.013459
74.513984,0.6382
74.631233,0.322107
74.700059,0.107639
74.840157,0.529181
75.105621,0.631293
75.460151,0.843442
75.539243,0.110791
75.587692,0.103851
75.66072,0.007492
75.785156,0.59944
75.925027,0.200448
76.051155,0.646626
76.249411,0.009071
76.397263,0.669109
76.503916,0.396775
76.568577,0.113214
76.721385,0.596524
76.986396,0.888804
77.341701,0.579529
77.441303,0.195971
77.484188,0.091609
77.666891,0.534361
77.822583,0.321355
77.94795,0.690053
78.142205,0.352437
78.291635,0.467267
78.408947,0.417804
78.450358,0.006737
78.613063,0.592182
78.885987,0.616797
79.242094,0.639588
79.321309,0.084866
79.368295,0.091269
79.412148,0.017812
79.562047,0.532508
79.711558,0.112676
79.844297,0.745297
80.039964,0.01404
80.184158,0.57149
80.287866,0.373449
80.365271,0.023559
80.504698,0.636261
80.768305,0.70249
80.998028,0.008366
81.13346,0.431062
81.238615,0.130992
81.298326,0.097614
81.460532,0.533157
81.598367,0.253345
81.748136,0.64643
82.081159,0.510067
82.182491,0.354584
82.224504,0.133337
82.403231,0.503171
82.558289,0.245233
82.695401,0.572341
83.027054,0.439979
83.137628,0.239622
83.183321,0.129882
83.352518,0.646354
83.634244,0.576134
83.839484,0.010146
83.977029,0.391883
84.091115,0.26087
84.210879,0.030997
84.301716,0.490684
84.461847,0.062778
84.580801,0.635689
84.945497,0.626245
85.166026,0.011776
85.41956,0.009605
85.534752,0.516475
85.887139,0.563811
86.023177,0.174846
86.221524,0.467594
86.375892,0.009417
86.498525,0.58553
86.852177,0.666824
86.945673,0.187335
86.991421,0.017058
87.040863,0.024642
87.174664,0.46756
87.446487,0.636603
87.798317,0.465615
87.908707,0.293577
87.952073,0.038146
88.131328,0.577578
88.282603,0.261095
88.407789,0.484854
88.598121,0.088722
88.753256,0.716259
88.866744,0.229237
88.92981,0.080013
89.080392,0.525827
89.342771,0.62428
89.693464,0.464455
89.792295,0.302052
89.832634,0.028293
90.010629,0.545399
90.156967,0.370812
90.284153,0.490743
90.632401,0.493446
90.736417,0.221442
90.784382,0.02901
90.960466,0.411705
91.112318,0.148654
91.240263,0.556601
91.418939,0.019556
91.466552,0.007827
91.584697,0.524013
91.688344,0.236973
91.751662,0.040381
91.909744,0.541125
92.169487,0.606044
92.384714,0.006238
92.53592,0.664746
92.649522,0.072793
92.746354,0.1201
92.849217,0.562293
92.994779,0.596508
93.155997,0.013421
93.349269,0.021247
93.578268,0.020927
93.693172,0.518122
94.051472,0.355408
94.256624,0.061277
94.414279,0.405287
94.744518,0.243677
94.891541,0.25817
95.03921,0.162167
95.229926,0.222071
95.380024,0.10707
95.488172,0.015532
95.569999,0.192493
95.653903,0.281153
95.708269,0.18186
95.848279,0.239357
95.988673,0.204084
96.164647,0.167312
96.322588,0.078172
96.426649,0.007813
96.534593,0.010219
96.891104,0.260772
97.000116,0.317954
97.105575,0.295175
97.247267,0.516592
97.373962,0.14972
97.482614,0.008287
97.575213,0.540136
97.864946,0.611269
98.216701,0.540191
98.317761,0.245033
98.360523,0.139055
98.54297,0.499889
98.694588,0.114244
98.819503,0.510065
99.007251,0.011868
99.174175,0.405158
99.284931,0.442695
99.327653,0.131538
99.496171,0.472966
99.65544,0.097754
99.781997,0.748638
100.128284,0.499731
100.240651,0.182035
100.288843,0.112952
100.452617,0.521178
100.718778,0.703901
101.074045,0.600063
101.184449,0.182004
101.403577,0.453321
101.676219,0.667186
102.026897,0.488822
102.128157,0.092201
102.174428,0.088885
102.360916,0.457165
102.510176,0.237905
102.642952,0.530183
102.987523,0.471252
103.104976,0.371944
103.307957,0.629746
103.47609,0.074739
103.600549,0.711059
103.940403,0.477907
104.047587,0.265079
104.110896,0.037409
104.260165,0.449185
104.5405,0.565387
104.89476,0.512492
105.004688,0.203559
105.070329,0.031269
105.22619,0.50704
105.49906,0.702422
105.858313,0.5987
105.963958,0.060435
106.072583,0.150785
106.189249,0.557511
106.338591,0.207221
106.698811,0.019016
106.915378,0.019037
107.04141,0.412211
107.414557,0.290395
107.611767,0.050606
107.759851,0.369147
107.833618,0.016364
108.020686,0.097587
108.10243,0.349473
108.261277,0.008765
108.345378,0.407762
108.821645,0.020891
108.941595,0.369481
109.298648,0.026821
109.397477,0.010106
109.665268,0.422734
110.138863,0.011734
110.265721,0.084395
110.3688,0.281697
110.477655,0.316892
110.61977,0.215274
110.761412,0.011947
110.954332,0.014278
111.225589,0.15417
111.338202,0.284647
111.429236,0.119178
111.581649,0.067135
111.696163,0.011652
111.770025,0.043592
112.065797,0.007887
112.159989,0.408207
112.267139,0.156884
112.370441,0.165341
112.515315,0.513699
112.648025,0.221923
112.840506,0.425215
113.112519,0.755206
113.331643,0.007448
113.471956,0.427741
113.572875,0.252329
113.619249,0.104881
113.790786,0.50711
113.945344,0.321743
114.111788,0.009324
114.164061,0.009301
114.263966,0.022269
114.432105,0.008237
114.540107,0.034222
114.642145,0.556817
115.002661,0.028908
115.101062,0.012553
115.218638,0.015905
115.353175,0.400523
115.576681,0.009099
115.695125,0.451463
115.84015,0.448259
115.979216,0.438481
116.159616,0.382481
116.301454,0.588601
116.405116,0.366333
116.448904,0.008877
116.624149,0.478686
116.766763,0.011954
116.889197,0.856919
117.251905,0.617502
117.357317,0.291372
117.400031,0.129181
117.471709,0.00852
117.575481,0.463241
117.727197,0.070388
117.847801,0.675456
118.198609,0.638884
118.309614,0.367602
118.377479,0.061287
118.524895,0.645302
118.801172,0.604403
119.148078,0.429547
119.24139,0.219941
119.281556,0.054864
119.328126,0.033969
119.467591,0.555235
119.611415,0.261449
119.749357,0.548802
120.084199,0.58357
120.197969,0.289152
120.406279,0.53311
120.559593,0.205322
120.684539,0.68775
120.890392,0.008301
121.031759,0.738334
121.149404,0.158883
121.257429,0.016991
121.354547,0.609443
121.62281,0.858819
121.817723,0.060165
121.964744,0.452954
122.092681,0.477577
122.135568,0.05405
122.304217,0.631434
122.46504,0.198287
122.580593,0.470867
122.785536,0.014513
122.937885,0.590888
123.04099,0.189907
123.112408,0.08673
123.157303,0.019767
123.263749,0.410265
123.535159,0.625175
123.892957,0.604919
124.010963,0.345491
124.100093,0.027538
124.22005,0.48841
124.371844,0.237256
124.494109,0.752834
124.857972,0.537224
124.984646,0.105751
125.084459,0.109551
125.179129,0.46371
125.332048,0.273126
125.472285,0.007132
125.674784,0.017348
125.920946,0.017112
126.037643,0.506166
126.128852,0.066002
126.303727,0.022517
126.418221,0.296965
126.612002,0.097775
126.770776,0.460922
126.884011,0.02226
126.998977,0.134272
127.106416,0.05206
127.328353,0.100594
127.46788,0.384439
127.516443,0.006582
127.621168,0.00647
127.708122,0.077926
127.828782,0.20494
127.98701,0.007008
128.040205,0.21929
128.203403,0.428693
128.248042,0.198362
128.346338,0.014269
128.448384,0.097788
128.546181,0.271964
128.702106,0.458225
128.74612,0.161164
128.794894,0.006349
128.974021,0.02726
129.016063,0.101083
129.168054,0.430479
129.208773,0.192332
129.493784,0.050426
129.646379,0.396257
129.689013,0.276105
129.778243,0.010043
129.969788,0.053868
130.121637,0.338038
130.233123,0.013525
130.439546,0.039351
130.592043,0.334896
130.812714,0.011247
130.938085,0.586436
131.207398,0.558732
131.409996,0.01094
131.544294,0.50785
131.659889,0.268277
131.860668,0.259519
132.024457,0.15748
132.142552,0.55169
132.497704,0.423341
132.599383,0.188123
132.641419,0.127356
132.82135,0.355845
133.092785,0.631732
133.440048,0.404941
133.564106,0.226644
133.657518,0.079108
133.765739,0.348716
134.035054,0.609055
134.399917,0.451618
134.491465,0.162157
134.541451,0.090108
134.724541,0.560581
134.87042,0.212771
135.0056,0.596711
135.351533,0.415517
135.459978,0.265875
135.526831,0.060831
135.663554,0.41679
135.932155,0.642276
136.292414,0.431078
136.404456,0.110054
136.455903,0.029971
136.616685,0.580835
136.889255,0.646176
137.08988,0.057885
137.241149,0.491943
137.35478,0.40034
137.56098,0.441882
137.712792,0.081819
137.839385,0.65991
138.026765,0.006557
138.199078,0.491623
138.311103,0.049748
138.414406,0.028213
138.517438,0.46094
138.781262,0.4693
139.028021,0.006077
139.13693,0.291974
139.2505,0.497148
139.470324,0.348917
139.751936,0.545519
140.105566,0.506328
140.243022,0.009508
140.334182,0.017918
140.592706,0.009074
140.708959,0.383645
140.822555,0.116204
140.919958,0.200438
141.062649,0.561265
141.193247,0.202275
141.392013,0.507158
141.672256,0.538688
141.873809,0.009433
142.023287,0.41256
142.120918,0.028803
142.168265,0.042606
142.344599,0.454945
142.49275,0.035361
142.62883,0.455734
142.830843,0.008402
142.972105,0.485648
143.092447,0.206984
143.30259,0.428838
143.574282,0.5125
143.778785,0.056726
143.9298,0.558872
144.042812,0.154538
144.097053,0.108875
144.143755,0.014317
144.266898,0.441764
144.41473,0.212677
144.548699,0.580859
144.893789,0.570885
145.008289,0.197601
145.052427,0.062656
145.22639,0.499613
145.380788,0.078167
145.505886,0.669539
145.857618,0.470943
146.081043,0.013678
146.185202,0.166495
146.230241,0.342943
146.345795,0.425556
146.499413,0.452633
146.673227,0.343838
146.837584,0.205153
146.881105,0.00641
147.034728,0.201981
147.112554,0.336451
147.167435,0.170397
147.304931,0.406466
147.447989,0.319047
147.638151,0.15834
147.801307,0.068311
147.938821,0.015062
148.411407,0.503496
148.530907,0.167278
148.771561,0.457748
148.918589,0.006051
149.26222,0.010987
149.379998,0.316886
149.481568,0.489085
149.593544,0.442674
149.756557,0.616488
149.970265,0.010472
150.211125,0.007439
150.345435,0.561772
150.446761,0.302116
150.544392,0.212272
150.684655,0.489653
150.817183,0.249139
151.02407,0.606556
151.305795,0.589036
151.663739,0.431269
151.758241,0.196751
151.833754,0.037895
151.990427,0.402845
152.137227,0.3457
152.270519,0.564914
152.47222,0.327069
152.625019,0.62576
152.736471,0.398239
152.951849,0.473334
153.219041,0.70259
153.591361,0.494847
153.676255,0.044637
153.722963,0.056754
153.904101,0.483178
154.074394,0.022107
154.184097,0.522504
154.384779,0.011371
154.537882,0.499684
154.649893,0.387468
154.691748,0.009417
154.873793,0.494989
155.139233,0.824931
155.50901,0.611388
155.60175,0.13226
155.658629,0.105188
155.828835,0.482045
155.974353,0.168404
156.104296,0.010978
156.316611,0.027012
156.568531,0.01663
156.681968,0.451787
156.760669,0.012783
156.947524,0.024235
157.046124,0.432995
157.250672,0.123394
157.398292,0.558772
157.654152,0.048526
157.756951,0.355735
157.90429,0.043829
157.987832,0.116131
158.121815,0.457836
158.162449,0.227975
158.3808,0.082722
158.483663,0.356092
158.649352,0.007795
158.7022,0.245936
158.849139,0.379662
158.965773,0.009172
159.180168,0.254919
159.246835,0.295684
159.336742,0.46677
159.479166,0.317116
159.595775,0.008787
159.666979,0.267934
159.831256,0.177967
160.156402,0.302096
160.215596,0.335346
160.317461,0.453278
160.469707,0.392817
160.522045,0.017028
160.586537,0.011682
160.654092,0.279569
160.817326,0.304216
161.013635,0.183391
161.081268,0.295796
161.15309,0.27985
161.29538,0.24489
161.440851,0.128205
161.561493,0.006568
161.631371,0.297444
161.790109,0.301103
162.009145,0.00777
162.116642,0.013426
162.363665,0.019696
162.48168,0.497781
162.613962,0.011203
162.862732,0.115957
163.07334,0.097065
163.231148,0.514619
163.568526,0.013456
163.705721,0.008449
163.829087,0.425727
163.936122,0.276142
164.041437,0.377539
164.193315,0.598005
164.25101,0.017548
164.34127,0.379548
164.45866,0.013025
164.52341,0.262184
164.680067,0.339068
164.884329,0.238541
164.937894,0.316533
165.020194,0.369556
165.164078,0.618738
165.251002,0.008161
165.305614,0.401516
165.357819,0.007325
165.497925,0.319271
165.659973,0.265368
165.778606,0.007524
165.894955,0.011247
165.965104,0.021238
166.263985,0.026704
166.352215,0.57971
166.723906,0.030803
166.948548,0.012246
167.110326,0.575849
167.333744,0.008442
167.563581,0.008214
167.694245,0.501017
