Cycle,Time
71.1,134.839854
71.2,135.321729
71.3,135.801729
71.4,136.275229
72.1,136.7445624
72.2,137.226729
72.3,137.7005624
72.4,138.1758957
73.1,138.6489165
73.2,139.1338957
73.3,139.6164165
73.4,140.097354
74.1,140.579229
74.2,141.0545624
74.3,141.5261665
74.4,142.0018957
75.1,142.487229
75.2,142.9698957
75.3,143.447979
75.4,143.926104
76.1,144.4098957
76.2,144.8898957
76.3,145.3718957
76.4,145.8558957
77.1,146.337354
77.2,146.824854
77.3,147.2998957
77.4,147.784854
78.1,148.267229
78.2,148.749229
78.3,149.2378957
78.4,149.7198957
79.1,150.2025624
79.2,150.6825624
79.3,151.1665624
79.4,151.6505624
80.1,152.1358957
80.2,152.6157915
80.3,153.098604
80.4,153.580479
81.1,154.058604
81.2,154.5357915
81.3,155.003604
81.4,155.487354
82.1,155.9701665
82.2,156.458604
82.3,156.947604
82.4,157.4195415
83.1,157.9070415
83.2,158.3739165
83.3,158.845479
83.4,159.332979
84.1,159.8258957
84.2,160.307229
84.3,160.7945415
84.4,161.2801665
85.1,161.762979
85.2,162.2401665
85.3,162.7165624
85.4,163.2045415
86.1,163.691229
86.2,164.1858957
86.3,164.671229
86.4,165.152979
87.1,165.638604
87.2,166.1232915
87.3,166.5978957
87.4,167.083229
88.1,167.5618957
88.2,168.047229
88.3,168.5364165
88.4,169.0201665
89.1,169.497354
89.2,169.9764165
89.3,170.4618957
89.4,170.944854
90.1,171.424854
90.2,171.9039165
90.3,172.377354
90.4,172.8686874
91.1,173.344854
91.2,173.828604
91.3,174.3138957
91.4,174.7965624
92.1,175.279229
92.2,175.7698957
92.3,176.2539165
92.4,176.743229
93.1,177.231229
93.2,177.7165624
93.3,178.197354
93.4,178.691229
94.1,179.1725624
94.2,179.657979
94.3,180.151604
94.4,180.6338957
95.1,181.123229
95.2,181.6125624
95.3,182.099229
95.4,182.5951665
96.1,183.1182915
